rank,stock_id,name,industry,industry_canon,sector_l1,sector_l2,industry_ambiguous,gics_sector,gics_zh,gics_mixed,yf_sector,yf_super,icb_industry,yf_ticker,is_cyclical,cyclical_sector,date,revenue,revenue_prev_year,cum_revenue,cum_revenue_prev_year,yoy,mom,cum_yoy,cum_yoy_slope,cum_yoy_declining,consec_pos_yoy,mean_yoy_6m,std_yoy_6m,yoy_accelerating,seasonality,cagr_2y,n_months,pattern,score,tier
865,1448,模擬1448,電器電纜,電器電纜,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1448.TW,False,,2026-05-01,29280485,26711676.0,144979036,129527240.0,9.62,9.31,11.93,0.20085714285714304,False,3,19.875,22.138714769983075,False,旺季不旺(警訊),-9.011576259868082,36,穩定成長型,43.0,優選
866,1352,模擬1352,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1352.TW,False,,2026-05-01,115983382,77366042.0,489482874,475942032.0,49.92,45.54,2.85,1.318285714285714,False,1,7.946666666666668,23.485623025350826,True,淡季不淡(強訊),20.777821099424433,36,季節性/緩成長型,42.9,觀察
867,6541,泰福-KY,生技醫療業,生技醫療業,非電子,生技醫療,False,Health Care,醫療保健,False,Healthcare,Defensive,Health Care,6541.TWO,False,,2026-05-01,32393667,31964397.0,194841032,181242497.0,1.34,-6.95,7.5,-1.2574285714285713,False,18,7.286666666666666,3.8878128670100485,False,淡季正常,8.78836841654087,36,中性/觀察型,42.9,觀察
868,2557,模擬2557,化學生技醫療,化學生技醫療,非電子,混類(化學/生技),True,,,True,,,,2557.TW,False,,2026-05-01,82837418,75944372.0,419919637,375948002.0,9.08,4.8,11.7,-3.3360000000000007,False,3,11.424999999999999,26.854169601758308,True,旺季不旺(警訊),7.173009660535334,36,中性/觀察型,42.9,優選
869,1118,模擬1118,其他業,其他,非電子,其他,False,,,True,,,,1118.TWO,False,,2026-05-01,23431321,22404469.0,130312435,117859526.0,4.58,1.58,10.57,-0.14771428571428552,True,15,10.145,3.2004986590634075,False,旺季正常,9.630424975469666,36,中性/觀察型,42.9,觀察
870,1156,模擬1156,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1156.TW,False,,2026-05-01,23530174,19870233.0,134081447,126088375.0,18.42,-6.96,6.34,-0.039142857142857174,False,3,4.483333333333333,9.722380824103164,True,淡季正常,3.786652627313436,36,中性/觀察型,42.9,觀察
871,1126,模擬1126,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1126.TW,False,,2026-05-01,65166923,60731163.0,370890880,346323745.0,7.3,-3.38,7.09,-0.06771428571428582,False,6,7.988333333333332,3.641169302420431,False,淡季正常,7.05503789380808,36,中性/觀察型,42.8,觀察
872,1625,模擬1625,電子通路業,電子通路業,電子,電子通路,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1625.TW,False,,2026-05-01,37207709,29693185.0,182483699,175293070.0,25.31,12.88,4.1,-0.44942857142857157,False,3,6.548333333333333,23.689109605236094,True,淡季不淡(強訊),35.25765458033179,36,中性/觀察型,42.7,觀察
873,2359,所羅門,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,2359.TW,False,,2026-05-01,78133381,67150597.0,425801557,397572665.0,16.36,1.15,7.1,-0.5702857142857143,False,9,8.57,5.578431679244624,False,淡季正常,9.552092305460057,36,中性/觀察型,42.6,觀察
874,1202,模擬1202,其他業,其他,非電子,其他,False,,,True,,,,1202.TWO,False,,2026-05-01,17016164,15675644.0,95245020,85803106.0,8.55,-7.62,11.0,-1.4585714285714289,False,16,12.006666666666668,9.887282516220298,False,旺季不旺(警訊),4.4757080586079745,36,中性/觀察型,42.6,優選
875,1296,模擬1296,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1296.TW,False,,2026-05-01,12331691,9577612.0,61557094,56286075.0,28.76,12.22,9.36,-0.7574285714285713,False,2,11.728333333333333,10.350866979254551,False,淡季不淡(強訊),13.353562885320791,36,中性/觀察型,42.4,觀察
876,2513,模擬2513,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,2513.TW,False,,2026-05-01,81778593,106332920.0,500323130,437318775.0,-23.09,-29.78,14.41,-0.7357142857142858,False,0,14.688333333333333,23.25281804904993,True,旺季不旺(警訊),25.800496841014997,36,見頂/動能衰退型,42.4,警戒
877,1885,模擬1885,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1885.TW,False,,2026-05-01,22448866,20634861.0,121217017,120991126.0,8.79,0.3,0.19,0.03028571428571425,False,4,3.721666666666667,9.672980265782735,True,旺季正常,2.1557853174061004,36,季節性/緩成長型,42.4,觀察
878,2223,模擬2223,汽車工業,汽車工業,非電子,機電工業,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2223.TW,False,,2026-05-01,33552805,29179171.0,166472709,152370155.0,14.99,75.55,9.26,1.2622857142857142,False,1,15.543333333333335,28.398958118603968,False,淡季不淡(強訊),36.689572248912114,36,季節性/緩成長型,42.4,觀察
879,1901,模擬1901,金融保險業,金融保險,金融,金融保險,False,Financials,金融,False,Financial Services,Cyclical,Financials,1901.TW,False,,2026-05-01,75546617,64479983.0,421532348,396682324.0,17.16,-0.9,6.26,0.10914285714285707,False,2,6.2700000000000005,6.810281443034006,False,淡季不淡(強訊),5.733893107420984,36,季節性/緩成長型,42.3,觀察
880,1673,模擬1673,化學生技醫療,化學生技醫療,非電子,混類(化學/生技),True,,,True,,,,1673.TW,False,,2026-05-01,99517942,65502471.0,432442029,399770240.0,51.93,33.57,8.17,-6.903714285714286,False,2,8.726666666666668,40.48916137547046,True,淡季不淡(強訊),23.700206067439368,36,高波動訂單型,42.3,觀察
881,2244,模擬2244,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2244.TW,False,,2026-05-01,8248171,6575085.0,49620057,47228660.0,25.45,-27.86,5.06,-2.321142857142857,False,3,12.196666666666665,19.856012243706495,True,淡季正常,5.691244752662561,36,中性/觀察型,42.2,觀察
882,2527,模擬2527,農業科技業,農業科技業,非電子,農業科技,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,2527.TW,False,,2026-05-01,18699129,18340448.0,115021009,103087354.0,1.96,-32.54,11.58,1.4880000000000002,False,2,12.659999999999998,23.263090221779795,False,淡季正常,11.388028092461067,36,季節性/緩成長型,42.2,觀察
883,6667,信紘科,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,6667.TWO,False,,2026-05-01,37768438,34055024.0,216336647,197520296.0,10.9,0.35,9.53,-1.1214285714285714,False,2,8.513333333333334,6.499619646991319,False,淡季不淡(強訊),10.491134999137586,36,中性/觀察型,42.2,觀察
884,1657,模擬1657,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1657.TW,False,,2026-05-01,14000751,16196925.0,78725224,67797230.0,-13.56,-24.53,16.12,1.4094285714285715,False,0,19.463333333333335,20.465111504433317,False,旺季不旺(警訊),-5.897366250680092,36,見頂/動能衰退型,42.1,警戒
885,1633,模擬1633,紡織纖維,紡織纖維,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,1633.TW,False,,2026-05-01,9506546,7524976.0,43730924,38571202.0,26.33,-9.33,13.38,-4.682,False,2,19.115000000000002,23.13008989029946,False,淡季正常,36.46404031021457,36,中性/觀察型,42.1,觀察
886,2353,模擬2353,居家生活,居家生活,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2353.TW,False,,2026-05-01,42865949,38889685.0,248335402,225128564.0,10.22,-7.88,10.31,-1.0751428571428572,True,17,10.945,6.661235496012233,False,淡季正常,8.213645920963009,36,中性/觀察型,42.1,觀察
887,2078,模擬2078,數位雲端,數位雲端,電子,數位雲端,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2078.TW,False,,2026-05-01,69848209,81655547.0,458844830,401779572.0,-14.46,-36.4,14.2,0.5897142857142852,False,0,11.826666666666668,18.810397538477375,False,淡季正常,-2.0308511129296103,36,季節性/緩成長型,42.0,觀察
888,1990,模擬1990,農業科技業,農業科技業,非電子,農業科技,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,1990.TW,False,,2026-05-01,20171643,19800527.0,121923570,110122251.0,1.87,-12.66,10.72,-0.5162857142857143,False,12,9.386666666666667,6.841541411764522,False,旺季不旺(警訊),0.5062063203521872,36,中性/觀察型,41.9,優選
889,6805,富世達,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,6805.TW,False,,2026-05-01,45775141,34682297.0,228556229,205624703.0,31.98,19.03,11.15,-0.5351428571428573,False,1,10.793333333333335,11.537905163224197,False,淡季不淡(強訊),18.652514570215484,36,中性/觀察型,41.8,觀察
890,1908,模擬1908,化學生技醫療,化學生技醫療,非電子,混類(化學/生技),True,,,True,,,,1908.TW,False,,2026-05-01,62124766,61103240.0,363733671,347169137.0,1.67,-3.74,4.77,-0.9880000000000001,False,3,4.7250000000000005,7.184092960608643,True,淡季正常,9.202200503725443,36,中性/觀察型,41.8,觀察
891,2569,揚智,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2569.TW,False,,2026-05-01,50835391,55578620.0,308928677,264313581.0,-8.53,-20.18,16.88,1.9297142857142846,False,0,15.964999999999996,19.97942170501105,False,旺季不旺(警訊),-0.3827426561690994,36,見頂/動能衰退型,41.6,警戒
892,1412,模擬1412,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1412.TW,False,,2026-05-01,20346222,20542706.0,107781424,89637904.0,-0.96,-2.33,20.24,-2.504571428571429,True,0,49.66833333333333,60.220278261470106,False,淡季正常,23.931206830125152,36,高波動訂單型,41.6,觀察
893,1238,模擬1238,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1238.TWO,False,,2026-05-01,9226711,8649415.0,48822799,47017849.0,6.67,-1.24,3.84,-1.4545714285714282,False,3,6.53,6.911266164748686,True,淡季正常,14.802782711400964,36,中性/觀察型,41.6,觀察
894,2338,模擬2338,通信網路業,通信網路業,電子,通信網路,False,Information Technology,資訊科技,True,Technology,Sensitive,Technology,2338.TWO,False,,2026-05-01,71418365,66840009.0,374942572,349975730.0,6.85,-1.64,7.13,-1.1979999999999995,False,3,11.659999999999998,11.55154535116406,True,旺季不旺(警訊),15.572888506910164,36,中性/觀察型,41.5,觀察
895,1358,模擬1358,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1358.TW,False,,2026-05-01,88567033,87727360.0,490339695,463277939.0,0.96,-1.78,5.84,0.6697142857142857,False,2,0.8216666666666664,19.62742844139859,True,淡季正常,31.261713088592067,36,季節性/緩成長型,41.3,觀察
896,6103,合邦,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,6103.TWO,False,,2026-05-01,65222767,62570641.0,349013519,295259685.0,4.24,-1.49,18.21,-8.927714285714286,True,1,34.59166666666666,45.30413793340393,False,淡季正常,-10.648384716338033,36,高波動訂單型,41.2,觀察
897,1350,模擬1350,電子商務,電子商務,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1350.TW,False,,2026-05-01,10498513,7435794.0,48272121,42763971.0,41.19,-2.97,12.88,-0.18514285714285705,False,2,16.365000000000002,42.44100797970441,True,旺季不旺(警訊),20.821246795228742,36,高波動訂單型,41.1,觀察
898,1372,模擬1372,建材營造業,建材營造,非電子,建材營造,False,Real Estate,不動產,True,Real Estate,Cyclical,Real Estate,1372.TWO,False,,2026-05-01,61432335,59968814.0,401980719,340507769.0,2.44,-21.94,18.05,-10.738857142857142,True,1,32.361666666666665,69.46881540582716,False,淡季正常,-8.177304890824988,36,高波動訂單型,41.1,觀察
899,1518,模擬1518,金融保險業,金融保險,金融,金融保險,False,Financials,金融,False,Financial Services,Cyclical,Financials,1518.TW,False,,2026-05-01,50849649,71609514.0,414220314,345010851.0,-28.99,-25.19,20.06,-9.203428571428569,True,0,29.375,60.98393661448889,False,淡季正常,-11.344418996849615,36,高波動訂單型,41.1,觀察
900,1071,模擬1071,觀光事業,觀光餐旅,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1071.TW,False,,2026-05-01,15524986,17468402.0,96420937,81854574.0,-11.13,-31.47,17.8,-5.073999999999999,False,0,18.6,30.878702477057978,False,淡季正常,22.287380759961106,36,中性/觀察型,41.1,觀察
901,1274,模擬1274,觀光事業,觀光餐旅,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1274.TWO,False,,2026-05-01,50148428,45054000.0,283406550,258494789.0,11.31,0.64,9.64,-0.5277142857142856,False,1,11.938333333333333,9.250252999543068,False,淡季不淡(強訊),6.645348321662237,36,中性/觀察型,41.1,觀察
902,1224,模擬1224,綠能環保,綠能環保,非電子,綠能環保,False,Industrials,工業,True,Industrials,Sensitive,Industrials,1224.TW,False,,2026-05-01,31797026,29695310.0,169488036,161270256.0,7.08,-6.4,5.1,-0.6928571428571425,False,2,7.194999999999999,8.563491791708957,True,淡季正常,12.974284814333004,36,中性/觀察型,40.9,觀察
903,1683,模擬1683,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1683.TWO,False,,2026-05-01,67488474,48317922.0,301072000,292670611.0,39.68,9.44,2.87,-3.1022857142857143,False,2,7.795000000000001,19.287298713574867,True,淡季不淡(強訊),40.09607979259475,36,中性/觀察型,40.9,觀察
904,1321,模擬1321,電子商務,電子商務,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1321.TW,False,,2026-05-01,14261736,13918755.0,76389067,73871660.0,2.46,-1.13,3.41,-0.6708571428571428,False,3,4.575,5.333637751728801,True,淡季正常,12.530957538934517,36,中性/觀察型,40.6,觀察
905,2067,模擬2067,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,2067.TW,False,,2026-05-01,46996035,45961258.0,270495540,256318477.0,2.25,-5.75,5.53,0.6402857142857142,False,4,5.785,5.819131521684887,False,淡季正常,7.5461157955082125,36,季節性/緩成長型,40.5,觀察
906,1784,模擬1784,運動休閒,運動休閒,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1784.TW,False,,2026-05-01,62557650,60257364.0,358467107,338442538.0,3.82,-3.7,5.92,-0.9765714285714285,False,13,6.246666666666666,4.294060497426131,False,淡季正常,3.988343805565542,36,中性/觀察型,40.5,觀察
907,2391,模擬2391,觀光事業,觀光餐旅,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2391.TW,False,,2026-05-01,136084799,147034188.0,622008039,563849121.0,-7.45,-0.66,10.31,2.0425714285714287,False,0,16.15,34.24817416057874,True,旺季不旺(警訊),30.213698702774327,36,見頂/動能衰退型,40.5,警戒
908,1703,模擬1703,其他業,其他,非電子,其他,False,,,True,,,,1703.TW,False,,2026-05-01,17332094,14677633.0,73051220,64949301.0,18.09,17.02,12.47,-3.3717142857142854,False,2,11.625,32.775827347808224,True,旺季不旺(警訊),30.762275512323868,36,中性/觀察型,40.4,觀察
909,2541,模擬2541,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,2541.TWO,False,,2026-05-01,104868907,102933023.0,546379428,490247666.0,1.88,-3.44,11.45,-0.9851428571428571,False,2,32.26833333333333,41.18929368038361,False,淡季正常,16.20645212873797,36,高波動訂單型,40.4,觀察
910,6187,萬潤,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,6187.TWO,False,,2026-05-01,107420169,145507162.0,662282010,569365287.0,-26.18,-11.81,16.32,-6.645142857142858,False,0,26.186666666666667,44.85723303499176,False,淡季正常,17.08853495577143,36,高波動訂單型,40.4,觀察
911,1148,模擬1148,電腦及週邊設備業,電腦及週邊設備業,電子,電腦及週邊,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1148.TWO,False,,2026-05-01,79879695,79720737.0,459106799,434052480.0,0.2,-1.11,5.77,0.31685714285714284,True,9,5.455000000000001,3.2286155443677917,False,淡季正常,5.841521701822372,36,見頂/動能衰退型,40.3,警戒
912,6770,力積電,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,6770.TW,False,,2026-05-01,22661224,21611264.0,123665442,113444289.0,4.86,-1.8,9.01,-0.08285714285714287,False,6,9.048333333333334,4.47930953260532,False,旺季不旺(警訊),8.951288447551487,36,中性/觀察型,40.3,觀察
913,3583,辛耘,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,3583.TW,False,,2026-05-01,45742912,41062605.0,258468081,247399581.0,11.4,0.13,4.47,-0.8782857142857143,False,2,6.21,6.46522492519273,True,淡季正常,7.166616823850602,36,中性/觀察型,40.3,觀察
914,1234,模擬1234,通信網路業,通信網路業,電子,通信網路,False,Information Technology,資訊科技,True,Technology,Sensitive,Technology,1234.TW,False,,2026-05-01,80998522,79287802.0,445016888,407580709.0,2.16,-0.96,9.18,-0.7454285714285716,False,26,9.053333333333335,5.614999752646676,False,旺季不旺(警訊),13.09148442107617,36,中性/觀察型,40.2,觀察
915,1734,模擬1734,農業科技業,農業科技業,非電子,農業科技,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,1734.TW,False,,2026-05-01,65403305,64557631.0,395542260,363116738.0,1.31,-15.47,8.93,-0.11914285714285729,False,15,9.436666666666667,5.153088609971909,False,旺季不旺(警訊),7.317187302783723,36,中性/觀察型,40.2,觀察
916,1039,模擬1039,汽車工業,汽車工業,非電子,機電工業,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1039.TWO,False,,2026-05-01,63339606,41138671.0,277696476,270392179.0,53.97,15.84,2.7,-3.061714285714286,False,2,10.701666666666666,26.59940940238252,True,淡季不淡(強訊),13.893267363662588,36,中性/觀察型,40.1,觀察
917,3596,智易,通信網路業,通信網路業,電子,通信網路,False,Information Technology,資訊科技,True,Technology,Sensitive,Technology,3596.TW,False,,2026-05-01,93598314,97585963.0,491310180,463998735.0,-4.09,-9.83,5.89,1.6131428571428572,False,0,6.764999999999998,18.662429057690566,True,淡季正常,28.850029564205215,36,季節性/緩成長型,40.1,觀察
918,2505,模擬2505,電腦及週邊設備業,電腦及週邊設備業,電子,電腦及週邊,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2505.TWO,False,,2026-05-01,17787102,27439931.0,140622600,132320448.0,-35.18,-43.94,6.27,4.989428571428571,False,0,8.416666666666668,23.865844259573603,True,淡季正常,-7.254703272909091,36,季節性/緩成長型,40.0,觀察
919,2519,模擬2519,觀光事業,觀光餐旅,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2519.TW,False,,2026-05-01,11910272,13095823.0,58861665,54509565.0,-9.05,18.47,7.98,2.223142857142857,False,0,23.259999999999994,37.72130211608996,True,旺季不旺(警訊),7.816800652253408,36,見頂/動能衰退型,40.0,警戒
920,1974,模擬1974,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1974.TW,False,,2026-05-01,49286714,45464580.0,292653422,268676069.0,8.41,-2.09,8.92,0.7722857142857141,False,1,8.9,5.287995839635276,False,淡季正常,2.8304083542238345,36,季節性/緩成長型,39.9,觀察
921,2309,模擬2309,數位雲端,數位雲端,電子,數位雲端,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2309.TW,False,,2026-05-01,61674825,65689914.0,368180103,353097130.0,-6.11,-6.27,4.27,0.24114285714285708,False,0,2.8299999999999996,6.064233944475867,True,淡季正常,1.7200433348028232,36,季節性/緩成長型,39.7,觀察
922,2009,模擬2009,食品工業,食品工業,非電子,民生消費,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,2009.TW,False,,2026-05-01,7534242,7476349.0,42658912,40472082.0,0.77,3.37,5.4,-1.0065714285714282,False,8,6.383333333333334,5.6012131622434165,False,旺季正常,4.826360153308351,36,中性/觀察型,39.7,觀察
923,2090,模擬2090,金融保險業,金融保險,金融,金融保險,False,Financials,金融,False,Financial Services,Cyclical,Financials,2090.TW,False,,2026-05-01,120336361,97517426.0,664962309,632266240.0,23.4,-18.31,5.17,-5.534857142857144,False,2,10.591666666666667,20.000697001743603,True,淡季正常,21.840991817991018,36,中性/觀察型,39.6,觀察
924,1282,模擬1282,農業科技業,農業科技業,非電子,農業科技,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,1282.TW,False,,2026-05-01,44337528,43623777.0,262306508,241374297.0,1.64,-6.99,8.67,-0.4254285714285713,True,11,8.266666666666666,4.48736993002459,False,淡季正常,5.956661253536866,36,見頂/動能衰退型,39.6,警戒
925,2475,模擬2475,通信網路業,通信網路業,電子,通信網路,False,Information Technology,資訊科技,True,Technology,Sensitive,Technology,2475.TW,False,,2026-05-01,56974153,40711757.0,247308929,217787628.0,39.95,59.83,13.56,-5.5134285714285705,False,1,15.473333333333331,40.83227508832797,False,淡季不淡(強訊),24.94297664154763,36,高波動訂單型,39.5,觀察
926,1043,模擬1043,觀光事業,觀光餐旅,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1043.TW,False,,2026-05-01,40431025,27722154.0,281665566,256253561.0,45.84,-30.94,9.92,-3.8531428571428576,False,1,15.956666666666669,24.494431793550323,False,淡季不淡(強訊),16.68592353437026,36,中性/觀察型,39.4,觀察
927,1266,模擬1266,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1266.TW,False,,2026-05-01,87515728,82446630.0,468168816,454805896.0,6.15,6.21,2.94,-0.3002857142857143,False,3,2.186666666666667,3.923903951707053,True,旺季正常,6.162127951861129,36,中性/觀察型,39.4,觀察
928,1946,模擬1946,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1946.TWO,False,,2026-05-01,43814377,39534155.0,221483588,216051189.0,10.83,2.65,2.51,-0.7677142857142858,False,3,3.94,4.883912366126157,True,淡季正常,9.949315569131967,36,中性/觀察型,39.4,觀察
929,1701,模擬1701,化學生技醫療,化學生技醫療,非電子,混類(化學/生技),True,,,True,,,,1701.TWO,False,,2026-05-01,58284716,65543233.0,449148486,409047917.0,-11.07,-25.54,9.8,-0.4585714285714286,False,0,13.348333333333334,31.732787153913154,True,淡季正常,7.546368883650234,36,中性/觀察型,39.3,觀察
930,1262,模擬1262,通信網路業,通信網路業,電子,通信網路,False,Information Technology,資訊科技,True,Technology,Sensitive,Technology,1262.TWO,False,,2026-05-01,51223527,53455982.0,300413185,278605820.0,-4.18,-16.74,7.83,-0.9831428571428571,False,0,6.701666666666667,10.82218772809926,True,淡季正常,8.374358425833028,36,中性/觀察型,39.3,觀察
931,1746,模擬1746,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1746.TW,False,,2026-05-01,58870313,53799677.0,327508273,319407878.0,9.43,-0.16,2.54,-0.23142857142857143,False,1,1.5533333333333335,5.3586150781293815,True,淡季不淡(強訊),6.947531144669061,36,中性/觀察型,39.3,觀察
932,2456,模擬2456,運動休閒,運動休閒,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2456.TW,False,,2026-05-01,7385681,7064294.0,39312068,38018569.0,4.55,2.31,3.4,-1.2419999999999998,False,3,3.7183333333333337,9.539544742223756,True,旺季正常,8.541891361367204,36,中性/觀察型,39.2,觀察
933,2129,模擬2129,電腦及週邊設備業,電腦及週邊設備業,電子,電腦及週邊,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2129.TWO,False,,2026-05-01,93477987,106275955.0,442267721,413580708.0,-12.04,-4.91,6.94,2.596571428571429,False,0,11.201666666666668,15.354464515428585,True,旺季不旺(警訊),-4.647715770264648,36,見頂/動能衰退型,39.1,警戒
934,3008,大立光,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,3008.TW,False,,2026-05-01,26988200,26966751.0,163252463,150877629.0,0.08,-15.63,8.2,-0.05857142857142869,False,8,9.771666666666667,7.002402960571622,False,旺季不旺(警訊),4.324030884948771,36,中性/觀察型,39.1,觀察
935,4979,華星光,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,4979.TWO,False,,2026-05-01,88340601,83666231.0,502322858,463531026.0,5.59,-0.95,8.37,-0.2882857142857144,True,26,7.703333333333333,4.3652936772786415,False,淡季正常,9.462834606952741,36,見頂/動能衰退型,39.0,警戒
936,1344,模擬1344,建材營造業,建材營造,非電子,建材營造,False,Real Estate,不動產,True,Real Estate,Cyclical,Real Estate,1344.TW,False,,2026-05-01,58342009,61100049.0,297193830,270295819.0,-4.51,-2.3,9.95,-2.526285714285714,False,0,4.716666666666668,18.53064279031416,True,淡季正常,24.84125584941921,36,中性/觀察型,39.0,觀察
937,1386,模擬1386,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1386.TW,False,,2026-05-01,84795562,72114728.0,388196147,354539357.0,17.58,5.09,9.49,-2.3448571428571436,False,2,15.093333333333332,31.14123721940982,True,旺季不旺(警訊),8.5127460088537,36,中性/觀察型,38.8,觀察
938,2296,模擬2296,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,2296.TWO,False,,2026-05-01,78691425,43339776.0,281916189,273064609.0,81.57,92.33,3.24,0.9697142857142859,False,1,4.563333333333333,36.06236295949313,True,淡季不淡(強訊),14.351473831968642,36,季節性/緩成長型,38.7,觀察
939,1418,模擬1418,數位雲端,數位雲端,電子,數位雲端,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1418.TW,False,,2026-05-01,53922782,64859671.0,457883320,395759451.0,-16.86,-40.27,15.7,5.319714285714284,False,0,14.238333333333335,23.32656669741368,False,旺季不旺(警訊),-16.63729456569444,36,見頂/動能衰退型,38.7,警戒
940,1659,模擬1659,汽車工業,汽車工業,非電子,機電工業,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1659.TWO,False,,2026-05-01,55821368,55985713.0,271370159,241620025.0,-0.29,-27.37,12.31,3.0037142857142856,False,0,17.981666666666666,33.719618135771086,False,淡季正常,15.319989880585227,36,季節性/緩成長型,38.7,觀察
941,1863,模擬1863,電器電纜,電器電纜,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1863.TWO,False,,2026-05-01,89591447,84742104.0,501171687,463414701.0,5.72,-1.71,8.15,-2.0011428571428573,True,22,8.944999999999999,6.799908700367478,False,淡季正常,13.57807542371825,36,見頂/動能衰退型,38.7,警戒
