"ToolID","ToolName","FileName","Path","ToolType","Status","Risk","EntryMode"
"VIA-SUP-0167","VETF_VIA_Runtime_Bridge_All_in_One.cpython-313","VETF_VIA_Runtime_Bridge_All_in_One.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_Runtime_Bridge_All_in_One.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0168","VETF_VIA_RuntimeImportFirewall.cpython-313","VETF_VIA_RuntimeImportFirewall.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_RuntimeImportFirewall.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0169","VETF_VIA_SSOT_Unified.cpython-313","VETF_VIA_SSOT_Unified.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_SSOT_Unified.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0170","VETF_VIA_Supportive_Runtime_HardGate_Bridge.cpython-313","VETF_VIA_Supportive_Runtime_HardGate_Bridge.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_Supportive_Runtime_HardGate_Bridge.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0171","VETF_VIS_InstallHealthRegistry.cpython-313","VETF_VIS_InstallHealthRegistry.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_InstallHealthRegistry.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0172","VETF_VIS_VRN_FinancialRescueRules_v06126.cpython-313","VETF_VIS_VRN_FinancialRescueRules_v06126.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_VRN_FinancialRescueRules_v06126.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0173","VETF_VIS_VRN_FinancialSSOT_v0608.cpython-313","VETF_VIS_VRN_FinancialSSOT_v0608.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_VRN_FinancialSSOT_v0608.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0174","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0175","VETF_VIA_HardGate_SealEngine","VETF_VIA_HardGate_SealEngine.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_HardGate_SealEngine.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0176","VETF_VIA_HardGate_SealEngine.py.freeze.lock","VETF_VIA_HardGate_SealEngine.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_HardGate_SealEngine.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0177","VETF_VIA_RegistryCore_v1","VETF_VIA_RegistryCore_v1.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RegistryCore_v1.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0178","VETF_VIA_RegistryCore_v1.py.freeze.lock","VETF_VIA_RegistryCore_v1.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RegistryCore_v1.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0179","VETF_VIA_Runtime_Bridge_All_in_One","VETF_VIA_Runtime_Bridge_All_in_One.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Runtime_Bridge_All_in_One.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0180","VETF_VIA_Runtime_Bridge_All_in_One.py.freeze.lock","VETF_VIA_Runtime_Bridge_All_in_One.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Runtime_Bridge_All_in_One.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0181","VETF_VIA_RuntimeImportFirewall","VETF_VIA_RuntimeImportFirewall.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RuntimeImportFirewall.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0182","VETF_VIA_RuntimeImportFirewall.py.freeze.lock","VETF_VIA_RuntimeImportFirewall.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RuntimeImportFirewall.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0183","VETF_VIA_SSOT_Unified","VETF_VIA_SSOT_Unified.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_SSOT_Unified.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0184","VETF_VIA_SSOT_Unified.py.freeze.lock","VETF_VIA_SSOT_Unified.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_SSOT_Unified.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0185","VETF_VIA_Supportive_Runtime_HardGate_Bridge","VETF_VIA_Supportive_Runtime_HardGate_Bridge.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Supportive_Runtime_HardGate_Bridge.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0186","VETF_VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock","VETF_VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0187","VETF_VIS_InstallHealthRegistry_VRN_v02143","VETF_VIS_InstallHealthRegistry_VRN_v02143.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry_VRN_v02143.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0188","VETF_VIS_InstallHealthRegistry_VRN_v02143.json.freeze.lock","VETF_VIS_InstallHealthRegistry_VRN_v02143.json.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry_VRN_v02143.json.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0189","VETF_VIS_InstallHealthRegistry","VETF_VIS_InstallHealthRegistry.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0190","VETF_VIS_InstallHealthRegistry.py.freeze.lock","VETF_VIS_InstallHealthRegistry.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0191","VETF_VIS_VRN_FinancialRescueRules_v06126","VETF_VIS_VRN_FinancialRescueRules_v06126.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialRescueRules_v06126.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0192","VETF_VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock","VETF_VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0193","VETF_VIS_VRN_FinancialSSOT_v0608","VETF_VIS_VRN_FinancialSSOT_v0608.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialSSOT_v0608.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0194","VETF_VIS_VRN_FinancialSSOT_v0608.py.freeze.lock","VETF_VIS_VRN_FinancialSSOT_v0608.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialSSOT_v0608.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0195","VETF_VIS_VRN_HistoricalValidationPolicy_v0100","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0196","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0197","Invoke-VeritasNexusCore","Invoke-VeritasNexusCore.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Invoke-VeritasNexusCore.ps1","powershell","FOUND","LOW","DirectAllowed"
"VIA-SUP-0198","Read_Me_VeritasNexusCore","Read_Me_VeritasNexusCore.md","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Read_Me_VeritasNexusCore.md","other","FOUND","LOW","NexusCoreManaged"
