"Round","Phase","Layer","Item","Status","Risk","Class","Message","Path"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_real_vrn_candidate_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_real_vrn_candidate_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_remaining_work_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_remaining_work_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_safe_cleanup_planner_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_safe_cleanup_planner_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_safe_wrapper_execution_monitor_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_safe_wrapper_execution_monitor_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_sandbox_execution_monitor_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_sandbox_execution_monitor_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_sandbox_production_gate_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_sandbox_production_gate_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_sixlane_sandbox_wrapper_forge_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_sixlane_sandbox_wrapper_forge_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_source_blocker_patch_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_source_blocker_patch_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_stability_activation_preflight_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_stability_activation_preflight_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_vrn_entry_design_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_vrn_entry_design_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_active_script_line_inspector_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_active_script_line_inspector_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_false_positive_crusher_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_false_positive_crusher_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_final_active_lock_authorization_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_final_active_lock_authorization_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_final_active_lock_review_package_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_final_active_lock_review_package_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_final_candidate_seal_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_final_candidate_seal_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_final_risk_downgrade_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_final_risk_downgrade_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_high_risk_context_refiner_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_high_risk_context_refiner_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_integrated_closeout_nextgate","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_integrated_closeout_nextgate"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_integrated_closeout_ui","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_integrated_closeout_ui"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_manual_review_digest_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_manual_review_digest_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_nextgate_execution_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_nextgate_execution_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_optional_active_lock_preflight_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_optional_active_lock_preflight_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_panorama3_debug_consolidate_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_panorama3_debug_consolidate_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_supportive_nexus_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_supportive_nexus_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_user_review_final_lock_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_user_review_final_lock_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY",".ruff_cache","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.ruff_cache"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY",".venv","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","database","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\database"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","dict","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","engines","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\engines"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","envs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\envs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","functional modules","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","input files","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\input files"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","libs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\libs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","registry","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\registry"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","reports","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\reports"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","supportive modules","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","toolkits","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\toolkits"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","tools","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tools"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","tw_stock_report_input","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input"
"2","Sequential Fix Planning","FIX_STRATEGY","TEST_DEBUG_OPTIMIZE_CONSOLIDATE","PLAN_READY","LOW","PARALLEL_FIXABLE","Sequence-dependent risks isolated for manual review.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102"
"3","Final Polishing Planning","SANDBOX_INPUT","Readme","OK_COPIED","LOW","PARALLEL_FIXABLE","Copied into sandbox. Original not modified.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"3","Final Polishing Planning","SANDBOX_INPUT","NexusCore","OK_COPIED","LOW","PARALLEL_FIXABLE","Copied into sandbox. Original not modified.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"3","Final Polishing Planning","SANDBOX_INPUT","PolyglotCheckTestRepair","OK_COPIED","LOW","PARALLEL_FIXABLE","Copied into sandbox. Original not modified.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","AST","Invoke-VeritasNexusCore.ps1","OK_AST","LOW","PARALLEL_FIXABLE","Errors=0; Functions=15; ParamAtTop=True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"3","Final Polishing Planning","AST","Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1","OK_AST","LOW","PARALLEL_FIXABLE","Errors=0; Functions=15; ParamAtTop=True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","HYDRA_RISK","Stop-Process","WARN_FORBIDDEN_PATTERN","HIGH","SEQUENCE_DEPENDENT_REVIEW","Can interrupt active coding or system tasks","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"3","Final Polishing Planning","HYDRA_RISK","Stop-Process","WARN_FORBIDDEN_PATTERN","HIGH","SEQUENCE_DEPENDENT_REVIEW","Can interrupt active coding or system tasks","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","ANCHOR","Functions","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"3","Final Polishing Planning","ANCHOR","def_Functions","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"3","Final Polishing Planning","ANCHOR","ParamBlock","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=ENTRY; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"3","Final Polishing Planning","ANCHOR","HtmlReport","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"3","Final Polishing Planning","ANCHOR","JsonOutput","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"3","Final Polishing Planning","ANCHOR","CsvOutput","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"3","Final Polishing Planning","ANCHOR","Sandbox","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=SAFETY; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"3","Final Polishing Planning","ANCHOR","SelfTest","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=VALIDATION; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"3","Final Polishing Planning","ANCHOR","OpenReport","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=UI; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"3","Final Polishing Planning","ANCHOR","Functions","FOUND","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"3","Final Polishing Planning","ANCHOR","def_Functions","FOUND","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"3","Final Polishing Planning","ANCHOR","ParamBlock","FOUND","LOW","PARALLEL_FIXABLE","Category=ENTRY; Count=4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"3","Final Polishing Planning","ANCHOR","HtmlReport","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"3","Final Polishing Planning","ANCHOR","JsonOutput","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"3","Final Polishing Planning","ANCHOR","CsvOutput","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"3","Final Polishing Planning","ANCHOR","Sandbox","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=SAFETY; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"3","Final Polishing Planning","ANCHOR","SelfTest","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=VALIDATION; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"3","Final Polishing Planning","ANCHOR","OpenReport","FOUND","LOW","PARALLEL_FIXABLE","Category=UI; Count=7","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"3","Final Polishing Planning","ANCHOR","Functions","FOUND","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","ANCHOR","def_Functions","FOUND","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=14","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","ANCHOR","ParamBlock","FOUND","LOW","PARALLEL_FIXABLE","Category=ENTRY; Count=8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","ANCHOR","HtmlReport","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","ANCHOR","JsonOutput","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=3","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","ANCHOR","CsvOutput","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","ANCHOR","Sandbox","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=SAFETY; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","ANCHOR","SelfTest","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=VALIDATION; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","ANCHOR","OpenReport","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=UI; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_activation","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_active","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_audit","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_disk_audit","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_disk_audit"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_engine_forge","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_engine_forge"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_freeze","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_freeze"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_oneclick","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_oneclick"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_anchor_matrix_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_anchor_matrix_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_bootstrap_scripts","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_bootstrap_scripts"
