Group,Subgroup,Rank,Ticker,YFTicker,Name,MarketRaw,Market,Dimension,CountingFlag,SourceID,EvidenceStatus,Attribution,Positioning,SourceMetricUse,MembershipKey
F2 主機板 / GPU 基板 (L6),F AI 伺服器系統,L,2317,2317.TW,鴻海,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F2 主機板 / GPU 基板 (L6)|2317
F3 機殼 / 機櫃 / 結構件,F AI 伺服器系統,P,8210,8210.TW,勤誠,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F3 機殼 / 機櫃 / 結構件|8210
F3 機殼 / 機櫃 / 結構件,F AI 伺服器系統,,3013,3013.TW,晟銘電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F3 機殼 / 機櫃 / 結構件|3013
F3 機殼 / 機櫃 / 結構件,F AI 伺服器系統,L,6117,6117.TWO,迎廣,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F3 機殼 / 機櫃 / 結構件|6117
F3 機殼 / 機櫃 / 結構件,F AI 伺服器系統,,3693,3693.TWO,營邦,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F3 機殼 / 機櫃 / 結構件|3693
F3 機殼 / 機櫃 / 結構件,F AI 伺服器系統,L,3052,3052.TWO,喬鼎,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F3 機殼 / 機櫃 / 結構件|3052
F3 機殼 / 機櫃 / 結構件,F AI 伺服器系統,L,6235,6235.TWO,華孚,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F3 機殼 / 機櫃 / 結構件|6235
F4 滑軌 / 導軌 / 精密機構,F AI 伺服器系統,,2059,2059.TW,川湖,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F4 滑軌 / 導軌 / 精密機構|2059
F4 滑軌 / 導軌 / 精密機構,F AI 伺服器系統,,5325,5325.TWO,尚新,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F4 滑軌 / 導軌 / 精密機構|5325
F5 連接器 / 高速線材 / 端子,F AI 伺服器系統,,3533,3533.TW,嘉澤,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F5 連接器 / 高速線材 / 端子|3533
F5 連接器 / 高速線材 / 端子,F AI 伺服器系統,L,3665,3665.TW,貿聯-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F5 連接器 / 高速線材 / 端子|3665
F5 連接器 / 高速線材 / 端子,F AI 伺服器系統,,3023,3023.TW,信邦,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F5 連接器 / 高速線材 / 端子|3023
F5 連接器 / 高速線材 / 端子,F AI 伺服器系統,P,3526,3526.TW,凡甲,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F5 連接器 / 高速線材 / 端子|3526
F5 連接器 / 高速線材 / 端子,F AI 伺服器系統,L,3322,3322.TWO,建舜電,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F5 連接器 / 高速線材 / 端子|3322
G1 水冷板 / CDU / 液冷系統,G AI 散熱,L,3017,3017.TW,奇鋐,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G1 水冷板 / CDU / 液冷系統|3017
G1 水冷板 / CDU / 液冷系統,G AI 散熱,L,3324,3324.TW,雙鴻,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G1 水冷板 / CDU / 液冷系統|3324
G1 水冷板 / CDU / 液冷系統,G AI 散熱,L,2308,2308.TW,台達電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G1 水冷板 / CDU / 液冷系統|2308
G1 水冷板 / CDU / 液冷系統,G AI 散熱,P,3483,3483.TW,力致,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G1 水冷板 / CDU / 液冷系統|3483
G1 水冷板 / CDU / 液冷系統,G AI 散熱,,6230,6230.TW,尼得科超眾(已併),上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G1 水冷板 / CDU / 液冷系統|6230
G2 均熱片 / VC / 熱管,G AI 散熱,,3653,3653.TW,健策,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G2 均熱片 / VC / 熱管|3653
G2 均熱片 / VC / 熱管,G AI 散熱,,2486,2486.TWO,一詮,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G2 均熱片 / VC / 熱管|2486
G2 均熱片 / VC / 熱管,G AI 散熱,G,3338,3338.TWO,泰碩,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G2 均熱片 / VC / 熱管|3338
G2 均熱片 / VC / 熱管,G AI 散熱,,6831,6831.TWO,邁科,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G2 均熱片 / VC / 熱管|6831
G2 均熱片 / VC / 熱管,G AI 散熱,P,6591,6591.TW,動力-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G2 均熱片 / VC / 熱管|6591
G3 快接頭 QD / 閥件 / 泵浦,G AI 散熱,,6805,6805.TW,富世達,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G3 快接頭 QD / 閥件 / 泵浦|6805
G3 快接頭 QD / 閥件 / 泵浦,G AI 散熱,,6421,6421.TWO,君帆,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G3 快接頭 QD / 閥件 / 泵浦|6421
G3 快接頭 QD / 閥件 / 泵浦,G AI 散熱,P,6275,6275.TWO,元山,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G3 快接頭 QD / 閥件 / 泵浦|6275
G4 風扇 / 馬達,G AI 散熱,P,2421,2421.TW,建準,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G4 風扇 / 馬達|2421
G4 風扇 / 馬達,G AI 散熱,L,3018,3018.TW,東林,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G4 風扇 / 馬達|3018
G4 風扇 / 馬達,G AI 散熱,L,8028,8028.TW,升陽,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G4 風扇 / 馬達|8028
G4 風扇 / 馬達,G AI 散熱,P,6275,6275.TWO,元山,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G4 風扇 / 馬達|6275
G5 熱交換器 / 漏液感測,G AI 散熱,,8996,8996.TWO,高力,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G5 熱交換器 / 漏液感測|8996
G5 熱交換器 / 漏液感測,G AI 散熱,G,3338,3338.TWO,泰碩,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G5 熱交換器 / 漏液感測|3338
G5 熱交換器 / 漏液感測,G AI 散熱,L,2308,2308.TW,台達電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G5 熱交換器 / 漏液感測|2308
G6 浸沒式 / 兩相散熱,G AI 散熱,P,3483,3483.TW,力致,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G6 浸沒式 / 兩相散熱|3483
G6 浸沒式 / 兩相散熱,G AI 散熱,G,2376,2376.TW,技嘉,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G6 浸沒式 / 兩相散熱|2376
G6 浸沒式 / 兩相散熱,G AI 散熱,,2377,2377.TW,微星,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G6 浸沒式 / 兩相散熱|2377
G6 浸沒式 / 兩相散熱,G AI 散熱,,2486,2486.TWO,一詮,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|G6 浸沒式 / 兩相散熱|2486
H1 伺服器電源 PSU / 電源模組,H AI 電力與機房,L,2308,2308.TW,台達電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H1 伺服器電源 PSU / 電源模組|2308
H1 伺服器電源 PSU / 電源模組,H AI 電力與機房,P,2301,2301.TW,光寶科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H1 伺服器電源 PSU / 電源模組|2301
H1 伺服器電源 PSU / 電源模組,H AI 電力與機房,P,3015,3015.TW,全漢,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H1 伺服器電源 PSU / 電源模組|3015
H1 伺服器電源 PSU / 電源模組,H AI 電力與機房,,6282,6282.TW,康舒,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H1 伺服器電源 PSU / 電源模組|6282
H1 伺服器電源 PSU / 電源模組,H AI 電力與機房,G,5263,5263.TWO,僑威,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H1 伺服器電源 PSU / 電源模組|5263
H1 伺服器電源 PSU / 電源模組,H AI 電力與機房,L,6409,6409.TWO,旭隼,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H1 伺服器電源 PSU / 電源模組|6409
H2 BBU 備援電池模組,H AI 電力與機房,L,4931,4931.TW,新盛力,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H2 BBU 備援電池模組|4931
H2 BBU 備援電池模組,H AI 電力與機房,P,6781,6781.TW,AES-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H2 BBU 備援電池模組|6781
H2 BBU 備援電池模組,H AI 電力與機房,P,3323,3323.TW,加百裕,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H2 BBU 備援電池模組|3323
H2 BBU 備援電池模組,H AI 電力與機房,G,3211,3211.TW,順達,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H2 BBU 備援電池模組|3211
H2 BBU 備援電池模組,H AI 電力與機房,,6121,6121.TW,新普,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H2 BBU 備援電池模組|6121
H2 BBU 備援電池模組,H AI 電力與機房,L,5227,5227.TWO,立凱電,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H2 BBU 備援電池模組|5227
H3 重電 / 變壓器 / 開關設備,H AI 電力與機房,L,1519,1519.TW,華城,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H3 重電 / 變壓器 / 開關設備|1519
H3 重電 / 變壓器 / 開關設備,H AI 電力與機房,P,1503,1503.TW,士電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H3 重電 / 變壓器 / 開關設備|1503
H3 重電 / 變壓器 / 開關設備,H AI 電力與機房,P,1513,1513.TW,中興電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H3 重電 / 變壓器 / 開關設備|1513
H3 重電 / 變壓器 / 開關設備,H AI 電力與機房,G,1514,1514.TW,亞力,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H3 重電 / 變壓器 / 開關設備|1514
H3 重電 / 變壓器 / 開關設備,H AI 電力與機房,P,1504,1504.TW,東元,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H3 重電 / 變壓器 / 開關設備|1504
H3 重電 / 變壓器 / 開關設備,H AI 電力與機房,P,2371,2371.TW,大同,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H3 重電 / 變壓器 / 開關設備|2371
H3 重電 / 變壓器 / 開關設備,H AI 電力與機房,L,1604,1604.TW,聲寶,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H3 重電 / 變壓器 / 開關設備|1604
H4 UPS / 機房基礎設施,H AI 電力與機房,L,2308,2308.TW,台達電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H4 UPS / 機房基礎設施|2308
H4 UPS / 機房基礎設施,H AI 電力與機房,,2457,2457.TW,飛宏,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H4 UPS / 機房基礎設施|2457
H4 UPS / 機房基礎設施,H AI 電力與機房,L,6409,6409.TWO,旭隼,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H4 UPS / 機房基礎設施|6409
H4 UPS / 機房基礎設施,H AI 電力與機房,P,2301,2301.TW,光寶科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H4 UPS / 機房基礎設施|2301
H5 電線電纜 / 匯流排,H AI 電力與機房,,1609,1609.TW,大亞,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H5 電線電纜 / 匯流排|1609
H5 電線電纜 / 匯流排,H AI 電力與機房,,1605,1605.TW,華新,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H5 電線電纜 / 匯流排|1605
H5 電線電纜 / 匯流排,H AI 電力與機房,,1612,1612.TW,宏泰,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|H5 電線電纜 / 匯流排|1612
I1 CPO 共封裝光學 / 光引擎,I 光通訊與矽光子,L,2330,2330.TW,台積電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I1 CPO 共封裝光學 / 光引擎|2330
I1 CPO 共封裝光學 / 光引擎,I 光通訊與矽光子,,6451,6451.TW,訊芯-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I1 CPO 共封裝光學 / 光引擎|6451
I1 CPO 共封裝光學 / 光引擎,I 光通訊與矽光子,L,3711,3711.TW,日月光投控,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I1 CPO 共封裝光學 / 光引擎|3711
I2 FAU 光纖陣列 / 精密光學耦合,I 光通訊與矽光子,L,3363,3363.TW,上詮,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I2 FAU 光纖陣列 / 精密光學耦合|3363
I2 FAU 光纖陣列 / 精密光學耦合,I 光通訊與矽光子,L,3008,3008.TW,大立光,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I2 FAU 光纖陣列 / 精密光學耦合|3008
I2 FAU 光纖陣列 / 精密光學耦合,I 光通訊與矽光子,,3450,3450.TWO,聯鈞,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I2 FAU 光纖陣列 / 精密光學耦合|3450
I3 雷射源 / 三五族磊晶,I 光通訊與矽光子,L,3081,3081.TW,聯亞,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I3 雷射源 / 三五族磊晶|3081
I3 雷射源 / 三五族磊晶,I 光通訊與矽光子,,2455,2455.TW,全新,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I3 雷射源 / 三五族磊晶|2455
