"def_bridge_type","def_project","def_engine_file","def_file_role","def_engine_param_count","def_total_param_count","def_next_action","def_path","def_keys_preview"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_TOOL_MATRIX.csv","SOURCE","1","19","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.csv","column_018"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_TOOL_MATRIX.json","SOURCE","7","76","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.json","[0].RequiredBefore; [0].AIInstruction; [0].EngineerInstruction; [1].Role; [1].EngineerInstruction; [2].EngineerInstruction; [3].EngineerInstruction"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_TOOL_MATRIX.csv","SOURCE","1","19","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.csv","column_018"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_TOOL_MATRIX.json","SOURCE","7","76","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.json","[0].RequiredBefore; [0].AIInstruction; [0].EngineerInstruction; [1].Role; [1].EngineerInstruction; [2].EngineerInstruction; [3].EngineerInstruction"
"PARAMETER_ENGINE","UNKNOWN","BRIDGE_STATUS_NORMALIZED.json","SOURCE","13","78","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_bridge_status_normalizer\RUN_20260610_202257\BRIDGE_STATUS_NORMALIZED.json","[0].SourceReport; [1].SourceReport; [2].SourceReport; [3].SourceReport; [4].SourceReport; [5].SourceReport; [6].SourceReport; [7].SourceReport; [8].SourceReport; [9].SourceReport; [10].SourceReport; [11].SourceReport; [12].SourceReport"
"PARAMETER_ENGINE","UNKNOWN","BRIDGE_STATUS_NORMALIZED.json","SOURCE","13","78","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_bridge_status_normalizer\RUN_20260610_202302\BRIDGE_STATUS_NORMALIZED.json","[0].SourceReport; [1].SourceReport; [2].SourceReport; [3].SourceReport; [4].SourceReport; [5].SourceReport; [6].SourceReport; [7].SourceReport; [8].SourceReport; [9].SourceReport; [10].SourceReport; [11].SourceReport; [12].SourceReport"
"PARAMETER_ENGINE","UNKNOWN","CELERITAS_SAFE_ADAPTER_REPORT.json","REPORT","1","20","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202258\CELERITAS_SAFE_ADAPTER_REPORT.json","[0].Detail"
"PARAMETER_ENGINE","UNKNOWN","CELERITAS_SAFE_ADAPTER_REPORT.json","REPORT","1","20","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202259\CELERITAS_SAFE_ADAPTER_REPORT.json","[0].Detail"
"PARAMETER_ENGINE","UNKNOWN","CELERITAS_SAFE_ADAPTER_REPORT.json","REPORT","1","20","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202300\CELERITAS_SAFE_ADAPTER_REPORT.json","[0].Detail"
"PARAMETER_ENGINE","UNKNOWN","CELERITAS_SAFE_ADAPTER_REPORT.json","REPORT","1","20","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202301\CELERITAS_SAFE_ADAPTER_REPORT.json","[0].Detail"
"PARAMETER_ENGINE","UNKNOWN","CELERITAS_SAFE_ADAPTER_REPORT.json","REPORT","1","20","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202302\CELERITAS_SAFE_ADAPTER_REPORT.json","[0].Detail"
"PARAMETER_ENGINE","UNKNOWN","CELERITAS_SAFE_ADAPTER_REPORT.json","REPORT","1","20","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202303\CELERITAS_SAFE_ADAPTER_REPORT.json","[0].Detail"
"PARAMETER_ENGINE","UNKNOWN","CELERITAS_SAFE_ADAPTER_REPORT.json","REPORT","1","20","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202304\CELERITAS_SAFE_ADAPTER_REPORT.json","[0].Detail"
"PARAMETER_ENGINE","UNKNOWN","CELERITAS_SAFE_ADAPTER_REPORT.json","REPORT","1","20","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202305\CELERITAS_SAFE_ADAPTER_REPORT.json","[0].Detail"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json","REPORT","2","22","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201534\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json","ClassesTop; HelpPreview"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json","REPORT","2","66","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201624\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json","[0].ClassesTop; [0].HelpPreview"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json","REPORT","2","22","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201654\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json","ClassesTop; HelpPreview"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json","REPORT","2","66","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201752\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json","[0].ClassesTop; [0].HelpPreview"
"PARAMETER_ENGINE","UNKNOWN","Invoke-NexusCore-ExternalBridge.ps1","SOURCE","11","56","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge_patch\RUN_20260610_201459\_bridge\Invoke-NexusCore-ExternalBridge.ps1","function.def_WriteLine; function.def_EnsureDir; function.def_EnsureOutputDirs; function.def_ResolvePython; function.def_InvokeProcessWithTimeout; function.def_WriteHtmlTable; function.def_GetPythonAstSummary; function.def_ProbeHelp; function.def_ProbeTool; function.def_RunProbeAll; function.def_Main"
"PARAMETER_ENGINE","UNKNOWN","Invoke-NexusCore-ExternalBridge.ps1","SOURCE","11","56","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge_patch\RUN_20260610_201618\_bridge\Invoke-NexusCore-ExternalBridge.ps1","function.def_WriteLine; function.def_EnsureDir; function.def_EnsureOutputDirs; function.def_ResolvePython; function.def_InvokeProcessWithTimeout; function.def_WriteHtmlTable; function.def_GetPythonAstSummary; function.def_ProbeHelp; function.def_ProbeTool; function.def_RunProbeAll; function.def_Main"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_EXTERNAL_BRIDGE_CONTRACT.json","SOURCE","5","50","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge_patch\RUN_20260610_201618\_reports\NEXUSCORE_EXTERNAL_BRIDGE_CONTRACT.json","NexusCore; Bridge; Aegis; EnvManager; Celeritas"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_EXTERNAL_BRIDGE_PATCH_REPORT.json","REPORT","6","45","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge_patch\RUN_20260610_201618\_reports\NEXUSCORE_EXTERNAL_BRIDGE_PATCH_REPORT.json","[2].Detail; [3].Detail; [4].Detail; [5].Detail; [6].Detail; [7].Detail"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_ENVMANAGER_PLAN.json","SOURCE","15","1013","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_env\NEXUSCORE_ENVMANAGER_PLAN.json","Environments[0].Tools[3].ToolName; Environments[0].Tools[4].ToolName; Environments[0].Tools[6].ToolName; Environments[0].Tools[7].ToolName; Environments[0].Tools[8].ToolName; Environments[0].Tools[9].ToolName; Environments[0].Tools[10].ToolName; Environments[0].Tools[11].ToolName; Environments[0].Tools[17].ToolName; Environments[0].Tools[18].ToolName; Environments[0].Tools[19].ToolName; Environments[0].Tools[20].ToolName; Environments[0].Tools[21].ToolName; Environments[2].Tools[18].ToolName; Environments[2].Tools[20].ToolName"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_HARDGATE_POLICY.json","SOURCE","1","303","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_hardgate\NEXUSCORE_HARDGATE_POLICY.json","HardGateTools[7].ToolName"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json","SOURCE","1","240","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_install_plans\NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json","PythonTools[5].ToolName"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","REGISTRY","1","23","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","column_022"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","REGISTRY","184","3818","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","[0].EngineerInstruction; [1].EngineerInstruction; [2].EngineerInstruction; [3].EngineerInstruction; [4].EngineerInstruction; [5].EngineerInstruction; [6].EngineerInstruction; [7].ToolName; [7].EngineerInstruction; [8].ToolName; [8].EngineerInstruction; [9].EngineerInstruction; [10].Role; [10].EngineerInstruction; [11].EngineerInstruction; [12].ToolName; [12].EngineerInstruction; [13].ToolName; [13].EngineerInstruction; [14].ToolName"
"PARAMETER_ENGINE","UNKNOWN","Invoke-NexusCore-CeleritasSafeAdapter.ps1","SOURCE","5","21","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_adapters\Invoke-NexusCore-CeleritasSafeAdapter.ps1","function.def_EnsureDir; function.def_ResolvePython; function.def_InvokeProcessWithTimeout; function.def_WriteHtml; function.def_Main"
"PARAMETER_ENGINE","UNKNOWN","ROUND_1_PANORAMA_FINDINGS.json","SOURCE","4","156","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_analysis\ROUND_1_PANORAMA_FINDINGS.json","[0].Evidence; [2].Evidence; [4].Evidence; [6].Evidence"
"PARAMETER_ENGINE","UNKNOWN","ROUND_2_PANORAMA_FINDINGS.json","SOURCE","4","156","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_analysis\ROUND_2_PANORAMA_FINDINGS.json","[0].Evidence; [2].Evidence; [4].Evidence; [6].Evidence"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_HYDRA_THREE_ROUND_MASTER_REPORT.json","REPORT","24","509","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_reports\NEXUSCORE_HYDRA_THREE_ROUND_MASTER_REPORT.json","Findings[0].Evidence; Findings[2].Evidence; Findings[4].Evidence; Findings[6].Evidence; Findings[13].Evidence; Findings[15].Evidence; Findings[17].Evidence; Findings[19].Evidence; Validations[0].Target; Validations[1].Target; Validations[2].Target; Validations[2].Detail; Validations[3].Target; Validations[4].Target; Validations[5].Target; Validations[6].Target; Validations[8].Target; Validations[9].Target; Validations[10].Target; Validations[10].Detail"
"PARAMETER_ENGINE","UNKNOWN","ROUND_1_VALIDATE.json","SOURCE","8","48","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_validate\ROUND_1_VALIDATE.json","[0].Target; [1].Target; [2].Target; [2].Detail; [3].Target; [4].Target; [5].Target; [6].Target"
"PARAMETER_ENGINE","UNKNOWN","ROUND_2_VALIDATE.json","SOURCE","8","48","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_validate\ROUND_2_VALIDATE.json","[0].Target; [1].Target; [2].Target; [2].Detail; [3].Target; [4].Target; [5].Target; [6].Target"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_AI_ENGINEER_INTEGRATION_GUIDE.md","ENGINE_MODULE","1","5","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_deep_integration_probe\NEXUSCORE_AI_ENGINEER_INTEGRATION_GUIDE.md","heading.1"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_DEEP_INTEGRATION_CONTRACT.json","SOURCE","2","66","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_deep_integration_probe\NEXUSCORE_DEEP_INTEGRATION_CONTRACT.json","ProbeRows[0].ClassesTop; ProbeRows[2].ClassesTop"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_MASTER_ORCHESTRATOR_REPORT.json","REPORT","6","63","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_reports\NEXUSCORE_MASTER_ORCHESTRATOR_REPORT.json","FullRegistry; HardGatePolicy; EnvPlan; AccelerationPlan; ActionTest; DeepContract"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json","SOURCE","1","387","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_acceleration\NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json","PythonTools[5].ToolName"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_HARDGATE_POLICY.json","SOURCE","1","304","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_hardgate\NEXUSCORE_HARDGATE_POLICY.json","HardGateTools[7].ToolName"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","REGISTRY","1","21","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","column_020"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","REGISTRY","194","3696","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","[0].EngineerInstruction; [1].EngineerInstruction; [2].EngineerInstruction; [3].EngineerInstruction; [4].EngineerInstruction; [5].EngineerInstruction; [6].EngineerInstruction; [7].ToolName; [7].EngineerInstruction; [8].ToolName; [8].EngineerInstruction; [9].EngineerInstruction; [10].EngineerInstruction; [11].EngineerInstruction; [12].EngineerInstruction; [13].EngineerInstruction; [14].EngineerInstruction; [15].EngineerInstruction; [16].EngineerInstruction; [17].EngineerInstruction"
"PARAMETER_ENGINE","VDF","VDF_NexusCore_ModuleRegistry.json","REGISTRY","181","204","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexus_registry\VDF_NexusCore_ModuleRegistry.json","subsystem; nexuscore_entry; support_readme; modules[0].Name; modules[0].Role; modules[0].Extension; modules[0].Status; modules[0].Risk; modules[0].FixClass; modules[0].Metric; modules[0].Message; modules[0].SizeBytes; modules[0].Sha256; modules[1].Extension; modules[1].Status; modules[1].Risk; modules[1].FixClass; modules[1].Metric; modules[1].Message; modules[1].SizeBytes"
"PARAMETER_ENGINE","VDF","VDF_VRN_CrossLinks.json","SOURCE","182","703","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexus_registry\VDF_VRN_CrossLinks.json","nexuscore_entry; support_readme; vdf_registry; vdf_modules[0].Name; vdf_modules[0].Role; vdf_modules[0].Extension; vdf_modules[0].Status; vdf_modules[0].Risk; vdf_modules[0].FixClass; vdf_modules[0].Metric; vdf_modules[0].Message; vdf_modules[0].SizeBytes; vdf_modules[0].Sha256; vdf_modules[1].Extension; vdf_modules[1].Status; vdf_modules[1].Risk; vdf_modules[1].FixClass; vdf_modules[1].Metric; vdf_modules[1].Message; vdf_modules[1].SizeBytes"
"PARAMETER_ENGINE","VIA","VIA_SAFE_POLYGLOT_OPTIMIZER_ACTIVE_POINTER.json","SOURCE","2","4","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexus_registry\VIA_SAFE_POLYGLOT_OPTIMIZER_ACTIVE_POINTER.json","active_registry; html_report"
"PARAMETER_ENGINE","VIA","VIA_SAFE_POLYGLOT_OPTIMIZER_REGISTRY.json","REGISTRY","2","46","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexus_registry\VIA_SAFE_POLYGLOT_OPTIMIZER_REGISTRY.json","html_report; policy[4].Detail"
"PARAMETER_ENGINE","UNKNOWN","Read_Me_VeritasNexusCore.snapshot.txt","SOURCE","2","45","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\Read_Me_VeritasNexusCore.snapshot.txt","heading.2; C"
"PARAMETER_ENGINE","UNKNOWN","Read_Me_VeritasNexusCore.snapshot.txt","SOURCE","2","45","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\Read_Me_VeritasNexusCore.snapshot.txt","heading.2; C"
"PARAMETER_ENGINE","UNKNOWN","03_ThreeRoundMatrix.json","SOURCE","12","2871","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260618_153940_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\reports\03_ThreeRoundMatrix.json","[38].Item; [91].Item; [93].Item; [98].Item; [141].Item; [194].Item; [196].Item; [201].Item; [244].Item; [297].Item; [299].Item; [304].Item"
"PARAMETER_ENGINE","UNKNOWN","04_ToolMatrix_Top15.json","SOURCE","5","120","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260618_153940_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\reports\04_ToolMatrix_Top15.json","[4].Top15LocalFreeTools; [7].UseCase; [16].Top15LocalFreeTools; [19].UseCase; [22].UseCase"
"PARAMETER_ENGINE","UNKNOWN","05_Top25FailuresSolutions.json","SOURCE","1","125","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260618_153940_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\reports\05_Top25FailuresSolutions.json","[9].Failure"
"PARAMETER_ENGINE","UNKNOWN","Invoke-VeritasNexusCore.ps1","SOURCE","15","42","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260618_153940_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1","function.def_WriteLine; function.def_EnsureDir; function.def_EnsureOutputDirs; function.def_ResolvePython; function.def_WriteHtmlTable; function.def_Action_Matrix; function.def_Action_ScanOnly; function.def_Action_BuildRegistry; function.def_Action_HardGate; function.def_Action_EnvPlan; function.def_Action_AccelerationPlan; function.def_Action_DownloadOnly; function.def_Action_Validate; function.def_Action_Install; function.def_Main"
"PARAMETER_ENGINE","VIA","Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1","TEST_VALIDATION","16","76","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260618_153940_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1","function.Invoke-VIA-PolyglotCheckTestRepair-v0101; function.def_Stamp; function.def_Iso; function.def_Mkdir; function.def_Html; function.def_WriteText; function.def_WriteJson; function.def_Csv; function.def_Hash; function.def_Phase; function.def_AddRow; Module; function.def_Proc; function.def_Grade; function.def_Excluded; function.def_Tool"
"PARAMETER_ENGINE","UNKNOWN","Read_Me_VeritasNexusCore.md","SOURCE","2","45","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260618_153940_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md","heading.2; C"
"PARAMETER_ENGINE","UNKNOWN","03_ThreeRoundMatrix.json","SOURCE","12","2781","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\reports\03_ThreeRoundMatrix.json","[38].Item; [91].Item; [93].Item; [98].Item; [141].Item; [194].Item; [196].Item; [201].Item; [244].Item; [297].Item; [299].Item; [304].Item"
"PARAMETER_ENGINE","UNKNOWN","04_ToolMatrix_Top15.json","SOURCE","5","120","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\reports\04_ToolMatrix_Top15.json","[4].Top15LocalFreeTools; [7].UseCase; [16].Top15LocalFreeTools; [19].UseCase; [22].UseCase"
"PARAMETER_ENGINE","UNKNOWN","05_Top25FailuresSolutions.json","SOURCE","1","125","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\reports\05_Top25FailuresSolutions.json","[9].Failure"
"PARAMETER_ENGINE","UNKNOWN","Invoke-VeritasNexusCore.ps1","SOURCE","15","42","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1","function.def_WriteLine; function.def_EnsureDir; function.def_EnsureOutputDirs; function.def_ResolvePython; function.def_WriteHtmlTable; function.def_Action_Matrix; function.def_Action_ScanOnly; function.def_Action_BuildRegistry; function.def_Action_HardGate; function.def_Action_EnvPlan; function.def_Action_AccelerationPlan; function.def_Action_DownloadOnly; function.def_Action_Validate; function.def_Action_Install; function.def_Main"
"PARAMETER_ENGINE","VIA","Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1","TEST_VALIDATION","16","76","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1","function.Invoke-VIA-PolyglotCheckTestRepair-v0101; function.def_Stamp; function.def_Iso; function.def_Mkdir; function.def_Html; function.def_WriteText; function.def_WriteJson; function.def_Csv; function.def_Hash; function.def_Phase; function.def_AddRow; Module; function.def_Proc; function.def_Grade; function.def_Excluded; function.def_Tool"
"PARAMETER_ENGINE","UNKNOWN","Read_Me_VeritasNexusCore.md","SOURCE","2","45","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md","heading.2; C"
"SUPPORTIVE_TOOL","VIA","Invoke-VIA-MultiProject-PanoramaSync-AIO-v044-RiskTriageTrueProgress.ps1","MASTER_SCRIPT","","","AVAILABLE_FOR_BRIDGE","C:\Users\tonyk\Downloads\Invoke-VIA-MultiProject-PanoramaSync-AIO-v044-RiskTriageTrueProgress.ps1","sha12=f013ef2a6ec8"
"SUPPORTIVE_TOOL","VIA","Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe (1).ps1","MASTER_SCRIPT","","","AVAILABLE_FOR_BRIDGE","C:\Users\tonyk\Downloads\Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe (1).ps1","sha12=41f114a5034a"
