"def_sim_id","def_source_candidate_id","def_registry_type","def_normalized_key","def_owner_engine","def_domain_family","def_candidate_canonical_value","def_simulation_action","def_source_mutation","def_canonical_merge","def_db_write"
"SIM_ROW_0140","ROWPATCH_0140","SANDBOX_ROW_MAPPING_SIMULATION","JSONSCHEMA_OK","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0141","ROWPATCH_0141","SANDBOX_ROW_MAPPING_SIMULATION","schema_version","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0142","ROWPATCH_0142","SANDBOX_ROW_MAPPING_SIMULATION","original_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0143","ROWPATCH_0143","SANDBOX_ROW_MAPPING_SIMULATION","schema_theme","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0144","ROWPATCH_0144","SANDBOX_ROW_MAPPING_SIMULATION","basicinfo_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0145","ROWPATCH_0145","SANDBOX_ROW_MAPPING_SIMULATION","matrix_2_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0146","ROWPATCH_0146","SANDBOX_ROW_MAPPING_SIMULATION","schema_tables","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0147","ROWPATCH_0147","SANDBOX_ROW_MAPPING_SIMULATION","VRN_HISTORICAL_VALIDATION_POLICY","VRN/VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0148","ROWPATCH_0148","SANDBOX_ROW_MAPPING_SIMULATION","VDF_Global_Freight_AkShare_Candidate","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0149","ROWPATCH_0149","SANDBOX_ROW_MAPPING_SIMULATION","schema_map","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
