"GroupType","GroupKey","Count","Sizes","Example","RecommendedAction"
"SAME_SIZE","SIZE_1111x642","4","SIZE_1111x642","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\daily-economic-dashboard-april-15-capture__082E0979EB.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_111x33","4","SIZE_111x33","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page1_img5__DUP__FB3C0DD722.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1120x709","12","SIZE_1120x709","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page9_img2__DUP__F631C163AC.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1120x840","4","SIZE_1120x840","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\chart_stake__DUP__6830E78FF1.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1123x609","4","SIZE_1123x609","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\下載__96C657203B.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1132x351","6","SIZE_1132x351","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img2__DUP__2A9CFEB70F.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1146x606","4","SIZE_1146x606","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img1__DUP__959E1B292C.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1151x582","6","SIZE_1151x582","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page12_img5__DUP__22038918BF.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1157x570","4","SIZE_1157x570","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page12_img3__DUP__DA8AD50193.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_115x61","6","SIZE_115x61","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page8_img11__DUP__B2F68C93EB.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1160x2033","4","SIZE_1160x2033","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\cda8f50245d0888b91a02e284f7e2bb6__361EA98DC5.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_116x53","4","SIZE_116x53","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page1_img8__DUP__FD9637BF4C.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1179x535","6","SIZE_1179x535","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page8_img3__DUP__9353616290.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1179x568","6","SIZE_1179x568","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page8_img2__DUP__0018F8E6E0.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_117x39","4","SIZE_117x39","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img6__DUP__156B0E2191.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1180x389","6","SIZE_1180x389","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img5__DUP__10F24168C4.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1187x52","4","SIZE_1187x52","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page10_img6__DUP__5104A7665C.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1188x183","6","SIZE_1188x183","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img4__DUP__E93AFC34AE.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1191x611","4","SIZE_1191x611","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\BDI_2025-10-31_08-06-17__32E4AB880F.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1199x1246","4","SIZE_1199x1246","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\940078e3a9ebe64f126d6728aab10e43__4F5989E31D.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1199x799","6","SIZE_1199x799","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\ac713fed8ffdf7e913e86320240a97d4_(1)__4516B2AD80.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1199x852","4","SIZE_1199x852","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\3be0addfddb48c29d8233034e13dd02f__97678BA98F.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_119x114","8","SIZE_119x114","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page9_img14__E432C2FD5D.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1200x1200","12","SIZE_1200x1200","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\31172df2589015373e5faa85f9103ac4__65EB82C155.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1200x1269","4","SIZE_1200x1269","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\4d7bbb59672348f9e82b5ad019d65d9d__69CD3291BF.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1200x1409","6","SIZE_1200x1409","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\f17dffe5e143c898dc1b469187526de3_(1)__A0D2E9E4F2.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1200x1584","4","SIZE_1200x1584","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\d636aebf78aafbbae6f58b7c04e42d06__CF74B715F7.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1200x183","6","SIZE_1200x183","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img5__DUP__A2EFDE072D.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1200x2316","4","SIZE_1200x2316","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\20378fad78ea177f81246550398f31bc__C30132ECE6.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1200x800","16","SIZE_1200x800","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\notion-cover-headers__8461D4CCDB.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1200x801","4","SIZE_1200x801","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\68a5ca34adb1fc9c79508a47822709a0__B7B85CE139.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1200x900","4","SIZE_1200x900","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\d2e934358e5c67b94554b4f5bed80893__3F3F939F3C.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1208x360","4","SIZE_1208x360","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\360_F_639909065_XA5HOPbOk10TQw3FBl7dpDgyQMvWy69N__9A969D80D9.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1215x453","4","SIZE_1215x453","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page2_img4__DUP__CEF85EB7CE.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1217x287","6","SIZE_1217x287","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img6__DUP__188E157DBA.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1220x614","6","SIZE_1220x614","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page2_img3__DUP__F8E7136214.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1221x390","6","SIZE_1221x390","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img4__DUP__0CCADA1B44.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1224x592","4","SIZE_1224x592","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page37_img1__DUP__9C938FA2B4.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1240x1754","6","SIZE_1240x1754","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\Real_Scan_2330_Healthy__DUP__F03C046807.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1258x871","6","SIZE_1258x871","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__91DFD4E9D9.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1259x192","6","SIZE_1259x192","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img4__DUP__F4633D97B3.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_125x94","4","SIZE_125x94","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page4_img4__DUP__AFF7B64AAE.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1270x205","6","SIZE_1270x205","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img5__DUP__4077948E8B.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1270x869","6","SIZE_1270x869","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img4__DUP__9B205A11AB.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1271x864","6","SIZE_1271x864","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img4__DUP__C862786411.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1272x480","6","SIZE_1272x480","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__5FA6C1B326.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1278x870","6","SIZE_1278x870","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page9_img4__DUP__B034C25FE4.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1279x867","6","SIZE_1279x867","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page8_img4__DUP__2762CC56D6.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1280x720","6","SIZE_1280x720","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page25_img2__DUP__EE5CDAB82A.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1280x853","4","SIZE_1280x853","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\04_vap_chart_visualization\infographic-boom-busts-cycles-and-rule-to-manage-it__ABF4CCC8F7.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1289x873","6","SIZE_1289x873","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page4_img4__DUP__AE4F52995E.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_128x128","526","SIZE_128x128","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\01_finance_market_trading\Market-Analysis-Icon.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1290x360","6","SIZE_1290x360","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\360_F_628537954_pF9Sg4U0JCDInnLdSadIHsNr4p2dEozM_(1)__847E209F5C.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_12x12","312","SIZE_12x12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page10_img3__D965B12600.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1300x479","6","SIZE_1300x479","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img1__DUP__9EBE849D1C.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1306x483","6","SIZE_1306x483","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page9_img5__DUP__65F26D404D.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_130x130","440","SIZE_130x130","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\bar_graph.svg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1315x596","6","SIZE_1315x596","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page2_img2__DUP__C347959708.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_131x140","6","SIZE_131x140","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page8_img1__DUP__5FFCBEE05A.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1327x480","6","SIZE_1327x480","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img1__DUP__83B05626F5.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1366x768","4","SIZE_1366x768","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page23_img1__DUP__D531E603C8.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1380x504","6","SIZE_1380x504","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page2_img2__DUP__B7F72677FA.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1383x477","6","SIZE_1383x477","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page2_img2__DUP__298770D5EF.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1387x305","4","SIZE_1387x305","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page24_img10__DUP__90B1A8E168.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1388x203","4","SIZE_1388x203","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page24_img9__DUP__99D1A4313F.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_139x168","4","SIZE_139x168","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page1_img4__DUP__5F25B1E0C6.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_143x37","4","SIZE_143x37","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page15_img12__DUP__DC7BEDDEEE.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1440x960","4","SIZE_1440x960","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\02_finance_market_trading\infographic-action-plan-for-stock-market-crashes__7CDA7AAE82.jpg","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_145x114","4","SIZE_145x114","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page15_img4__DUP__DCF3B0B644.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_147x27","4","SIZE_147x27","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page15_img10__DUP__6D40AEB63A.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_148x138","4","SIZE_148x138","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page16_img5__DUP__677925AE64.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_149x31","4","SIZE_149x31","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page15_img9__DUP__BF351BB250.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_151x102","18","SIZE_151x102","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page10_img4__ABF971A71B.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_151x172","6","SIZE_151x172","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page4_img5__DUP__B2E95B5881.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1536x864","6","SIZE_1536x864","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page1_img1__DUP__38541A8A94.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1536x865","100","SIZE_1536x865","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__D2D08308D6.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_154x77","4","SIZE_154x77","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img7__DUP__7CE7C9F26A.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_155x149","38","SIZE_155x149","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img13__DUP__F2F2B1853A.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1561x1539","6","SIZE_1561x1539","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page4_img1__DUP__7CD82BA6D4.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
"SAME_SIZE","SIZE_1577x156","16","SIZE_1577x156","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page4_img3__5C93DA3308.png","CATEGORY_ONLY_NOT_DUPLICATE_BY_DEFAULT"
