"ID","Role","ProjectHint","FileName","BaseName","Extension","RelativePath","FullPath","FileUri","SizeBytes","SizeKB","Sha256","ShaShort","SameSizeGroup","SameShaGroup","SameSourceGroup","GroupType","ModifiedAt","Status"
"ICON_000485","File / Export","Shared","android-chrome-512x512__38764CE51A.png","android-chrome-512x512",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\android-chrome-512x512__38764CE51A.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\android-chrome-512x512__38764CE51A.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/android-chrome-512x512__38764CE51A.png","292499","285.64","38764CE51AF85D397A723E5C91ED5831CAAC8BF66CDA13B634336EE32796D9A0","38764CE51AF8","","","","Unique","2025-09-16 15:09:24","OK"
"ICON_000486","File / Export","Shared","apple-touch-icon__00E236A9E0.png","apple-touch-icon",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\apple-touch-icon__00E236A9E0.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\apple-touch-icon__00E236A9E0.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/apple-touch-icon__00E236A9E0.png","39336","38.41","00E236A9E0B68C04137C73EA17FD67BF29935F0483A8150E9BC0EC0AF5CF1F80","00E236A9E0B6","","","","Unique","2025-09-16 15:09:24","OK"
"ICON_000487","File / Export","Shared","BDI_2025-10-31_08-06-17__32E4AB880F.png","bdi_2025-10-31_08-06-17",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\BDI_2025-10-31_08-06-17__32E4AB880F.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\BDI_2025-10-31_08-06-17__32E4AB880F.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/BDI_2025-10-31_08-06-17__32E4AB880F.png","117981","115.22","32E4AB880F80F7AD932EC4573CB413ED7D81E565CC98FEA50D9E1DE2FDE1D0F7","32E4AB880F80","","","","Unique","2025-10-31 08:06:21","OK"
"ICON_000488","Chart / Visualization","VAP","commodities_shipping_full_matrix_(1)__4D6A24CFA9.png","commodities_shipping_full_matrix",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\commodities_shipping_full_matrix_(1)__4D6A24CFA9.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\commodities_shipping_full_matrix_(1)__4D6A24CFA9.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/commodities_shipping_full_matrix_(1)__4D6A24CFA9.png","2293269","2239.52","4D6A24CFA95F2D8A90B896B54B938FCEEF5EC111C509B3A2A5C58E75F003B871","4D6A24CFA95F","","","SRC_commodities_shipping_full_matrix","Same Source","2026-04-23 15:18:36","OK"
"ICON_000489","Chart / Visualization","VAP","commodities_shipping_full_matrix_(1)@3x__8BBFF8E8AF.png","commodities_shipping_full_matrix_(1)@3x",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\commodities_shipping_full_matrix_(1)@3x__8BBFF8E8AF.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\commodities_shipping_full_matrix_(1)@3x__8BBFF8E8AF.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/commodities_shipping_full_matrix_(1)@3x__8BBFF8E8AF.png","4987941","4871.04","8BBFF8E8AF16E20E1B993F6A20583C123FFF1C6974D609A8E1C1AF93017E4DF4","8BBFF8E8AF16","","","","Unique","2026-04-05 14:35:46","OK"
"ICON_000490","File / Export","Shared","dots__B20B56FADC.png","dots",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\dots__B20B56FADC.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\dots__B20B56FADC.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/dots__B20B56FADC.png","2114","2.06","B20B56FADC7471C0694D3E8148D9E28A83D7967BAC16BF8852094AFEA3950414","B20B56FADC74","","","","Unique","2025-10-18 23:15:25","OK"
"ICON_000491","File / Export","Shared","dxy_mega_model@3x__466D1220CE.png","dxy_mega_model@3x",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\dxy_mega_model@3x__466D1220CE.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\dxy_mega_model@3x__466D1220CE.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/dxy_mega_model@3x__466D1220CE.png","3061113","2989.37","466D1220CE82F8D955B0F029C859791382CF8721A3929522C857CD59643168A6","466D1220CE82","","","","Unique","2026-04-05 14:35:46","OK"
"ICON_000492","Finance / Market","VAP;VETF","etf_universe_matrix__078C78D507.png","etf_universe_matrix",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\etf_universe_matrix__078C78D507.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\etf_universe_matrix__078C78D507.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/etf_universe_matrix__078C78D507.png","2052847","2004.73","078C78D507891328E8B3A4F466BC229BA5A5BC1EFAEF2C1C7EE2610F1D26E6F4","078C78D50789","","","SRC_etf_universe_matrix","Same Source","2026-04-23 15:16:51","OK"
"ICON_000493","Finance / Market","VAP;VETF","etf_universe_matrix_(1)@3x__8027EA0963.png","etf_universe_matrix_(1)@3x",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\etf_universe_matrix_(1)@3x__8027EA0963.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\etf_universe_matrix_(1)@3x__8027EA0963.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/etf_universe_matrix_(1)@3x__8027EA0963.png","4362576","4260.33","8027EA0963CFAE7D3AA7C1B154738DAC3F29ECBDB6DF1CFC1E9929FE6F925258","8027EA0963CF","","","","Unique","2026-04-05 14:35:46","OK"
"ICON_000494","File / Export","Shared","favicon_32__BC8100FA87.png","favicon_32",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\favicon_32__BC8100FA87.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\favicon_32__BC8100FA87.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/favicon_32__BC8100FA87.png","1732","1.69","BC8100FA8743C11BD243EB3259F4B012758651612FD9BF93BF8B734D17F02561","BC8100FA8743","","","","Unique","2025-10-18 22:53:31","OK"
"ICON_000495","File / Export","Shared","favicon-16x16__17E6A112F0.png","favicon-16x16",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\favicon-16x16__17E6A112F0.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\favicon-16x16__17E6A112F0.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/favicon-16x16__17E6A112F0.png","754","0.74","17E6A112F06CB2250A33F42840F190F36680A4B810581DB7D7B41380A724C9B4","17E6A112F06C","","","","Unique","2025-09-16 15:09:24","OK"
"ICON_000496","File / Export","Shared","favicon-32x32__C2FE860B37.png","favicon-32x32",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\favicon-32x32__C2FE860B37.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\favicon-32x32__C2FE860B37.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/favicon-32x32__C2FE860B37.png","2062","2.01","C2FE860B37A5D2241E278A4F1030011AB173A690581A6EDCE55C1B6083609773","C2FE860B37A5","","","","Unique","2025-09-16 15:09:24","OK"
"ICON_000497","File / Export","Shared","Gemini_Generated_Image_206cq3206cq3206c__F99A711BFE.png","gemini_generated_image_206cq3206cq3206c",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\Gemini_Generated_Image_206cq3206cq3206c__F99A711BFE.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\Gemini_Generated_Image_206cq3206cq3206c__F99A711BFE.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/Gemini_Generated_Image_206cq3206cq3206c__F99A711BFE.png","2007134","1960.09","F99A711BFEB41C672BAFB164FBF41B0C1E777FADA03ACEA73E9FBA8E6554C587","F99A711BFEB4","","","","Unique","2026-06-02 06:24:03","OK"
"ICON_000498","File / Export","Shared","Gemini_Generated_Image_de183lde183lde18_(1)__F9AF395D95.png","gemini_generated_image_de183lde183lde18",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\Gemini_Generated_Image_de183lde183lde18_(1)__F9AF395D95.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\Gemini_Generated_Image_de183lde183lde18_(1)__F9AF395D95.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/Gemini_Generated_Image_de183lde183lde18_(1)__F9AF395D95.png","2167176","2116.38","F9AF395D95E83ACE864D4BB84B31A0650E827F1AE85D246B94BD350A6442265C","F9AF395D95E8","","","","Unique","2026-06-04 23:18:31","OK"
"ICON_000499","File / Export","Shared","Gemini_Generated_Image_elg2puelg2puelg2__ED14740C38.png","gemini_generated_image_elg2puelg2puelg2",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\Gemini_Generated_Image_elg2puelg2puelg2__ED14740C38.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\Gemini_Generated_Image_elg2puelg2puelg2__ED14740C38.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/Gemini_Generated_Image_elg2puelg2puelg2__ED14740C38.png","1449988","1416","ED14740C3875EAAB268DF72C591083DF57648A8524C44559F489424BEA5322F7","ED14740C3875","","","","Unique","2025-10-05 22:32:06","OK"
"ICON_000500","File / Export","Shared","Gemini_Generated_Image_ofb17vofb17vofb1__830C09601A.png","gemini_generated_image_ofb17vofb17vofb1",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\Gemini_Generated_Image_ofb17vofb17vofb1__830C09601A.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\Gemini_Generated_Image_ofb17vofb17vofb1__830C09601A.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/Gemini_Generated_Image_ofb17vofb17vofb1__830C09601A.png","7240414","7070.72","830C09601A039DF829653151BAAD0A4701F02B95B96B4443B25D77EB67D84181","830C09601A03","","","","Unique","2025-12-31 19:57:00","OK"
"ICON_000501","Chart / Visualization","VAP","global_leading_indicators_matrix@3x__E232946608.png","global_leading_indicators_matrix@3x",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\global_leading_indicators_matrix@3x__E232946608.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\global_leading_indicators_matrix@3x__E232946608.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/global_leading_indicators_matrix@3x__E232946608.png","3998952","3905.23","E232946608E647B6C09BFD4B4FA06253CB4CFC25BD8BA9774D15B33F3C57929C","E232946608E6","","","","Unique","2026-04-05 14:35:46","OK"
"ICON_000502","File / Export","Shared","hero-372a1930c6d24f89e7d7189207c42125__D72B33F108.png","hero-372a1930c6d24f89e7d7189207c42125",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\hero-372a1930c6d24f89e7d7189207c42125__D72B33F108.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\hero-372a1930c6d24f89e7d7189207c42125__D72B33F108.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/hero-372a1930c6d24f89e7d7189207c42125__D72B33F108.png","141191","137.88","D72B33F1084C4DD2371DDB11A15B5CDF14549C03BF9D159226D0E60FE00BFD8C","D72B33F1084C","","","","Unique","2025-12-06 19:08:16","OK"
"ICON_000503","File / Export","Shared","image1__1E2CE2A241.png","image1",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\image1__1E2CE2A241.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\image1__1E2CE2A241.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/image1__1E2CE2A241.png","65446","63.91","1E2CE2A24126583D97BDEA865AD67C962F04A3276274FE1478F74D9EF4587BF8","1E2CE2A24126","","","","Unique","2025-12-06 19:08:04","OK"
"ICON_000504","File / Export","Shared","images__5F4CAE287F.png","images",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\images__5F4CAE287F.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\images__5F4CAE287F.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/images__5F4CAE287F.png","3226","3.15","5F4CAE287FD41C9CCB88452DEFA724BF340216DBD5201B4902C11369BA1491D0","5F4CAE287FD4","","","SRC_images","Same Source","2026-01-17 05:55:47","OK"
"ICON_000505","File / Export","Shared","images_(1)__0BE5031D68.png","images",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\images_(1)__0BE5031D68.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\images_(1)__0BE5031D68.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/images_(1)__0BE5031D68.png","3549","3.47","0BE5031D685149CCC98AFFB63949D3B35C9E3EA4DF67752E95CB25CABC349C0C","0BE5031D6851","","","SRC_images","Same Source","2026-01-17 05:59:13","OK"
"ICON_000506","File / Export","Shared","keybd_closed__7D9BF8AE66.png","keybd_closed",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\keybd_closed__7D9BF8AE66.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\keybd_closed__7D9BF8AE66.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/keybd_closed__7D9BF8AE66.png","9004","8.79","7D9BF8AE66370E4349B4F423AC5279501384E4374DA1FDE675E099582ED33A8A","7D9BF8AE6637","","","","Unique","2025-10-18 22:53:31","OK"
"ICON_000507","Data / Database","VAP;VDF","macro_data_source_matrix@3x__C7A3766926.png","macro_data_source_matrix@3x",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\macro_data_source_matrix@3x__C7A3766926.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\macro_data_source_matrix@3x__C7A3766926.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/macro_data_source_matrix@3x__C7A3766926.png","4550430","4443.78","C7A3766926BED6121FD8DBE664E6E0E42A3A467C5EBA55B787F00332B391B3C6","C7A3766926BE","","","","Unique","2026-04-05 14:35:46","OK"
"ICON_000508","File / Export","VDF","macro_rendered__7CE110427C.png","macro_rendered",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\macro_rendered__7CE110427C.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\macro_rendered__7CE110427C.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/macro_rendered__7CE110427C.png","1359024","1327.17","7CE110427CEC6A663FFD3F92ECBC823C628820D7C9D2FC563C765869956F2C31","7CE110427CEC","","","","Unique","2026-05-23 18:46:20","OK"
"ICON_000509","File / Export","Shared","office_intro-q7gr5mz4l708gobzna36ev9ie185oyww7wpn12l0i8__30EF65C054.png","office_intro-q7gr5mz4l708gobzna36ev9ie185oyww7wpn12l0i8",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\office_intro-q7gr5mz4l708gobzna36ev9ie185oyww7wpn12l0i8__30EF65C054.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\office_intro-q7gr5mz4l708gobzna36ev9ie185oyww7wpn12l0i8__30EF65C054.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/office_intro-q7gr5mz4l708gobzna36ev9ie185oyww7wpn12l0i8__30EF65C054.png","16338","15.96","30EF65C054B7310548CA7F8BEB7EE437C57817E6BD5B5EB5B8A047436F30F18F","30EF65C054B7","","","","Unique","2026-03-23 10:28:09","OK"
"ICON_000510","File / Export","Shared","page1_img1__18E1D284FB.png","page1_img1",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__18E1D284FB.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__18E1D284FB.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/page1_img1__18E1D284FB.png","70447","68.8","18E1D284FB9F1477DBC02F04C5AE705D690D17112BE214E7A57C7B882EEE282D","18E1D284FB9F","","","SRC_page1_img1","Same Source","2025-12-11 16:38:54","OK"
"ICON_000511","File / Export","Shared","page1_img1__2071E154C8.png","page1_img1",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__2071E154C8.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__2071E154C8.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/page1_img1__2071E154C8.png","800399","781.64","2071E154C862FC9D3E4008B841E913EA4BDF9910A4C7CE1828D01D1C10639AB3","2071E154C862","","","SRC_page1_img1","Same Source","2025-12-11 16:38:42","OK"
"ICON_000512","File / Export","Shared","page1_img1__3FDCE51F83.png","page1_img1",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__3FDCE51F83.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__3FDCE51F83.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/page1_img1__3FDCE51F83.png","12052","11.77","3FDCE51F83430A89031CDCE5BD34136F2C5305257FCE6DEC520257CCF9FF12FB","3FDCE51F8343","","","SRC_page1_img1","Same Source","2025-12-11 16:38:32","OK"
"ICON_000513","File / Export","Shared","page1_img1__67C44DFA05.png","page1_img1",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__67C44DFA05.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__67C44DFA05.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/page1_img1__67C44DFA05.png","138049","134.81","67C44DFA055BFA329D1669DED302A8657A3D8FB94C5A378F6275A53E38A77D4E","67C44DFA055B","","","SRC_page1_img1","Same Source","2025-12-11 16:37:48","OK"
"ICON_000514","File / Export","Shared","page1_img1__6BC0E7A253.png","page1_img1",".png","managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__6BC0E7A253.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__6BC0E7A253.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/managed_icons/PNG_MISC_STYLE_UNKNOWN_SIZE/05_file_format_export/page1_img1__6BC0E7A253.png","16584","16.2","6BC0E7A253BE8BF35654CF6A7EDABD4FCE7F40BD924FED80AC0000250B73D3CB","6BC0E7A253BE","","","SRC_page1_img1","Same Source","2025-12-11 16:38:28","OK"
