ticker,name,market,industry,isin,security_type,listed_date,status
3231,緯創,TWSE,,,LISTED,,ACTIVE_SEED
3257,虹冠電,TWSE,,,LISTED,,ACTIVE_SEED
3266,昇陽,TWSE,,,LISTED,,ACTIVE_SEED
3296,勝德,TWSE,,,LISTED,,ACTIVE_SEED
3305,昇貿,TWSE,,,LISTED,,ACTIVE_SEED
3308,聯德,TWSE,,,LISTED,,ACTIVE_SEED
3311,閎暉,TWSE,,,LISTED,,ACTIVE_SEED
3312,弘憶股,TWSE,,,LISTED,,ACTIVE_SEED
3321,同泰,TWSE,,,LISTED,,ACTIVE_SEED
3338,泰碩,TWSE,,,LISTED,,ACTIVE_SEED
3346,麗清,TWSE,,,LISTED,,ACTIVE_SEED
3356,奇偶,TWSE,,,LISTED,,ACTIVE_SEED
3376,新日興,TWSE,,,LISTED,,ACTIVE_SEED
3380,明泰,TWSE,,,LISTED,,ACTIVE_SEED
3406,玉晶光,TWSE,,,LISTED,,ACTIVE_SEED
3413,京鼎,TWSE,,,LISTED,,ACTIVE_SEED
3416,融程電,TWSE,,,LISTED,,ACTIVE_SEED
3419,譁裕,TWSE,,,LISTED,,ACTIVE_SEED
3432,台端,TWSE,,,LISTED,,ACTIVE_SEED
3437,榮創,TWSE,,,LISTED,,ACTIVE_SEED
3443,創意,TWSE,,,LISTED,,ACTIVE_SEED
3447,展達,TWSE,,,LISTED,,ACTIVE_SEED
3450,聯鈞,TWSE,,,LISTED,,ACTIVE_SEED
3481,群創,TWSE,,,LISTED,,ACTIVE_SEED
3494,誠研,TWSE,,,LISTED,,ACTIVE_SEED
3501,維熹,TWSE,,,LISTED,,ACTIVE_SEED
3504,揚明光,TWSE,,,LISTED,,ACTIVE_SEED
3515,華擎,TWSE,,,LISTED,,ACTIVE_SEED
3518,柏騰,TWSE,,,LISTED,,ACTIVE_SEED
3528,安馳,TWSE,,,LISTED,,ACTIVE_SEED
3530,晶相光,TWSE,,,LISTED,,ACTIVE_SEED
3532,台勝科,TWSE,,,LISTED,,ACTIVE_SEED
3533,嘉澤,TWSE,,,LISTED,,ACTIVE_SEED
3535,晶彩科,TWSE,,,LISTED,,ACTIVE_SEED
3543,州巧,TWSE,,,LISTED,,ACTIVE_SEED
3545,敦泰,TWSE,,,LISTED,,ACTIVE_SEED
3550,聯穎,TWSE,,,LISTED,,ACTIVE_SEED
3557,嘉威,TWSE,,,LISTED,,ACTIVE_SEED
3563,牧德,TWSE,,,LISTED,,ACTIVE_SEED
3576,聯合再生,TWSE,,,LISTED,,ACTIVE_SEED
3583,辛耘,TWSE,,,LISTED,,ACTIVE_SEED
3588,通嘉,TWSE,,,LISTED,,ACTIVE_SEED
3591,艾笛森,TWSE,,,LISTED,,ACTIVE_SEED
3592,瑞鼎,TWSE,,,LISTED,,ACTIVE_SEED
3593,力銘,TWSE,,,LISTED,,ACTIVE_SEED
3596,智易,TWSE,,,LISTED,,ACTIVE_SEED
3605,宏致,TWSE,,,LISTED,,ACTIVE_SEED
3607,谷崧,TWSE,,,LISTED,,ACTIVE_SEED
3617,碩天,TWSE,,,LISTED,,ACTIVE_SEED
3622,洋華,TWSE,,,LISTED,,ACTIVE_SEED
3645,達邁,TWSE,,,LISTED,,ACTIVE_SEED
3652,精聯,TWSE,,,LISTED,,ACTIVE_SEED
3653,健策,TWSE,,,LISTED,,ACTIVE_SEED
3661,世芯-KY,TWSE,,,LISTED,,ACTIVE_SEED
3665,貿聯-KY,TWSE,,,LISTED,,ACTIVE_SEED
3669,圓展,TWSE,,,LISTED,,ACTIVE_SEED
3673,TPK-KY,TWSE,,,LISTED,,ACTIVE_SEED
3679,新至陞,TWSE,,,LISTED,,ACTIVE_SEED
3686,達能,TWSE,,,LISTED,,ACTIVE_SEED
3694,海華,TWSE,,,LISTED,,ACTIVE_SEED
3701,大眾控,TWSE,,,LISTED,,ACTIVE_SEED
3702,大聯大,TWSE,,,LISTED,,ACTIVE_SEED
3703,欣陸,TWSE,,,LISTED,,ACTIVE_SEED
3704,合勤控,TWSE,,,LISTED,,ACTIVE_SEED
3705,永信,TWSE,,,LISTED,,ACTIVE_SEED
3706,神達,TWSE,,,LISTED,,ACTIVE_SEED
3708,上緯投控,TWSE,,,LISTED,,ACTIVE_SEED
3711,日月光投控,TWSE,,,LISTED,,ACTIVE_SEED
3712,永崴投控,TWSE,,,LISTED,,ACTIVE_SEED
3714,富采,TWSE,,,LISTED,,ACTIVE_SEED
3715,定穎投控,TWSE,,,LISTED,,ACTIVE_SEED
3716,中化控股,TWSE,,,LISTED,,ACTIVE_SEED
3717,聯嘉投控,TWSE,,,LISTED,,ACTIVE_SEED
4104,佳醫,TWSE,,,LISTED,,ACTIVE_SEED
4106,雃博,TWSE,,,LISTED,,ACTIVE_SEED
4108,懷特,TWSE,,,LISTED,,ACTIVE_SEED
4119,旭富,TWSE,,,LISTED,,ACTIVE_SEED
4133,亞諾法,TWSE,,,LISTED,,ACTIVE_SEED
4137,麗豐-KY,TWSE,,,LISTED,,ACTIVE_SEED
4142,國光生,TWSE,,,LISTED,,ACTIVE_SEED
4148,全宇生技-KY,TWSE,,,LISTED,,ACTIVE_SEED
4155,訊映,TWSE,,,LISTED,,ACTIVE_SEED
4164,承業醫,TWSE,,,LISTED,,ACTIVE_SEED
4169,泰宗,TWSE,,,LISTED,,ACTIVE_SEED
4178,永笙-KY,TWSE,,,LISTED,,ACTIVE_SEED
4190,佐登-KY,TWSE,,,LISTED,,ACTIVE_SEED
4195,基米-創,TWSE,,,LISTED,,ACTIVE_SEED
4306,炎洲,TWSE,,,LISTED,,ACTIVE_SEED
4414,如興,TWSE,,,LISTED,,ACTIVE_SEED
4426,利勤,TWSE,,,LISTED,,ACTIVE_SEED
4438,廣越,TWSE,,,LISTED,,ACTIVE_SEED
4439,冠星-KY,TWSE,,,LISTED,,ACTIVE_SEED
4440,宜新實業,TWSE,,,LISTED,,ACTIVE_SEED
4441,振大環球,TWSE,,,LISTED,,ACTIVE_SEED
4526,東台,TWSE,,,LISTED,,ACTIVE_SEED
4532,瑞智,TWSE,,,LISTED,,ACTIVE_SEED
4536,拓凱,TWSE,,,LISTED,,ACTIVE_SEED
4540,全球傳動,TWSE,,,LISTED,,ACTIVE_SEED
4545,銘鈺,TWSE,,,LISTED,,ACTIVE_SEED
4551,智伸科,TWSE,,,LISTED,,ACTIVE_SEED
4552,力達-KY,TWSE,,,LISTED,,ACTIVE_SEED
4555,氣立,TWSE,,,LISTED,,ACTIVE_SEED
4557,永新-KY,TWSE,,,LISTED,,ACTIVE_SEED
4560,強信-KY,TWSE,,,LISTED,,ACTIVE_SEED
4562,穎漢,TWSE,,,LISTED,,ACTIVE_SEED
4564,元翎,TWSE,,,LISTED,,ACTIVE_SEED
4566,時碩工業,TWSE,,,LISTED,,ACTIVE_SEED
4569,六方科-KY,TWSE,,,LISTED,,ACTIVE_SEED
4571,鈞興-KY,TWSE,,,LISTED,,ACTIVE_SEED
4572,駐龍,TWSE,,,LISTED,,ACTIVE_SEED
4576,大銀微系統,TWSE,,,LISTED,,ACTIVE_SEED
4581,光隆精密-KY,TWSE,,,LISTED,,ACTIVE_SEED
4582,聚恆-創,TWSE,,,LISTED,,ACTIVE_SEED
4583,台灣精銳,TWSE,,,LISTED,,ACTIVE_SEED
4585,達明,TWSE,,,LISTED,,ACTIVE_SEED
4588,玖鼎電力,TWSE,,,LISTED,,ACTIVE_SEED
4590,富田-創,TWSE,,,LISTED,,ACTIVE_SEED
4720,德淵,TWSE,,,LISTED,,ACTIVE_SEED
4722,國精化,TWSE,,,LISTED,,ACTIVE_SEED
4736,泰博,TWSE,,,LISTED,,ACTIVE_SEED
4737,華廣,TWSE,,,LISTED,,ACTIVE_SEED
4739,康普,TWSE,,,LISTED,,ACTIVE_SEED
4746,台耀,TWSE,,,LISTED,,ACTIVE_SEED
4755,三福化,TWSE,,,LISTED,,ACTIVE_SEED
4763,材料*-KY,TWSE,,,LISTED,,ACTIVE_SEED
4764,雙鍵,TWSE,,,LISTED,,ACTIVE_SEED
4766,南寶,TWSE,,,LISTED,,ACTIVE_SEED
4770,上品,TWSE,,,LISTED,,ACTIVE_SEED
4771,望隼,TWSE,,,LISTED,,ACTIVE_SEED
4807,日成-KY,TWSE,,,LISTED,,ACTIVE_SEED
4904,遠傳,TWSE,,,LISTED,,ACTIVE_SEED
4906,正文,TWSE,,,LISTED,,ACTIVE_SEED
4912,聯德控股-KY,TWSE,,,LISTED,,ACTIVE_SEED
4915,致伸,TWSE,,,LISTED,,ACTIVE_SEED
4916,事欣科,TWSE,,,LISTED,,ACTIVE_SEED
4919,新唐,TWSE,,,LISTED,,ACTIVE_SEED
4927,泰鼎-KY,TWSE,,,LISTED,,ACTIVE_SEED
4930,燦星網,TWSE,,,LISTED,,ACTIVE_SEED
4934,太極,TWSE,,,LISTED,,ACTIVE_SEED
4935,茂林-KY,TWSE,,,LISTED,,ACTIVE_SEED
4938,和碩,TWSE,,,LISTED,,ACTIVE_SEED
4942,嘉彰,TWSE,,,LISTED,,ACTIVE_SEED
4943,康控-KY,TWSE,,,LISTED,,ACTIVE_SEED
4949,有成精密,TWSE,,,LISTED,,ACTIVE_SEED
4952,凌通,TWSE,,,LISTED,,ACTIVE_SEED
4956,光鋐,TWSE,,,LISTED,,ACTIVE_SEED
4958,臻鼎-KY,TWSE,,,LISTED,,ACTIVE_SEED
4960,誠美材,TWSE,,,LISTED,,ACTIVE_SEED
4961,天鈺,TWSE,,,LISTED,,ACTIVE_SEED
4967,十銓,TWSE,,,LISTED,,ACTIVE_SEED
4968,立積,TWSE,,,LISTED,,ACTIVE_SEED
4976,佳凌,TWSE,,,LISTED,,ACTIVE_SEED
4977,眾達-KY,TWSE,,,LISTED,,ACTIVE_SEED
4989,榮科,TWSE,,,LISTED,,ACTIVE_SEED
4994,傳奇,TWSE,,,LISTED,,ACTIVE_SEED
4999,鑫禾,TWSE,,,LISTED,,ACTIVE_SEED
5007,三星,TWSE,,,LISTED,,ACTIVE_SEED
5203,訊連,TWSE,,,LISTED,,ACTIVE_SEED
5215,科嘉-KY,TWSE,,,LISTED,,ACTIVE_SEED
5222,全訊,TWSE,,,LISTED,,ACTIVE_SEED
5225,東科-KY,TWSE,,,LISTED,,ACTIVE_SEED
5234,達興材料,TWSE,,,LISTED,,ACTIVE_SEED
5243,乙盛-KY,TWSE,,,LISTED,,ACTIVE_SEED
5244,弘凱,TWSE,,,LISTED,,ACTIVE_SEED
5258,虹堡,TWSE,,,LISTED,,ACTIVE_SEED
5269,祥碩,TWSE,,,LISTED,,ACTIVE_SEED
5283,禾聯碩,TWSE,,,LISTED,,ACTIVE_SEED
5284,jpp-KY,TWSE,,,LISTED,,ACTIVE_SEED
5285,界霖,TWSE,,,LISTED,,ACTIVE_SEED
5288,豐祥-KY,TWSE,,,LISTED,,ACTIVE_SEED
5292,華懋,TWSE,,,LISTED,,ACTIVE_SEED
5306,桂盟,TWSE,,,LISTED,,ACTIVE_SEED
5388,中磊,TWSE,,,LISTED,,ACTIVE_SEED
5434,崇越,TWSE,,,LISTED,,ACTIVE_SEED
5469,瀚宇博,TWSE,,,LISTED,,ACTIVE_SEED
5471,松翰,TWSE,,,LISTED,,ACTIVE_SEED
5484,慧友,TWSE,,,LISTED,,ACTIVE_SEED
5515,建國,TWSE,,,LISTED,,ACTIVE_SEED
5519,隆大,TWSE,,,LISTED,,ACTIVE_SEED
5521,工信,TWSE,,,LISTED,,ACTIVE_SEED
5522,遠雄,TWSE,,,LISTED,,ACTIVE_SEED
5525,順天,TWSE,,,LISTED,,ACTIVE_SEED
5531,鄉林,TWSE,,,LISTED,,ACTIVE_SEED
5533,皇鼎,TWSE,,,LISTED,,ACTIVE_SEED
5534,長虹,TWSE,,,LISTED,,ACTIVE_SEED
5538,東明-KY,TWSE,,,LISTED,,ACTIVE_SEED
5546,永固-KY,TWSE,,,LISTED,,ACTIVE_SEED
5607,遠雄港,TWSE,,,LISTED,,ACTIVE_SEED
5608,四維航,TWSE,,,LISTED,,ACTIVE_SEED
5706,鳳凰,TWSE,,,LISTED,,ACTIVE_SEED
5871,中租-KY,TWSE,,,LISTED,,ACTIVE_SEED
5871A,中租-KY甲特,TWSE,,,LISTED,,ACTIVE_SEED
5876,上海商銀,TWSE,,,LISTED,,ACTIVE_SEED
5880,合庫金,TWSE,,,LISTED,,ACTIVE_SEED
5906,台南-KY,TWSE,,,LISTED,,ACTIVE_SEED
5907,大洋-KY,TWSE,,,LISTED,,ACTIVE_SEED
6005,群益證,TWSE,,,LISTED,,ACTIVE_SEED
6024,群益期,TWSE,,,LISTED,,ACTIVE_SEED
6108,競國,TWSE,,,LISTED,,ACTIVE_SEED
6112,邁達特,TWSE,,,LISTED,,ACTIVE_SEED
6115,鎰勝,TWSE,,,LISTED,,ACTIVE_SEED
6116,彩晶,TWSE,,,LISTED,,ACTIVE_SEED
6117,迎廣,TWSE,,,LISTED,,ACTIVE_SEED
6120,達運,TWSE,,,LISTED,,ACTIVE_SEED
6128,上福,TWSE,,,LISTED,,ACTIVE_SEED
6133,金橋,TWSE,,,LISTED,,ACTIVE_SEED
6136,富爾特,TWSE,,,LISTED,,ACTIVE_SEED
6139,亞翔,TWSE,,,LISTED,,ACTIVE_SEED
6141,柏承,TWSE,,,LISTED,,ACTIVE_SEED
6142,友勁,TWSE,,,LISTED,,ACTIVE_SEED
6152,百一,TWSE,,,LISTED,,ACTIVE_SEED
6153,嘉聯益,TWSE,,,LISTED,,ACTIVE_SEED
6155,鈞寶,TWSE,,,LISTED,,ACTIVE_SEED
6164,華興,TWSE,,,LISTED,,ACTIVE_SEED
6165,浪凡,TWSE,,,LISTED,,ACTIVE_SEED
6166,凌華,TWSE,,,LISTED,,ACTIVE_SEED
6168,宏齊,TWSE,,,LISTED,,ACTIVE_SEED
6176,瑞儀,TWSE,,,LISTED,,ACTIVE_SEED
6177,達麗,TWSE,,,LISTED,,ACTIVE_SEED
6183,關貿,TWSE,,,LISTED,,ACTIVE_SEED
6184,大豐電,TWSE,,,LISTED,,ACTIVE_SEED
6189,豐藝,TWSE,,,LISTED,,ACTIVE_SEED
6191,精成科,TWSE,,,LISTED,,ACTIVE_SEED
6192,巨路,TWSE,,,LISTED,,ACTIVE_SEED
6196,帆宣,TWSE,,,LISTED,,ACTIVE_SEED
6197,佳必琪,TWSE,,,LISTED,,ACTIVE_SEED
6201,亞弘電,TWSE,,,LISTED,,ACTIVE_SEED
6202,盛群,TWSE,,,LISTED,,ACTIVE_SEED
6205,詮欣,TWSE,,,LISTED,,ACTIVE_SEED
6206,飛捷,TWSE,,,LISTED,,ACTIVE_SEED
6209,今國光,TWSE,,,LISTED,,ACTIVE_SEED
6213,聯茂,TWSE,,,LISTED,,ACTIVE_SEED
6214,精誠,TWSE,,,LISTED,,ACTIVE_SEED
6215,和椿,TWSE,,,LISTED,,ACTIVE_SEED
6216,居易,TWSE,,,LISTED,,ACTIVE_SEED
6224,聚鼎,TWSE,,,LISTED,,ACTIVE_SEED
6225,天瀚,TWSE,,,LISTED,,ACTIVE_SEED
6226,光鼎,TWSE,,,LISTED,,ACTIVE_SEED
6230,尼得科超眾,TWSE,,,LISTED,,ACTIVE_SEED
6235,華孚,TWSE,,,LISTED,,ACTIVE_SEED
6239,力成,TWSE,,,LISTED,,ACTIVE_SEED
6243,迅杰,TWSE,,,LISTED,,ACTIVE_SEED
6257,矽格,TWSE,,,LISTED,,ACTIVE_SEED
6269,台郡,TWSE,,,LISTED,,ACTIVE_SEED
6271,同欣電,TWSE,,,LISTED,,ACTIVE_SEED
6272,驊陞,TWSE,,,LISTED,,ACTIVE_SEED
6277,宏正,TWSE,,,LISTED,,ACTIVE_SEED
6278,台表科,TWSE,,,LISTED,,ACTIVE_SEED
6281,全國電,TWSE,,,LISTED,,ACTIVE_SEED
6282,康舒,TWSE,,,LISTED,,ACTIVE_SEED
6283,淳安,TWSE,,,LISTED,,ACTIVE_SEED
6285,啟碁,TWSE,,,LISTED,,ACTIVE_SEED
6405,悅城,TWSE,,,LISTED,,ACTIVE_SEED
6409,旭隼,TWSE,,,LISTED,,ACTIVE_SEED
6412,群電,TWSE,,,LISTED,,ACTIVE_SEED
6414,樺漢,TWSE,,,LISTED,,ACTIVE_SEED
6415,矽力*-KY,TWSE,,,LISTED,,ACTIVE_SEED
6416,瑞祺電通,TWSE,,,LISTED,,ACTIVE_SEED
6426,統新,TWSE,,,LISTED,,ACTIVE_SEED
6431,光麗-KY,TWSE,,,LISTED,,ACTIVE_SEED
6438,迅得,TWSE,,,LISTED,,ACTIVE_SEED
6442,光聖,TWSE,,,LISTED,,ACTIVE_SEED
6443,元晶,TWSE,,,LISTED,,ACTIVE_SEED
6446,藥華藥,TWSE,,,LISTED,,ACTIVE_SEED
6449,鈺邦,TWSE,,,LISTED,,ACTIVE_SEED
6451,訊芯-KY,TWSE,,,LISTED,,ACTIVE_SEED
6456,GIS-KY,TWSE,,,LISTED,,ACTIVE_SEED
6464,台數科,TWSE,,,LISTED,,ACTIVE_SEED
6472,保瑞,TWSE,,,LISTED,,ACTIVE_SEED
6477,安集,TWSE,,,LISTED,,ACTIVE_SEED
6491,晶碩,TWSE,,,LISTED,,ACTIVE_SEED
6504,南六,TWSE,,,LISTED,,ACTIVE_SEED
6505,台塑化,TWSE,,,LISTED,,ACTIVE_SEED
6515,穎崴,TWSE,,,LISTED,,ACTIVE_SEED
6525,捷敏-KY,TWSE,,,LISTED,,ACTIVE_SEED
6526,達發,TWSE,,,LISTED,,ACTIVE_SEED
6531,愛普*,TWSE,,,LISTED,,ACTIVE_SEED
6533,晶心科,TWSE,,,LISTED,,ACTIVE_SEED
6534,正瀚-創,TWSE,,,LISTED,,ACTIVE_SEED
6541,泰福-KY,TWSE,,,LISTED,,ACTIVE_SEED
6550,北極星藥業-KY,TWSE,,,LISTED,,ACTIVE_SEED
6552,易華電,TWSE,,,LISTED,,ACTIVE_SEED
6558,興能高,TWSE,,,LISTED,,ACTIVE_SEED
6573,虹揚-KY,TWSE,,,LISTED,,ACTIVE_SEED
6579,研揚,TWSE,,,LISTED,,ACTIVE_SEED
6581,鋼聯,TWSE,,,LISTED,,ACTIVE_SEED
6582,申豐,TWSE,,,LISTED,,ACTIVE_SEED
6585,鼎基,TWSE,,,LISTED,,ACTIVE_SEED
6589,台康生技,TWSE,,,LISTED,,ACTIVE_SEED
6591,動力-KY,TWSE,,,LISTED,,ACTIVE_SEED
6592,和潤企業,TWSE,,,LISTED,,ACTIVE_SEED
6592A,和潤企業甲特,TWSE,,,LISTED,,ACTIVE_SEED
6592B,和潤企業乙特,TWSE,,,LISTED,,ACTIVE_SEED
6598,ABC-KY,TWSE,,,LISTED,,ACTIVE_SEED
6605,帝寶,TWSE,,,LISTED,,ACTIVE_SEED
6606,建德工業,TWSE,,,LISTED,,ACTIVE_SEED
6614,資拓宏宇,TWSE,,,LISTED,,ACTIVE_SEED
6625,必應,TWSE,,,LISTED,,ACTIVE_SEED
6641,基士德-KY,TWSE,,,LISTED,,ACTIVE_SEED
6645,金萬林-創,TWSE,,,LISTED,,ACTIVE_SEED
6655,科定,TWSE,,,LISTED,,ACTIVE_SEED
6657,華安,TWSE,,,LISTED,,ACTIVE_SEED
6658,聯策,TWSE,,,LISTED,,ACTIVE_SEED
6666,羅麗芬-KY,TWSE,,,LISTED,,ACTIVE_SEED
6668,中揚光,TWSE,,,LISTED,,ACTIVE_SEED
6669,緯穎,TWSE,,,LISTED,,ACTIVE_SEED
6670,復盛應用,TWSE,,,LISTED,,ACTIVE_SEED
6671,三能-KY,TWSE,,,LISTED,,ACTIVE_SEED
6672,騰輝電子-KY,TWSE,,,LISTED,,ACTIVE_SEED
6674,鋐寶科技,TWSE,,,LISTED,,ACTIVE_SEED
6689,伊雲谷,TWSE,,,LISTED,,ACTIVE_SEED
6691,洋基工程,TWSE,,,LISTED,,ACTIVE_SEED
6695,芯鼎,TWSE,,,LISTED,,ACTIVE_SEED
6698,旭暉應材,TWSE,,,LISTED,,ACTIVE_SEED
6706,惠特,TWSE,,,LISTED,,ACTIVE_SEED
6715,嘉基,TWSE,,,LISTED,,ACTIVE_SEED
6719,力智,TWSE,,,LISTED,,ACTIVE_SEED
6722,輝創,TWSE,,,LISTED,,ACTIVE_SEED
6742,澤米,TWSE,,,LISTED,,ACTIVE_SEED
6743,安普新,TWSE,,,LISTED,,ACTIVE_SEED
6753,龍德造船,TWSE,,,LISTED,,ACTIVE_SEED
6754,匯僑設計,TWSE,,,LISTED,,ACTIVE_SEED
6756,威鋒電子,TWSE,,,LISTED,,ACTIVE_SEED
6757,台灣虎航,TWSE,,,LISTED,,ACTIVE_SEED
6768,志強-KY,TWSE,,,LISTED,,ACTIVE_SEED
6770,力積電,TWSE,,,LISTED,,ACTIVE_SEED
6771,平和環保-創,TWSE,,,LISTED,,ACTIVE_SEED
6776,展碁國際,TWSE,,,LISTED,,ACTIVE_SEED
6781,AES-KY,TWSE,,,LISTED,,ACTIVE_SEED
6782,視陽,TWSE,,,LISTED,,ACTIVE_SEED
6789,采鈺,TWSE,,,LISTED,,ACTIVE_SEED
6790,永豐實,TWSE,,,LISTED,,ACTIVE_SEED
6792,詠業,TWSE,,,LISTED,,ACTIVE_SEED
6794,向榮生技,TWSE,,,LISTED,,ACTIVE_SEED
6796,晉弘,TWSE,,,LISTED,,ACTIVE_SEED
6799,來頡,TWSE,,,LISTED,,ACTIVE_SEED
6805,富世達,TWSE,,,LISTED,,ACTIVE_SEED
6806,森崴能源,TWSE,,,LISTED,,ACTIVE_SEED
6807,峰源-KY,TWSE,,,LISTED,,ACTIVE_SEED
6830,汎銓,TWSE,,,LISTED,,ACTIVE_SEED
6831,邁科,TWSE,,,LISTED,,ACTIVE_SEED
6834,天二科技,TWSE,,,LISTED,,ACTIVE_SEED
6835,圓裕,TWSE,,,LISTED,,ACTIVE_SEED
6838,台新藥,TWSE,,,LISTED,,ACTIVE_SEED
6854,錼創科技-KY創,TWSE,,,LISTED,,ACTIVE_SEED
6861,睿生光電,TWSE,,,LISTED,,ACTIVE_SEED
6862,三集瑞-KY,TWSE,,,LISTED,,ACTIVE_SEED
6863,永道-KY,TWSE,,,LISTED,,ACTIVE_SEED
6869,雲豹能源,TWSE,,,LISTED,,ACTIVE_SEED
6873,泓德能源,TWSE,,,LISTED,,ACTIVE_SEED
6885,全福生技,TWSE,,,LISTED,,ACTIVE_SEED
6887,寶綠特-KY,TWSE,,,LISTED,,ACTIVE_SEED
6890,來億-KY,TWSE,,,LISTED,,ACTIVE_SEED
6901,鑽石投資,TWSE,,,LISTED,,ACTIVE_SEED
6902,GOGOLOOK,TWSE,,,LISTED,,ACTIVE_SEED
6906,現觀科,TWSE,,,LISTED,,ACTIVE_SEED
6908,宏碁遊戲-創,TWSE,,,LISTED,,ACTIVE_SEED
6909,創控,TWSE,,,LISTED,,ACTIVE_SEED
6914,阜爾運通,TWSE,,,LISTED,,ACTIVE_SEED
6916,華凌,TWSE,,,LISTED,,ACTIVE_SEED
6918,愛派司,TWSE,,,LISTED,,ACTIVE_SEED
6919,康霈*,TWSE,,,LISTED,,ACTIVE_SEED
6921,嘉雨思-創,TWSE,,,LISTED,,ACTIVE_SEED
6923,中台,TWSE,,,LISTED,,ACTIVE_SEED
6924,榮惠-KY創,TWSE,,,LISTED,,ACTIVE_SEED
6928,攸泰科技,TWSE,,,LISTED,,ACTIVE_SEED
6931,青松健康,TWSE,,,LISTED,,ACTIVE_SEED
6933,AMAX-KY,TWSE,,,LISTED,,ACTIVE_SEED
6934,心誠鎂,TWSE,,,LISTED,,ACTIVE_SEED
6936,永鴻生技,TWSE,,,LISTED,,ACTIVE_SEED
6937,天虹,TWSE,,,LISTED,,ACTIVE_SEED
6944,兆聯實業,TWSE,,,LISTED,,ACTIVE_SEED
6949,沛爾生醫-創,TWSE,,,LISTED,,ACTIVE_SEED
6951,青新-創,TWSE,,,LISTED,,ACTIVE_SEED
6952,大武山,TWSE,,,LISTED,,ACTIVE_SEED
6955,邦睿生技-創,TWSE,,,LISTED,,ACTIVE_SEED
6957,裕慶-KY,TWSE,,,LISTED,,ACTIVE_SEED
6958,日盛台駿,TWSE,,,LISTED,,ACTIVE_SEED
6958A,日盛台駿甲特,TWSE,,,LISTED,,ACTIVE_SEED
6962,奕力-KY,TWSE,,,LISTED,,ACTIVE_SEED
6965,中傑-KY,TWSE,,,LISTED,,ACTIVE_SEED
6969,成信實業*-創,TWSE,,,LISTED,,ACTIVE_SEED
6988,威力暘-創,TWSE,,,LISTED,,ACTIVE_SEED
6994,富威電力,TWSE,,,LISTED,,ACTIVE_SEED
7610,聯友金屬-創,TWSE,,,LISTED,,ACTIVE_SEED
7631,聚賢研發-創,TWSE,,,LISTED,,ACTIVE_SEED
7705,三商餐飲,TWSE,,,LISTED,,ACTIVE_SEED
7711,永擎,TWSE,,,LISTED,,ACTIVE_SEED
7721,微程式,TWSE,,,LISTED,,ACTIVE_SEED
7722,LINEPAY,TWSE,,,LISTED,,ACTIVE_SEED
7730,暉盛-創,TWSE,,,LISTED,,ACTIVE_SEED
7732,金興精密,TWSE,,,LISTED,,ACTIVE_SEED
7736,虎山,TWSE,,,LISTED,,ACTIVE_SEED
7740,熙特爾-創,TWSE,,,LISTED,,ACTIVE_SEED
7749,意騰-KY,TWSE,,,LISTED,,ACTIVE_SEED
7750,新代,TWSE,,,LISTED,,ACTIVE_SEED
7760,享溫馨,TWSE,,,LISTED,,ACTIVE_SEED
7765,中華資安,TWSE,,,LISTED,,ACTIVE_SEED
7768,頌勝科技,TWSE,,,LISTED,,ACTIVE_SEED
7769,鴻勁,TWSE,,,LISTED,,ACTIVE_SEED
7780,大研生醫*,TWSE,,,LISTED,,ACTIVE_SEED
7786,東方風能,TWSE,,,LISTED,,ACTIVE_SEED
7788,松川精密,TWSE,,,LISTED,,ACTIVE_SEED
7791,皇家可口,TWSE,,,LISTED,,ACTIVE_SEED
7795,長廣,TWSE,,,LISTED,,ACTIVE_SEED
7799,禾榮科,TWSE,,,LISTED,,ACTIVE_SEED
7803,雲象科技-創,TWSE,,,LISTED,,ACTIVE_SEED
7818,溢泰實業,TWSE,,,LISTED,,ACTIVE_SEED
7821,神數,TWSE,,,LISTED,,ACTIVE_SEED
7822,倍利科,TWSE,,,LISTED,,ACTIVE_SEED
7823,奧義賽博-KY創,TWSE,,,LISTED,,ACTIVE_SEED
7827,漢康-KY創,TWSE,,,LISTED,,ACTIVE_SEED
8011,台通,TWSE,,,LISTED,,ACTIVE_SEED
8016,矽創,TWSE,,,LISTED,,ACTIVE_SEED
8021,尖點,TWSE,,,LISTED,,ACTIVE_SEED
8028,昇陽半導體,TWSE,,,LISTED,,ACTIVE_SEED
8033,雷虎,TWSE,,,LISTED,,ACTIVE_SEED
8039,台虹,TWSE,,,LISTED,,ACTIVE_SEED
8045,達運光電,TWSE,,,LISTED,,ACTIVE_SEED
8046,南電,TWSE,,,LISTED,,ACTIVE_SEED
8070,長華*,TWSE,,,LISTED,,ACTIVE_SEED
8072,陞泰,TWSE,,,LISTED,,ACTIVE_SEED
8081,致新,TWSE,,,LISTED,,ACTIVE_SEED
8101,華冠,TWSE,,,LISTED,,ACTIVE_SEED
8103,瀚荃,TWSE,,,LISTED,,ACTIVE_SEED
8104,錸寶,TWSE,,,LISTED,,ACTIVE_SEED
8105,凌巨,TWSE,,,LISTED,,ACTIVE_SEED
8110,華東,TWSE,,,LISTED,,ACTIVE_SEED
8112,至上,TWSE,,,LISTED,,ACTIVE_SEED
8112A,至上甲特,TWSE,,,LISTED,,ACTIVE_SEED
8114,振樺電,TWSE,,,LISTED,,ACTIVE_SEED
8131,福懋科,TWSE,,,LISTED,,ACTIVE_SEED
