bucket,name,extension,bytes,modified,path,sha256
Other,page6_img1__DUP__BDA5205D04.png,.png,240100,2025-12-11 16:39:10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__BDA5205D04.png,
Other,page6_img1__DUP__BDFFE8ADB4.png,.png,14066,2025-12-11 16:38:26,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__BDFFE8ADB4.png,
Other,page6_img1__DUP__C68A64FF61.png,.png,15555,2025-12-11 16:38:16,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__C68A64FF61.png,
Other,page6_img1__DUP__E16A56221B.png,.png,83671,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__E16A56221B.png,
Other,page6_img2__DUP__19D04541FF.png,.png,12954,2025-12-11 16:38:12,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__19D04541FF.png,
Other,page6_img2__DUP__1AEE2BF604.png,.png,2521,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__1AEE2BF604.png,
Other,page6_img2__DUP__52352BECFB.png,.png,15774,2025-12-11 16:38:40,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__52352BECFB.png,
Other,page6_img2__DUP__52E235D352.png,.png,19059,2025-12-11 16:39:10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__52E235D352.png,
Other,page6_img2__DUP__6AE15597A0.png,.png,5675,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__6AE15597A0.png,
Other,page6_img2__DUP__6D1861AF11.png,.png,2473,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__6D1861AF11.png,
Other,page6_img2__DUP__7AE0BE383B.png,.png,1274,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__7AE0BE383B.png,
Other,page6_img2__DUP__88EC5310D9.png,.png,108660,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__88EC5310D9.png,
Other,page6_img2__DUP__AF23F996F3.png,.png,433614,2025-12-11 16:37:52,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__AF23F996F3.png,
Other,page6_img2__DUP__B625848D9B.png,.png,76566,2025-12-11 16:37:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__B625848D9B.png,
Other,page6_img2__DUP__C3C0DE948A.png,.png,118,2025-12-11 16:38:16,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__C3C0DE948A.png,
Other,page6_img2__DUP__E6A003C586.png,.png,142438,2025-12-11 16:39:10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__E6A003C586.png,
Other,page6_img2__DUP__F8D6421B19.png,.png,261127,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__F8D6421B19.png,
Other,page6_img2__DUP__F9E05006F1.png,.png,65721,2025-12-11 16:38:44,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__F9E05006F1.png,
Other,page6_img2__DUP__FA233AC90C.png,.png,15619,2025-12-11 16:38:34,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__FA233AC90C.png,
Other,page6_img3__DUP__0A1CD8D268.png,.png,248290,2025-12-11 16:39:10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__0A1CD8D268.png,
Other,page6_img3__DUP__21F3CD1BB3.png,.png,125434,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__21F3CD1BB3.png,
Other,page6_img3__DUP__505DA78F2C.png,.png,7248,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__505DA78F2C.png,
Other,page6_img3__DUP__659B6C38EC.png,.png,39839,2025-12-11 16:38:34,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__659B6C38EC.png,
Other,page6_img3__DUP__661EF8D876.png,.png,8346,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__661EF8D876.png,
Other,page6_img3__DUP__76A322529D.png,.png,62636,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__76A322529D.png,
Other,page6_img3__DUP__7C489035FC.png,.png,935,2025-12-11 16:38:44,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__7C489035FC.png,
Other,page6_img3__DUP__D965B12600.png,.png,533,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__D965B12600.png,
Other,page6_img3__DUP__DCABF52CE8.png,.png,419,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__DCABF52CE8.png,
Other,page6_img4__DUP__3D8B0B6DD8.png,.png,56738,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__3D8B0B6DD8.png,
Other,page6_img4__DUP__4C1BE49693.png,.png,9043,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__4C1BE49693.png,
Other,page6_img4__DUP__7AE0BE383B.png,.png,1274,2025-12-11 16:38:44,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__7AE0BE383B.png,
Other,page6_img4__DUP__845EE3F21F.png,.png,59375,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__845EE3F21F.png,
Other,page6_img4__DUP__91635C08D7.png,.png,343620,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__91635C08D7.png,
Other,page6_img4__DUP__91DFD4E9D9.png,.png,44632,2025-12-11 16:38:50,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__91DFD4E9D9.png,
Other,page6_img4__DUP__C3C0DE948A.png,.png,118,2025-12-11 16:38:34,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__C3C0DE948A.png,
Other,page6_img4__DUP__C9FAD00AF3.png,.png,69998,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__C9FAD00AF3.png,
Other,page6_img4__DUP__D965B12600.png,.png,533,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__D965B12600.png,
Other,page6_img5__DUP__659B6C38EC.png,.png,39839,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img5__DUP__659B6C38EC.png,
Other,page6_img5__DUP__B7E04459AB.png,.png,718241,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img5__DUP__B7E04459AB.png,
Other,page6_img5__DUP__D965B12600.png,.png,533,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img5__DUP__D965B12600.png,
Other,page6_img5__DUP__EC3E1BE198.png,.png,11036,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img5__DUP__EC3E1BE198.png,
Other,page6_img6__DUP__8D2F97C494.png,.png,15034,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img6__DUP__8D2F97C494.png,
Other,page6_img6__DUP__C3C0DE948A.png,.png,118,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img6__DUP__C3C0DE948A.png,
Other,page6_img6__DUP__C74A5B8E5E.png,.png,151245,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img6__DUP__C74A5B8E5E.png,
Other,page6_img6__DUP__E27F3C7786.png,.png,9652,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img6__DUP__E27F3C7786.png,
Other,page6_img7__DUP__A4906EB460.png,.png,69718,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img7__DUP__A4906EB460.png,
Other,page6_img7__DUP__C3C0DE948A.png,.png,118,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img7__DUP__C3C0DE948A.png,
Other,page6_img7__DUP__C82FC5DC17.png,.png,10908,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img7__DUP__C82FC5DC17.png,
Other,page6_img8__DUP__449B680693.png,.png,7554,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img8__DUP__449B680693.png,
Other,page6_img8__DUP__BDD9E30993.png,.png,106456,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img8__DUP__BDD9E30993.png,
Other,page6_img9__DUP__0333E4873E.png,.png,24460,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img9__DUP__0333E4873E.png,
Other,page7_img10__DUP__D8C81437BD.png,.png,1551,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img10__DUP__D8C81437BD.png,
Other,page7_img10__DUP__E16AFA09BD.png,.png,4943,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img10__DUP__E16AFA09BD.png,
Other,page7_img11__DUP__1D91D80DD8.png,.png,440,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img11__DUP__1D91D80DD8.png,
Other,page7_img12__DUP__4F4AF70EA4.png,.png,658,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img12__DUP__4F4AF70EA4.png,
Other,page7_img12__DUP__5049093594.png,.png,4294,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img12__DUP__5049093594.png,
Other,page7_img13__DUP__797A903089.png,.png,745,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img13__DUP__797A903089.png,
Other,page7_img13__DUP__F2F2B1853A.png,.png,2316,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img13__DUP__F2F2B1853A.png,
Other,page7_img14__DUP__1601359955.png,.png,1476,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img14__DUP__1601359955.png,
Other,page7_img14__DUP__286EE64B52.png,.png,2369,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img14__DUP__286EE64B52.png,
Other,page7_img15__DUP__E858D9C19F.png,.png,4895,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img15__DUP__E858D9C19F.png,
Other,page7_img16__DUP__5C68255DCF.png,.png,2670,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img16__DUP__5C68255DCF.png,
Other,page7_img17__DUP__263444D2A8.png,.png,2534,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img17__DUP__263444D2A8.png,
Other,page7_img18__DUP__1F5C185C0A.png,.png,5230,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img18__DUP__1F5C185C0A.png,
Other,page7_img19__DUP__63A82006B3.png,.png,2678,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img19__DUP__63A82006B3.png,
Other,page7_img1__DUP__01EE109EA8.png,.png,177129,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img1__DUP__01EE109EA8.png,
Other,page7_img1__DUP__13C579E7A2.png,.png,96049,2025-12-11 16:39:10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img1__DUP__13C579E7A2.png,
