"def_priority","def_gate_type","def_accept_status","def_user_accept","def_suggested_action","def_owner_engine","def_domain_family","def_normalized_key","def_distinct_values","def_selected_canonical_value","def_suggested_canonical_value","def_reject_reason","def_secret_risk","def_suggestion_note","def_next_allowed_phase","def_sample_values_masked"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","output_unit","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","""million"",   # 全部輸出為百萬元 || ""million"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_POLICY_OWNER_AFTER_REVIEW","VIA","GOVERNANCE_POLICY","coaxis_policy_registry","2","","VIA_GOVERNANCE_POLICY_REGISTRY","","False","Policy should remain registry-owned; no auto merge.","v0114_only_after_MANUAL_YES","coaxis || ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","old_unit","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","old_unit = str(r.get(""Unit"", """") or """") || old_unit = def_first(row, [""Unit""])"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","broker_protected_fields","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","[ || [""Rating"", ""Target Price"", ""Analyst"", ""Report Date""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","YFINANCE_SEAL","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","$YFINANCE_SEAL = Join-Path $CONFIG_DIR ""***MASKED_LONG_TOKEN***.json"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\config\\***MASKED_LONG_TOKEN***.json"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","MASK_SECRET_AND_DEFER","VDF","MARKET_TICKER_IDENTITY","yfinance_matrix_csv","2","","USE_ENV_VAR_OR_SECRET_STORE; DO_NOT_PRINT_VALUE","","True","Potential secret/API key appears in sample values. Rotate key if real; do not propagate into canonical registry.","v0114_only_after_MANUAL_YES","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\***MASKED_LONG_TOKEN***\\vrn_v06147_yfinance_re... || str(yf_csv)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","YFINANCE_INFO_FIELDS","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","YFINANCE_INFO_FIELDS = [ || ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","YFINANCE_AVAILABLE","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","YFINANCE_AVAILABLE = True || YFINANCE_AVAILABLE = False"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","MASK_SECRET_AND_DEFER","VDF","DATA_SOURCE_CONTRACT","fred_akshare_capability_seal","2","","USE_ENV_VAR_OR_SECRET_STORE; DO_NOT_PRINT_VALUE","","True","Potential secret/API key appears in sample values. Rotate key if real; do not propagate into canonical registry.","v0114_only_after_MANUAL_YES","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_freeze\\***MASKED_LONG_TOKEN***\\seal\\VDF_FRED_AKSHARE_CAPABILITY_SEAL_v0241... || {"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","MASK_SECRET_AND_DEFER","VDF","GOVERNANCE_POLICY","_vdf_v02784_policy","2","","USE_ENV_VAR_OR_SECRET_STORE; DO_NOT_PRINT_VALUE","","True","Potential secret/API key appears in sample values. Rotate key if real; do not propagate into canonical registry.","v0114_only_after_MANUAL_YES","""PRESERVED_VALID_ROW_NO_MUTATION"" || ""***MASKED_LONG_TOKEN***"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","MASK_SECRET_AND_DEFER","VDF","DATA_SOURCE_CONTRACT","FRED_API_KEY","2","","USE_ENV_VAR_OR_SECRET_STORE; DO_NOT_PRINT_VALUE","","True","Potential secret/API key appears in sample values. Rotate key if real; do not propagate into canonical registry.","v0114_only_after_MANUAL_YES","""ENV:FRED_API_KEY"" || FRED_API_KEY = ""***MASKED_SECRET***""   # 使用者提供"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","MASK_SECRET_AND_DEFER","VDF","DATA_SOURCE_CONTRACT","fred_api_key_env","2","","USE_ENV_VAR_OR_SECRET_STORE; DO_NOT_PRINT_VALUE","","True","Potential secret/API key appears in sample values. Rotate key if real; do not propagate into canonical registry.","v0114_only_after_MANUAL_YES","""FRED_API_KEY"" || {"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_POLICY_OWNER_AFTER_REVIEW","VDF","GOVERNANCE_POLICY","_vdf_v027841_collision_policy","2","","VIA_GOVERNANCE_POLICY_REGISTRY","","False","Policy should remain registry-owned; no auto merge.","v0114_only_after_MANUAL_YES","""keep"" || ""include_preview_only"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","has_ticker","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","has_ticker = has_any_key(row, [""ticker"", ""stock_code"", ""code""]) || has_ticker = def_is_tw_ticker(ticker)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","VDF","DATA_SOURCE_CONTRACT","fred_api_key_value_not_printed","2","","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_ENV; FALLBACK_EXPLICIT","","False","Accept only provider contract and env-key policy. Do not accept raw credentials.","v0114_only_after_MANUAL_YES","true || True"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","VDF","DATA_SOURCE_CONTRACT","flow_f_fred_akshare_global","2","","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_ENV; FALLBACK_EXPLICIT","","False","Accept only provider contract and env-key policy. Do not accept raw credentials.","v0114_only_after_MANUAL_YES","{ || FLOW_F_FRED_AKSHARE_GLOBAL = TRACKED_PENDING_AFTER_CONFIG"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","HasTicker","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","true || false"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","history_fields","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","[ || [""Adj Close"", ""Volume""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","HasYFinance","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","true || false"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_ssot_json_count","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","55 || 57"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","MASK_SECRET_AND_DEFER","VDF","MARKET_TICKER_IDENTITY","source_policy","2","","USE_ENV_VAR_OR_SECRET_STORE; DO_NOT_PRINT_VALUE","","True","Potential secret/API key appears in sample values. Rotate key if real; do not propagate into canonical registry.","v0114_only_after_MANUAL_YES","""***MASKED_LONG_TOKEN***"" || ""***MASKED_LONG_TOKEN***"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","by_ticker","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","dict[str, dict] = { || by_ticker = defaultdict(list)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","VDF","DATA_SOURCE_CONTRACT","Macro","2","","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_ENV; FALLBACK_EXPLICIT","","False","Accept only provider contract and env-key policy. Do not accept raw credentials.","v0114_only_after_MANUAL_YES","{ || [""fred"",""macro""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","ticker_regex_count","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","6 || len(ticker_regex)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","ticker_ok","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","ticker_ok = bool(def_get(nr, [""Ticker""])) || ticker_ok = any(r.get(""Ticker"") for r in filename_rows) if filename_rows else True"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","VDF","DATA_SOURCE_CONTRACT","dryrun_policy","2","","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_ENV; FALLBACK_EXPLICIT","","False","Accept only provider contract and env-key policy. Do not accept raw credentials.","v0114_only_after_MANUAL_YES","""FILELIST_CANONICALIZER_NO_DB_WRITE"" || ""NARROW_SOURCE_V0274_ONLY_NO_DB_WRITE"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","ticker_main","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","ticker_main = None || ticker_main = rx"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_ratio","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","6 || 11"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","detected_text_schema","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","[ || names,""resolved_key_col"":key_col,""resolved_page_col"":page_col,""resolved_text_col"":text_col"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_band_orange","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","91 || 349"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","default_unit","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","""mn TWD"" || unit"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","MASK_SECRET_AND_DEFER","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_compare_csv","2","","USE_ENV_VAR_OR_SECRET_STORE; DO_NOT_PRINT_VALUE","","True","Potential secret/API key appears in sample values. Rotate key if real; do not propagate into canonical registry.","v0114_only_after_MANUAL_YES","str(run_dir / ""vrn_post_commit_schema_compare_v0615721.csv"") || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\***MASKED_LONG_TOKEN***\\vrn_post_commit_schema_com..."
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_df","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","schema_df = def_build_schema_registry(asset_df) || schema_df = def_safe_table(con, ""schema_intelligence_registry"")"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_ok","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","schema_ok = post_counts.get(""Schema"") == ""PASS"" || schema_ok = all(r[""Severity""] == ""OK"" for r in schema_compare)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","MASK_SECRET_AND_DEFER","VDF","DATA_SOURCE_CONTRACT","schema_gate_json","2","","USE_ENV_VAR_OR_SECRET_STORE; DO_NOT_PRINT_VALUE","","True","Potential secret/API key appears in sample values. Rotate key if real; do not propagate into canonical registry.","v0114_only_after_MANUAL_YES","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\***MASKED_LONG_TOKEN***\\registry\\VDF_AkShare_Sc... || schema_gate_json = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\***MASKED_LONG_TOKEN***\..."
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_layer","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","""BasicInfo"" || ""FinancialData"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_strict","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","False,  # False = coerce, True = reject on fail || False"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_POLICY_OWNER_AFTER_REVIEW","VIA","GOVERNANCE_POLICY","ConsensusPolicy","2","","VIA_GOVERNANCE_POLICY_REGISTRY","","False","Policy should remain registry-owned; no auto merge.","v0114_only_after_MANUAL_YES","{ || ""reference_only_not_truth"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","matched_yfinance_rows","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","3 || 1"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","VDF","DATA_SOURCE_CONTRACT","primary_source_module","2","","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_ENV; FALLBACK_EXPLICIT","","False","Accept only provider contract and env-key policy. Do not accept raw credentials.","v0114_only_after_MANUAL_YES","""M05_BasicInfoExtractor"" || ""Computed"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","yf_tickers_to_fetch","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","yf_tickers_to_fetch = [] || yf_tickers_to_fetch = list(set(yf_tickers_to_fetch))"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","yf_tickers","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","yf_tickers = self.df_quote[""yf_ticker""].tolist() || yf_tickers = self.df_universe[""yf_ticker""].tolist()"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","yf_ticker","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES",""""" || yf_ticker"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","akshare_selector_symbols","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","[ || [""BDI"",""IRON_ORE"",""COKING_COAL""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","VDF","DATA_SOURCE_CONTRACT","AKSHARE_AVAILABLE","2","","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_ENV; FALLBACK_EXPLICIT","","False","Accept only provider contract and env-key policy. Do not accept raw credentials.","v0114_only_after_MANUAL_YES","AKSHARE_AVAILABLE = True || AKSHARE_AVAILABLE = False"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","basic_info_field_count","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","14 || len(basic_info_fields)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","fieldnames","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","fieldnames = [ || fieldnames=["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","field_count","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","30 || 76"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","fred_small_scope_symbols","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","[ || [""GDP"",""CPIAUCSL"",""FEDFUNDS"",""DGS10"",""UNRATE""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_GROUP_POLICY_AFTER_REVIEW","VDF","MARKET_TICKER_IDENTITY","hist_by_ticker","2","","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","","False","Accept as policy group, not each observed sample value.","v0114_only_after_MANUAL_YES","hist_by_ticker = {} || hist_by_ticker = self.yf_history.fetch(yf_tickers)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","JSONSCHEMA_OK","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","JSONSCHEMA_OK = True || JSONSCHEMA_OK = False"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_version","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","""1.0.0"" || ""V31"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","original_unit","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","""thousand_ntd"" || unit, ""confidence"": 0.90"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","VDF","DATA_SOURCE_CONTRACT","schema_theme","2","","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_ENV; FALLBACK_EXPLICIT","","False","Accept only provider contract and env-key policy. Do not accept raw credentials.","v0114_only_after_MANUAL_YES","schema_theme = FRED_THEME_MAP.get(raw_theme, ""Macro"") || schema_theme = AK_THEME_MAP.get(raw_theme, ""Custom"")"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","basicinfo_fields","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","30 || ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","matrix_2_fields","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","106 || ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_tables","2","","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","","False","Accept schema ownership, not every conflicting field value.","v0114_only_after_MANUAL_YES","12 || ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","","ACCEPT_POLICY_OWNER_AFTER_REVIEW","VRN/VDF","GOVERNANCE_POLICY","VRN_HISTORICAL_VALIDATION_POLICY","2","","VIA_GOVERNANCE_POLICY_REGISTRY","","False","Policy should remain registry-owned; no auto merge.","v0114_only_after_MANUAL_YES","VRN_HISTORICAL_VALIDATION_POLICY = _VRN_HVP || VRN_HISTORICAL_VALIDATION_POLICY = None"
