index,Date,ticker,Open,High,Low,Close,adj_close,Volume,Main_Price
663,2024-02-28,NVDA,235.0,237.39,233.67,235.75,235.63,1280655,235.63
664,2024-02-29,NVDA,223.78,225.95,220.87,224.41,224.1,3198470,224.1
665,2024-03-01,NVDA,226.66,226.44,222.81,225.82,225.81,2764053,225.81
666,2024-03-04,NVDA,225.43,226.44,224.91,226.34,226.59,2356418,226.59
667,2024-03-05,NVDA,225.72,228.71,227.17,227.77,228.29,4194935,228.29
668,2024-03-06,NVDA,228.74,227.54,226.15,227.5,227.56,1839784,227.56
669,2024-03-07,NVDA,229.68,234.25,228.84,230.19,230.02,4026627,230.02
670,2024-03-08,NVDA,225.9,228.48,226.7,227.11,226.94,4324233,226.94
671,2024-03-11,NVDA,232.87,236.3,233.18,233.75,233.98,5620221,233.98
672,2024-03-12,NVDA,238.78,238.93,233.23,236.75,236.52,1864102,236.52
673,2024-03-13,NVDA,237.1,240.49,236.25,237.88,238.03,1540138,238.03
674,2024-03-14,NVDA,233.83,235.47,233.21,233.97,234.04,3758204,234.04
675,2024-03-15,NVDA,238.44,242.56,233.96,238.97,239.02,2833049,239.02
676,2024-03-18,NVDA,238.97,241.75,239.27,240.45,240.07,13954674,240.07
677,2024-03-19,NVDA,235.27,237.36,233.86,236.15,236.06,4111297,236.06
678,2024-03-20,NVDA,234.51,239.7,235.44,236.05,235.7,3365478,235.7
679,2024-03-21,NVDA,241.14,240.31,238.71,240.0,239.86,2998389,239.86
680,2024-03-22,NVDA,243.67,244.86,241.87,243.55,243.77,1777945,243.77
681,2024-03-25,NVDA,249.82,247.13,244.16,246.75,247.06,4333737,247.06
682,2024-03-26,NVDA,246.69,247.84,247.36,247.57,247.63,3142180,247.63
683,2024-03-27,NVDA,253.08,255.01,253.25,254.17,254.02,3143486,254.02
684,2024-03-28,NVDA,264.3,268.76,258.41,262.29,262.7,3427088,262.7
685,2024-03-29,NVDA,268.8,270.55,265.4,267.39,267.23,3651345,267.23
686,2024-04-01,NVDA,264.23,266.03,262.04,263.73,263.43,1370069,263.43
687,2024-04-02,NVDA,255.58,257.05,255.92,257.01,257.19,4967918,257.19
688,2024-04-03,NVDA,255.99,255.94,250.56,253.78,253.89,2140987,253.89
689,2024-04-04,NVDA,266.33,266.55,262.71,266.42,266.28,3051012,266.28
690,2024-04-05,NVDA,267.99,272.31,265.82,268.57,268.59,6217960,268.59
691,2024-04-08,NVDA,284.73,284.8,283.08,283.11,283.24,7958286,283.24
692,2024-04-09,NVDA,282.51,282.68,282.44,282.55,282.6,1396881,282.6
693,2024-04-10,NVDA,279.36,285.36,280.85,281.0,281.13,3318828,281.13
694,2024-04-11,NVDA,280.82,282.18,279.89,280.76,280.62,3746964,280.62
695,2024-04-12,NVDA,279.3,283.1,279.48,280.39,280.54,1538371,280.54
696,2024-04-15,NVDA,271.11,279.25,274.19,275.25,275.26,4883123,275.26
697,2024-04-16,NVDA,266.44,270.51,264.59,267.62,267.49,3464681,267.49
698,2024-04-17,NVDA,270.53,277.15,269.94,271.24,271.18,3602288,271.18
699,2024-04-18,NVDA,277.06,284.18,271.87,278.67,278.64,2066203,278.64
700,2024-04-19,NVDA,296.83,297.27,290.18,295.98,295.55,4018596,295.55
701,2024-04-22,NVDA,291.93,295.27,289.17,293.07,292.88,4970902,292.88
702,2024-04-23,NVDA,291.47,291.79,288.97,290.78,290.79,3483851,290.79
703,2024-04-24,NVDA,283.7,287.18,279.73,285.46,285.07,2528235,285.07
704,2024-04-25,NVDA,295.11,295.41,292.93,293.78,293.6,2628608,293.6
705,2024-04-26,NVDA,298.14,302.1,297.56,300.06,300.77,3649854,300.77
706,2024-04-29,NVDA,290.34,297.77,292.24,293.78,293.45,3349758,293.45
707,2024-04-30,NVDA,289.23,289.24,284.57,287.45,287.34,5139215,287.34
708,2024-05-01,NVDA,293.32,296.21,294.22,294.58,294.33,2571168,294.33
709,2024-05-02,NVDA,300.31,298.55,296.8,297.7,297.66,1777662,297.66
710,2024-05-03,NVDA,304.5,304.98,303.03,303.64,303.39,3912523,303.39
711,2024-05-06,NVDA,298.42,298.57,297.2,297.24,297.17,2574678,297.17
712,2024-05-07,NVDA,285.07,285.93,283.21,283.59,283.38,4837172,283.38
713,2024-05-08,NVDA,277.82,277.68,272.84,277.67,277.96,3281362,277.96
714,2024-05-09,NVDA,282.89,284.19,280.96,282.72,282.74,4535321,282.74
715,2024-05-10,NVDA,299.83,298.84,295.17,297.92,297.62,1968616,297.62
716,2024-05-13,NVDA,295.18,296.52,294.46,295.02,295.27,3511989,295.27
717,2024-05-14,NVDA,310.96,314.47,307.06,312.1,311.8,2304486,311.8
718,2024-05-15,NVDA,319.82,323.93,313.1,318.89,318.39,1775891,318.39
719,2024-05-16,NVDA,304.85,309.16,301.68,308.1,308.1,2125347,308.1
720,2024-05-17,NVDA,312.1,310.43,308.41,310.06,310.65,2489920,310.65
721,2024-05-20,NVDA,319.19,321.25,315.11,317.07,316.49,6091148,316.49
722,2024-05-21,NVDA,299.94,298.73,297.42,298.16,297.76,2457192,297.76
723,2024-05-22,NVDA,305.02,304.87,301.59,303.26,303.49,1731034,303.49
724,2024-05-23,NVDA,312.32,314.83,310.34,312.45,312.25,3491139,312.25
725,2024-05-24,NVDA,315.71,320.81,310.28,315.88,316.07,3317063,316.07
726,2024-05-27,NVDA,313.77,317.35,310.97,315.71,315.44,2556049,315.44
727,2024-05-28,NVDA,317.41,315.53,312.11,314.66,314.7,3015837,314.7
728,2024-05-29,NVDA,312.4,314.55,310.12,313.15,313.7,5326013,313.7
729,2024-05-30,NVDA,304.78,306.27,303.09,304.26,303.9,4571504,303.9
730,2024-05-31,NVDA,299.72,302.24,298.92,299.34,299.64,4378054,299.64
731,2024-06-03,NVDA,294.53,299.34,293.27,296.52,296.72,1808775,296.72
732,2024-06-04,NVDA,295.06,300.86,292.62,297.66,297.21,13842775,297.21
733,2024-06-05,NVDA,293.82,295.93,293.72,293.81,293.97,5529600,293.97
734,2024-06-06,NVDA,287.07,289.59,284.97,287.72,287.74,4233392,287.74
735,2024-06-07,NVDA,293.34,296.74,290.75,293.47,293.5,1826375,293.5
736,2024-06-10,NVDA,298.06,298.09,295.65,296.48,296.58,5250663,296.58
737,2024-06-11,NVDA,293.11,295.86,291.88,292.78,292.68,2544477,292.68
738,2024-06-12,NVDA,297.91,303.99,292.72,296.78,296.8,2966414,296.8
739,2024-06-13,NVDA,294.37,294.19,289.36,293.72,293.79,1410719,293.79
740,2024-06-14,NVDA,294.01,295.23,292.34,294.47,294.69,1757246,294.69
741,2024-06-17,NVDA,300.43,302.29,301.4,301.95,301.49,4070487,301.49
742,2024-06-18,NVDA,298.09,306.23,296.76,297.69,298.08,5406526,298.08
743,2024-06-19,NVDA,289.39,290.36,286.07,289.26,288.93,4604074,288.93
744,2024-06-20,NVDA,289.82,288.93,286.0,288.5,288.72,4526273,288.72
745,2024-06-21,NVDA,278.75,280.16,278.69,278.96,278.98,3164851,278.98
746,2024-06-24,NVDA,276.89,278.53,276.46,277.3,276.95,2667484,276.95
747,2024-06-25,NVDA,275.32,278.2,274.72,275.63,275.78,3777026,275.78
748,2024-06-26,NVDA,257.74,259.87,255.13,258.93,258.69,4929283,258.69
749,2024-06-27,NVDA,264.53,263.45,262.22,262.63,262.91,3276974,262.91
750,2024-06-28,NVDA,263.18,263.32,261.04,261.69,261.5,5987149,261.5
751,2024-07-01,NVDA,268.05,273.9,268.45,269.68,269.28,2935726,269.28
752,2024-07-02,NVDA,272.5,272.77,268.9,271.41,271.82,2002407,271.82
753,2024-07-03,NVDA,274.12,277.45,273.16,276.67,276.72,3252123,276.72
754,2024-07-04,NVDA,286.58,286.44,284.51,285.18,285.42,3446901,285.42
755,2024-07-05,NVDA,283.53,285.35,278.93,284.52,284.28,3137650,284.28
756,2024-07-08,NVDA,285.31,285.46,282.47,284.8,284.26,6201661,284.26
757,2024-07-09,NVDA,271.24,275.06,270.67,273.88,274.34,4889746,274.34
758,2024-07-10,NVDA,280.95,285.4,278.16,282.64,282.64,1598425,282.64
759,2024-07-11,NVDA,282.56,282.44,281.77,281.9,282.04,7040456,282.04
760,2024-07-12,NVDA,274.13,276.85,273.22,275.09,275.27,830091,275.27
761,2024-07-15,NVDA,279.28,284.77,279.02,280.45,280.36,9583104,280.36
762,2024-07-16,NVDA,267.3,265.89,264.93,265.45,265.51,2831585,265.51
763,2024-07-17,NVDA,265.77,266.91,260.61,262.87,263.29,2973398,263.29
764,2024-07-18,NVDA,270.36,273.02,267.33,269.1,269.09,3172377,269.09
765,2024-07-19,NVDA,264.97,266.74,265.22,266.42,266.67,3963360,266.67
766,2024-07-22,NVDA,264.22,264.0,259.46,261.91,261.39,3268587,261.39
767,2024-07-23,NVDA,257.42,265.41,258.61,259.45,259.74,3058094,259.74
768,2024-07-24,NVDA,246.29,247.88,246.5,246.67,246.29,6289921,246.29
769,2024-07-25,NVDA,251.4,252.92,249.65,251.33,251.58,4337453,251.58
770,2024-07-26,NVDA,253.22,253.73,250.37,250.81,250.9,2024023,250.9
771,2024-07-29,NVDA,250.49,252.19,248.6,249.35,249.33,4734264,249.33
772,2024-07-30,NVDA,247.35,250.07,246.05,247.92,247.9,4248402,247.9
773,2024-07-31,NVDA,247.09,249.18,246.34,248.26,248.2,2488929,248.2
774,2024-08-01,NVDA,253.83,257.23,245.82,252.56,252.36,4857668,252.36
775,2024-08-02,NVDA,251.81,254.72,251.99,252.49,252.43,3021348,252.43
776,2024-08-05,NVDA,244.41,246.97,240.81,244.14,244.68,2926047,244.68
777,2024-08-06,NVDA,246.2,250.0,243.73,247.9,248.22,2886465,248.22
778,2024-08-07,NVDA,251.95,255.27,250.78,251.24,251.02,970863,251.02
779,2024-08-08,NVDA,253.4,254.32,251.85,252.78,252.85,2512152,252.85
780,2024-08-09,NVDA,258.22,264.18,259.56,259.83,259.85,4669612,259.85
781,2024-08-12,NVDA,261.63,260.44,256.09,260.29,260.25,3232590,260.25
782,2024-08-13,NVDA,268.52,268.33,263.62,267.78,267.51,1719263,267.51
783,2024-08-14,NVDA,278.49,278.33,277.33,277.47,277.59,5295222,277.59
784,2024-08-15,NVDA,281.25,283.29,280.59,281.78,282.02,2815639,282.02
785,2024-08-16,NVDA,277.04,276.82,271.56,276.8,276.57,1774824,276.57
786,2024-08-19,NVDA,276.26,281.59,275.51,276.17,276.71,9850238,276.71
787,2024-08-20,NVDA,284.79,286.52,279.44,285.0,285.43,1930739,285.43
788,2024-08-21,NVDA,274.85,274.88,273.3,274.61,274.76,5074536,274.76
789,2024-08-22,NVDA,273.91,274.65,266.99,272.2,271.86,2225167,271.86
790,2024-08-23,NVDA,271.59,274.37,268.77,270.13,270.24,3498739,270.24
791,2024-08-26,NVDA,263.0,268.64,263.07,264.56,264.64,2082145,264.64
792,2024-08-27,NVDA,271.93,273.93,269.21,270.6,270.74,1759161,270.74
793,2024-08-28,NVDA,275.05,275.35,271.84,273.42,273.85,4244358,273.85
794,2024-08-29,NVDA,268.63,270.65,264.28,268.83,268.78,4003362,268.78
795,2024-08-30,NVDA,273.86,280.05,272.77,273.17,273.73,5793949,273.73
796,2024-09-02,NVDA,273.03,274.44,271.44,272.36,272.47,3213300,272.47
797,2024-09-03,NVDA,265.44,267.55,265.91,266.57,266.49,9921115,266.49
798,2024-09-04,NVDA,261.59,263.07,257.84,262.09,262.72,3738418,262.72
799,2024-09-05,NVDA,266.2,268.19,262.94,265.21,265.43,4340010,265.43
800,2024-09-06,NVDA,271.02,274.0,267.76,271.7,271.57,1657440,271.57
801,2024-09-09,NVDA,253.77,252.98,251.75,252.54,252.56,2404753,252.56
802,2024-09-10,NVDA,243.22,241.73,241.55,241.65,241.8,4239008,241.8
803,2024-09-11,NVDA,237.27,236.04,234.92,235.92,235.89,3134205,235.89
804,2024-09-12,NVDA,226.33,225.63,221.71,224.11,224.14,3590641,224.14
805,2024-09-13,NVDA,219.58,221.56,219.14,219.68,219.5,2173290,219.5
806,2024-09-16,NVDA,218.29,219.02,215.11,218.09,217.73,3474542,217.73
807,2024-09-17,NVDA,218.31,219.97,217.16,217.96,217.98,3468639,217.98
808,2024-09-18,NVDA,226.66,229.76,221.28,226.73,226.76,1811711,226.76
809,2024-09-19,NVDA,210.95,211.49,208.52,210.38,210.49,4507597,210.49
810,2024-09-20,NVDA,207.22,210.45,206.35,209.01,208.89,1397181,208.89
811,2024-09-23,NVDA,199.63,199.58,197.71,199.42,199.15,3584462,199.15
812,2024-09-24,NVDA,197.49,200.56,197.07,198.86,198.67,7903342,198.67
813,2024-09-25,NVDA,197.36,201.3,197.66,198.32,198.53,4594062,198.53
814,2024-09-26,NVDA,187.2,189.55,185.51,186.52,186.4,4579725,186.4
815,2024-09-27,NVDA,175.89,177.29,174.13,176.07,175.99,2087101,175.99
816,2024-09-30,NVDA,176.76,178.89,175.28,176.15,176.09,7917064,176.09
817,2024-10-01,NVDA,172.6,173.05,171.42,172.79,172.68,6506804,172.68
818,2024-10-02,NVDA,168.75,169.1,165.87,167.82,167.7,2144045,167.7
819,2024-10-03,NVDA,168.68,170.95,165.91,168.88,168.73,2578242,168.73
820,2024-10-04,NVDA,168.78,170.45,168.56,170.44,170.68,6121563,170.68
821,2024-10-07,NVDA,163.61,163.54,162.76,163.42,163.53,8025011,163.53
822,2024-10-08,NVDA,152.91,156.03,153.1,154.59,154.78,1736977,154.78
823,2024-10-09,NVDA,142.65,144.62,142.25,143.69,143.9,1979083,143.9
824,2024-10-10,NVDA,140.39,142.07,140.5,141.01,140.68,3042246,140.68
825,2024-10-11,NVDA,129.51,133.01,130.06,130.16,130.21,1104002,130.21
826,2024-10-14,NVDA,127.73,128.3,126.61,128.08,128.0,3300295,128.0
827,2024-10-15,NVDA,131.06,134.51,131.29,131.75,131.9,5914229,131.9
828,2024-10-16,NVDA,126.36,128.51,127.08,127.25,127.16,1592286,127.16
829,2024-10-17,NVDA,122.92,123.04,121.72,121.98,121.85,3483518,121.85
830,2024-10-18,NVDA,115.16,116.21,114.55,115.55,115.38,2443921,115.38
831,2024-10-21,NVDA,119.4,121.73,119.87,120.74,120.71,7422102,120.71
832,2024-10-22,NVDA,124.77,126.29,123.6,124.99,125.11,2458603,125.11
833,2024-10-23,NVDA,123.01,124.34,123.03,123.71,123.74,6986543,123.74
834,2024-10-24,NVDA,124.12,125.46,123.2,124.67,124.52,2424831,124.52
835,2024-10-25,NVDA,126.56,126.94,125.35,126.11,126.38,4807019,126.38
836,2024-10-28,NVDA,126.97,130.43,125.29,127.26,127.34,3707887,127.34
837,2024-10-29,NVDA,131.75,132.53,131.81,132.51,132.61,3050645,132.61
838,2024-10-30,NVDA,133.7,135.8,132.71,133.41,133.58,2201689,133.58
839,2024-10-31,NVDA,135.48,135.39,134.14,134.71,134.48,3842169,134.48
840,2024-11-01,NVDA,137.6,140.11,137.04,137.23,137.11,2622745,137.11
841,2024-11-04,NVDA,139.45,141.44,139.86,141.19,141.3,2315455,141.3
842,2024-11-05,NVDA,143.73,145.33,142.59,144.54,144.42,6826764,144.42
843,2024-11-06,NVDA,146.85,148.46,146.67,146.82,146.78,4298450,146.78
844,2024-11-07,NVDA,142.8,144.35,141.71,142.97,142.96,4510053,142.96
845,2024-11-08,NVDA,142.06,143.01,141.64,142.29,142.11,2687711,142.11
846,2024-11-11,NVDA,144.62,145.89,144.26,145.34,145.28,2978739,145.28
847,2024-11-12,NVDA,145.76,147.81,145.4,146.79,146.92,2886951,146.92
848,2024-11-13,NVDA,151.45,150.49,149.39,149.95,150.06,3869436,150.06
849,2024-11-14,NVDA,156.38,156.6,155.32,156.36,156.53,4505915,156.53
850,2024-11-15,NVDA,153.95,153.48,152.06,153.46,153.62,3219943,153.62
851,2024-11-18,NVDA,157.72,157.74,156.45,157.72,157.78,2199361,157.78
852,2024-11-19,NVDA,157.5,158.52,157.29,157.47,157.52,4781597,157.52
853,2024-11-20,NVDA,161.15,163.2,159.18,161.2,161.24,3324074,161.24
854,2024-11-21,NVDA,160.97,162.42,160.49,161.87,161.77,1590536,161.77
855,2024-11-22,NVDA,168.28,170.23,166.64,169.57,169.39,1123941,169.39
856,2024-11-25,NVDA,171.19,172.12,170.6,170.86,170.74,3794065,170.74
857,2024-11-26,NVDA,169.68,170.97,166.38,169.52,169.47,2159231,169.47
858,2024-11-27,NVDA,172.6,173.81,170.88,171.79,171.68,4055283,171.68
859,2024-11-28,NVDA,174.4,174.06,168.18,173.77,173.84,2218165,173.84
860,2024-11-29,NVDA,177.87,180.67,178.0,178.59,178.63,3494122,178.63
861,2024-12-02,NVDA,182.11,182.73,180.66,181.08,181.14,2705505,181.14
862,2024-12-03,NVDA,191.68,193.28,186.84,190.95,191.02,7849500,191.02
863,2024-12-04,NVDA,192.14,192.61,190.66,191.48,191.71,5257456,191.71
864,2024-12-05,NVDA,194.22,193.56,191.73,192.06,192.06,6411786,192.06
865,2024-12-06,NVDA,192.65,192.73,189.92,190.7,190.89,3308560,190.89
866,2024-12-09,NVDA,192.64,192.51,191.72,191.98,192.08,4931631,192.08
867,2024-12-10,NVDA,194.37,194.18,193.69,193.83,194.04,3422305,194.04
868,2024-12-11,NVDA,196.94,197.01,195.53,195.88,196.2,6816084,196.2
869,2024-12-12,NVDA,196.55,197.84,193.01,197.13,197.24,3152539,197.24
870,2024-12-13,NVDA,195.15,196.67,194.98,195.71,195.73,1625385,195.73
871,2024-12-16,NVDA,193.89,195.13,192.91,193.24,193.26,1203433,193.26
872,2024-12-17,NVDA,191.93,194.4,191.97,192.75,192.66,7528117,192.66
873,2024-12-18,NVDA,198.7,198.48,196.57,198.12,198.02,4152629,198.02
874,2024-12-19,NVDA,204.64,204.9,204.12,204.48,204.67,4291420,204.67
875,2024-12-20,NVDA,204.31,205.53,204.62,205.19,204.99,6884781,204.99
876,2024-12-23,NVDA,202.38,202.46,198.46,202.35,202.68,1431355,202.68
877,2024-12-24,NVDA,204.36,203.23,202.54,203.04,203.01,2732423,203.01
878,2024-12-25,NVDA,212.63,213.19,211.89,212.55,213.15,2905061,213.15
879,2024-12-26,NVDA,217.95,220.94,217.72,217.85,217.7,4738056,217.7
880,2024-12-27,NVDA,221.71,223.03,218.73,221.34,221.4,2312130,221.4
881,2024-12-30,NVDA,227.23,226.75,223.46,226.71,226.63,1792842,226.63
882,2024-12-31,NVDA,234.44,235.88,232.82,234.83,234.64,1784815,234.64
883,2025-01-01,NVDA,230.99,230.86,227.29,230.59,230.84,5807780,230.84
884,2025-01-02,NVDA,228.73,230.9,227.3,229.94,229.68,2255165,229.68
885,2025-01-03,NVDA,227.74,232.08,227.3,228.65,228.5,2480550,228.5
886,2025-01-06,NVDA,231.7,235.67,229.83,232.48,232.62,4489487,232.62
887,2025-01-07,NVDA,234.94,235.94,230.07,234.39,234.56,2304852,234.56
888,2025-01-08,NVDA,239.3,241.8,236.89,239.11,238.77,1393774,238.77
889,2025-01-09,NVDA,237.72,241.41,237.24,237.88,238.02,1482365,238.02
890,2025-01-10,NVDA,246.44,246.04,243.86,245.59,245.63,3177471,245.63
891,2025-01-13,NVDA,246.95,249.11,244.62,246.48,246.26,4191898,246.26
892,2025-01-14,NVDA,250.77,252.22,249.7,251.14,250.94,2954610,250.94
893,2025-01-15,NVDA,257.06,259.32,257.36,258.4,257.87,4054027,257.87
894,2025-01-16,NVDA,264.36,265.8,263.84,265.45,265.91,1459466,265.91
895,2025-01-17,NVDA,266.72,269.8,261.89,268.7,268.97,1509589,268.97
896,2025-01-20,NVDA,274.64,276.42,274.33,274.44,274.09,10089117,274.09
897,2025-01-21,NVDA,284.14,286.03,284.91,285.37,285.6,6054983,285.6
898,2025-01-22,NVDA,289.01,290.4,287.66,289.73,289.57,4801725,289.57
899,2025-01-23,NVDA,286.77,287.41,286.25,286.95,287.22,2350497,287.22
900,2025-01-24,NVDA,295.54,295.69,293.43,294.01,293.86,2902250,293.86
901,2025-01-27,NVDA,306.64,306.02,305.17,305.22,305.11,3266276,305.11
902,2025-01-28,NVDA,305.18,310.45,304.09,305.26,305.17,6307014,305.17
903,2025-01-29,NVDA,286.09,287.8,279.28,284.29,284.11,3998346,284.11
904,2025-01-30,NVDA,280.31,288.05,281.48,283.16,283.56,4252241,283.56
905,2025-01-31,NVDA,286.34,288.81,283.55,283.68,283.93,3006155,283.93
906,2025-02-03,NVDA,283.29,288.18,280.48,282.31,282.34,4858948,282.34
907,2025-02-04,NVDA,285.11,286.88,284.12,284.96,285.26,3802469,285.26
908,2025-02-05,NVDA,280.6,283.41,280.25,281.85,281.39,3341770,281.39
909,2025-02-06,NVDA,287.41,291.52,286.53,288.04,287.69,2254543,287.69
910,2025-02-07,NVDA,280.78,282.89,275.85,279.93,280.06,3088555,280.06
911,2025-02-10,NVDA,289.78,291.02,288.58,288.87,289.08,1905459,289.08
912,2025-02-11,NVDA,301.35,300.52,299.06,300.35,300.43,3204063,300.43
913,2025-02-12,NVDA,292.72,294.28,288.33,293.79,293.24,3417622,293.24
914,2025-02-13,NVDA,286.04,289.18,286.03,287.38,287.07,982387,287.07
915,2025-02-14,NVDA,290.9,292.81,289.31,290.62,290.74,2913396,290.74
916,2025-02-17,NVDA,283.37,289.58,278.44,282.28,282.97,1815842,282.97
917,2025-02-18,NVDA,279.09,282.8,275.68,279.09,279.43,4194646,279.43
918,2025-02-19,NVDA,289.18,288.58,283.34,287.06,287.51,4495465,287.51
919,2025-02-20,NVDA,292.69,295.83,287.14,292.64,292.74,2641427,292.74
920,2025-02-21,NVDA,307.42,307.69,306.53,307.42,307.52,4301657,307.52
921,2025-02-24,NVDA,310.07,309.6,307.24,309.04,308.72,4393046,308.72
922,2025-02-25,NVDA,306.49,307.87,301.7,304.63,304.92,2914305,304.92
923,2025-02-26,NVDA,303.26,308.89,302.71,305.32,305.3,7040174,305.3
924,2025-02-27,NVDA,302.78,305.35,302.62,304.48,304.69,2274936,304.69
925,2025-02-28,NVDA,303.27,308.39,299.75,303.74,303.75,6822133,303.75
926,2025-03-03,NVDA,308.67,305.19,303.78,303.87,303.95,2920893,303.95
927,2025-03-04,NVDA,296.7,297.41,292.79,297.09,297.07,2144328,297.07
928,2025-03-05,NVDA,299.3,305.29,292.57,299.49,299.55,2742075,299.55
929,2025-03-06,NVDA,290.13,293.71,285.94,289.24,289.53,1886635,289.53
930,2025-03-07,NVDA,285.73,288.24,282.66,284.34,283.98,4839291,283.98
931,2025-03-10,NVDA,284.02,288.62,280.07,283.78,283.36,1466831,283.36
932,2025-03-11,NVDA,269.6,271.59,266.92,268.04,268.15,6548877,268.15
933,2025-03-12,NVDA,271.83,278.04,272.17,273.46,273.85,2047369,273.85
934,2025-03-13,NVDA,258.7,260.34,256.5,259.69,260.13,4967000,260.13
935,2025-03-14,NVDA,265.84,267.4,261.75,264.3,263.98,3308855,263.98
936,2025-03-17,NVDA,256.04,259.48,253.7,256.02,255.92,3743036,255.92
937,2025-03-18,NVDA,252.09,254.2,253.67,253.69,253.31,2433833,253.31
938,2025-03-19,NVDA,255.53,258.4,256.74,257.23,257.09,3899675,257.09
939,2025-03-20,NVDA,270.53,271.74,271.22,271.63,271.93,3497248,271.93
940,2025-03-21,NVDA,272.69,273.13,272.58,272.69,272.69,1577015,272.69
941,2025-03-24,NVDA,260.05,264.19,256.72,259.45,259.35,2020286,259.35
942,2025-03-25,NVDA,265.45,266.28,265.11,265.89,266.04,2494363,266.04
943,2025-03-26,NVDA,265.13,266.75,261.23,264.62,264.41,2241154,264.41
944,2025-03-27,NVDA,264.76,265.72,264.91,265.34,265.77,6115918,265.77
945,2025-03-28,NVDA,270.96,272.27,268.82,269.31,269.31,3280502,269.31
946,2025-03-31,NVDA,257.84,256.0,254.38,254.6,254.49,2214781,254.49
947,2025-04-01,NVDA,254.39,256.56,252.04,254.89,255.04,2557690,255.04
948,2025-04-02,NVDA,253.14,252.77,250.28,252.54,252.77,2540238,252.77
949,2025-04-03,NVDA,261.02,261.3,256.72,260.5,260.92,2830532,260.92
950,2025-04-04,NVDA,265.68,270.65,264.38,265.5,265.44,1909468,265.44
951,2025-04-07,NVDA,270.27,273.73,269.31,269.39,269.68,2176077,269.68
952,2025-04-08,NVDA,270.64,272.45,266.72,270.0,270.03,4796051,270.03
953,2025-04-09,NVDA,257.52,259.84,255.08,258.13,257.97,3586443,257.97
954,2025-04-10,NVDA,263.01,262.9,259.92,261.29,261.09,3029266,261.09
955,2025-04-11,NVDA,262.95,263.12,261.55,262.68,262.39,3273307,262.39
956,2025-04-14,NVDA,269.03,270.58,267.02,269.55,269.35,3195389,269.35
957,2025-04-15,NVDA,269.56,267.42,265.08,266.31,266.61,2944455,266.61
958,2025-04-16,NVDA,258.94,259.22,258.36,259.09,259.27,4233554,259.27
959,2025-04-17,NVDA,261.07,261.26,260.27,260.74,260.42,4079887,260.42
960,2025-04-18,NVDA,263.74,265.35,261.23,263.51,263.05,1489749,263.05
961,2025-04-21,NVDA,264.62,265.3,263.28,264.79,264.5,3060898,264.5
962,2025-04-22,NVDA,266.29,268.63,264.98,265.69,265.49,1539687,265.49
963,2025-04-23,NVDA,259.71,262.29,260.47,260.81,260.73,4491910,260.73
964,2025-04-24,NVDA,261.65,263.26,259.27,260.87,261.18,4798592,261.18
965,2025-04-25,NVDA,257.55,259.97,258.53,259.84,259.69,2408730,259.69
966,2025-04-28,NVDA,264.46,268.14,265.64,266.19,266.64,3083637,266.64
967,2025-04-29,NVDA,271.46,269.35,265.04,269.01,268.56,1137427,268.56
968,2025-04-30,NVDA,266.63,268.41,263.49,268.32,268.23,5316867,268.23
969,2025-05-01,NVDA,275.65,279.35,276.18,278.37,278.59,4661448,278.59
970,2025-05-02,NVDA,276.0,281.08,274.32,277.71,277.95,5809718,277.95
971,2025-05-05,NVDA,284.09,282.31,280.86,281.64,281.55,6874105,281.55
972,2025-05-06,NVDA,279.03,282.9,281.39,281.55,281.83,1772577,281.83
973,2025-05-07,NVDA,290.18,292.65,290.5,291.58,291.81,5096283,291.81
974,2025-05-08,NVDA,290.82,297.56,287.23,292.96,292.76,6849267,292.76
975,2025-05-09,NVDA,294.12,296.41,293.99,294.52,294.61,1548366,294.61
976,2025-05-12,NVDA,293.94,294.81,292.35,294.58,294.79,3000814,294.79
977,2025-05-13,NVDA,295.91,296.99,295.78,296.62,296.44,2725872,296.44
978,2025-05-14,NVDA,307.45,307.61,303.92,304.63,305.14,5013931,305.14
979,2025-05-15,NVDA,308.83,312.58,310.64,310.69,310.44,987596,310.44
980,2025-05-16,NVDA,311.64,317.36,307.25,311.8,311.85,8104895,311.85
981,2025-05-19,NVDA,323.89,323.58,319.83,323.35,322.94,3090153,322.94
982,2025-05-20,NVDA,328.34,333.89,323.52,329.96,330.0,5168262,330.0
983,2025-05-21,NVDA,328.86,333.28,327.33,328.06,327.71,3172027,327.71
984,2025-05-22,NVDA,319.35,320.33,317.18,319.99,319.89,4181006,319.89
985,2025-05-23,NVDA,318.89,318.43,316.89,318.29,317.79,1024065,317.79
986,2025-05-26,NVDA,321.7,323.55,318.05,321.88,322.14,2696752,322.14
987,2025-05-27,NVDA,323.34,327.55,324.18,326.69,326.8,4994663,326.8
988,2025-05-28,NVDA,338.75,338.29,334.58,336.55,336.91,3776718,336.91
989,2025-05-29,NVDA,333.61,330.47,320.1,330.19,330.08,1442054,330.08
990,2025-05-30,NVDA,327.99,331.6,320.19,328.28,328.65,3370974,328.65
991,2025-06-02,NVDA,320.09,323.86,319.7,321.53,321.55,2170848,321.55
992,2025-06-03,NVDA,316.25,316.43,312.08,313.89,313.92,2078777,313.92
993,2025-06-04,NVDA,313.83,311.53,305.69,310.89,311.55,1528279,311.55
994,2025-06-05,NVDA,313.84,320.15,310.31,314.1,313.95,4454170,313.95
