"ToolID","ToolName","FileName","Category","Layer","ToolType","Path","Status","Risk","SizeBytes","ModifiedTime"
"VIA-SUP-0143","VETF_VIA_HardGate_SealEngine.cpython-313","VETF_VIA_HardGate_SealEngine.cpython-313.pyc","80_VETF_Supportive_Sort","L3_HardGate_Protection","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_HardGate_SealEngine.cpython-313.pyc","FOUND","LOW","5057","2026-06-10 12:33:57"
"VIA-SUP-0144","VETF_VIA_RegistryCore_v1.cpython-313","VETF_VIA_RegistryCore_v1.cpython-313.pyc","80_VETF_Supportive_Sort","L2_SSOT_Registry","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_RegistryCore_v1.cpython-313.pyc","FOUND","LOW","47273","2026-06-10 12:33:57"
"VIA-SUP-0145","VETF_VIA_Runtime_Bridge_All_in_One.cpython-313","VETF_VIA_Runtime_Bridge_All_in_One.cpython-313.pyc","80_VETF_Supportive_Sort","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_Runtime_Bridge_All_in_One.cpython-313.pyc","FOUND","LOW","25596","2026-06-10 12:33:57"
"VIA-SUP-0146","VETF_VIA_RuntimeImportFirewall.cpython-313","VETF_VIA_RuntimeImportFirewall.cpython-313.pyc","80_VETF_Supportive_Sort","L3_HardGate_Protection","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_RuntimeImportFirewall.cpython-313.pyc","FOUND","LOW","12302","2026-06-10 12:33:57"
"VIA-SUP-0147","VETF_VIA_SSOT_Unified.cpython-313","VETF_VIA_SSOT_Unified.cpython-313.pyc","80_VETF_Supportive_Sort","L2_SSOT_Registry","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_SSOT_Unified.cpython-313.pyc","FOUND","LOW","273852","2026-06-10 12:33:58"
"VIA-SUP-0148","VETF_VIA_Supportive_Runtime_HardGate_Bridge.cpython-313","VETF_VIA_Supportive_Runtime_HardGate_Bridge.cpython-313.pyc","80_VETF_Supportive_Sort","L3_HardGate_Protection","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_Supportive_Runtime_HardGate_Bridge.cpython-313.pyc","FOUND","LOW","17914","2026-06-10 12:33:58"
"VIA-SUP-0149","VETF_VIS_InstallHealthRegistry.cpython-313","VETF_VIS_InstallHealthRegistry.cpython-313.pyc","80_VETF_Supportive_Sort","L2_SSOT_Registry","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_InstallHealthRegistry.cpython-313.pyc","FOUND","LOW","7272","2026-06-10 12:33:58"
"VIA-SUP-0150","VETF_VIS_VRN_FinancialRescueRules_v06126.cpython-313","VETF_VIS_VRN_FinancialRescueRules_v06126.cpython-313.pyc","80_VETF_Supportive_Sort","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_VRN_FinancialRescueRules_v06126.cpython-313.pyc","FOUND","LOW","9697","2026-06-10 12:33:58"
"VIA-SUP-0151","VETF_VIS_VRN_FinancialSSOT_v0608.cpython-313","VETF_VIS_VRN_FinancialSSOT_v0608.cpython-313.pyc","80_VETF_Supportive_Sort","L2_SSOT_Registry","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_VRN_FinancialSSOT_v0608.cpython-313.pyc","FOUND","LOW","14739","2026-06-10 12:33:58"
"VIA-SUP-0152","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313.pyc","80_VETF_Supportive_Sort","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313.pyc","FOUND","LOW","9340","2026-06-10 12:33:58"
"VIA-SUP-0153","VETF_VIA_HardGate_SealEngine","VETF_VIA_HardGate_SealEngine.py","80_VETF_Supportive_Sort","L3_HardGate_Protection","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_HardGate_SealEngine.py","FOUND","LOW","4582","2026-05-26 16:35:45"
"VIA-SUP-0154","VETF_VIA_HardGate_SealEngine.py.freeze.lock","VETF_VIA_HardGate_SealEngine.py.freeze.lock.json","80_VETF_Supportive_Sort","L3_HardGate_Protection","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_HardGate_SealEngine.py.freeze.lock.json","FOUND","LOW","1080","2026-06-08 20:10:15"
"VIA-SUP-0155","VETF_VIA_RegistryCore_v1","VETF_VIA_RegistryCore_v1.py","80_VETF_Supportive_Sort","L2_SSOT_Registry","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RegistryCore_v1.py","FOUND","LOW","49130","2026-05-26 16:47:57"
"VIA-SUP-0156","VETF_VIA_RegistryCore_v1.py.freeze.lock","VETF_VIA_RegistryCore_v1.py.freeze.lock.json","80_VETF_Supportive_Sort","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RegistryCore_v1.py.freeze.lock.json","FOUND","LOW","1066","2026-06-08 20:10:15"
"VIA-SUP-0157","VETF_VIA_Runtime_Bridge_All_in_One","VETF_VIA_Runtime_Bridge_All_in_One.py","80_VETF_Supportive_Sort","L5_Acceleration_InstallPlanner","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Runtime_Bridge_All_in_One.py","FOUND","LOW","29537","2026-05-26 16:47:58"
"VIA-SUP-0158","VETF_VIA_Runtime_Bridge_All_in_One.py.freeze.lock","VETF_VIA_Runtime_Bridge_All_in_One.py.freeze.lock.json","80_VETF_Supportive_Sort","L5_Acceleration_InstallPlanner","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Runtime_Bridge_All_in_One.py.freeze.lock.json","FOUND","LOW","1105","2026-06-08 20:10:15"
"VIA-SUP-0159","VETF_VIA_RuntimeImportFirewall","VETF_VIA_RuntimeImportFirewall.py","80_VETF_Supportive_Sort","L3_HardGate_Protection","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RuntimeImportFirewall.py","FOUND","LOW","9658","2026-05-26 16:35:45"
"VIA-SUP-0160","VETF_VIA_RuntimeImportFirewall.py.freeze.lock","VETF_VIA_RuntimeImportFirewall.py.freeze.lock.json","80_VETF_Supportive_Sort","L3_HardGate_Protection","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RuntimeImportFirewall.py.freeze.lock.json","FOUND","LOW","1089","2026-06-08 20:10:15"
"VIA-SUP-0161","VETF_VIA_SSOT_Unified","VETF_VIA_SSOT_Unified.py","80_VETF_Supportive_Sort","L2_SSOT_Registry","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_SSOT_Unified.py","FOUND","LOW","306724","2026-05-26 16:47:58"
"VIA-SUP-0162","VETF_VIA_SSOT_Unified.py.freeze.lock","VETF_VIA_SSOT_Unified.py.freeze.lock.json","80_VETF_Supportive_Sort","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_SSOT_Unified.py.freeze.lock.json","FOUND","LOW","1055","2026-06-08 20:10:15"
"VIA-SUP-0163","VETF_VIA_Supportive_Runtime_HardGate_Bridge","VETF_VIA_Supportive_Runtime_HardGate_Bridge.py","80_VETF_Supportive_Sort","L3_HardGate_Protection","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Supportive_Runtime_HardGate_Bridge.py","FOUND","LOW","14829","2026-05-26 16:47:59"
"VIA-SUP-0164","VETF_VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock","VETF_VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock.json","80_VETF_Supportive_Sort","L3_HardGate_Protection","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock.json","FOUND","LOW","1141","2026-06-08 20:10:15"
"VIA-SUP-0165","VETF_VIS_InstallHealthRegistry_VRN_v02143","VETF_VIS_InstallHealthRegistry_VRN_v02143.json","80_VETF_Supportive_Sort","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry_VRN_v02143.json","FOUND","LOW","4508","2026-05-24 19:43:02"
"VIA-SUP-0166","VETF_VIS_InstallHealthRegistry_VRN_v02143.json.freeze.lock","VETF_VIS_InstallHealthRegistry_VRN_v02143.json.freeze.lock.json","80_VETF_Supportive_Sort","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry_VRN_v02143.json.freeze.lock.json","FOUND","LOW","1077","2026-06-08 20:10:16"
"VIA-SUP-0167","VETF_VIS_InstallHealthRegistry","VETF_VIS_InstallHealthRegistry.py","80_VETF_Supportive_Sort","L2_SSOT_Registry","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry.py","FOUND","LOW","5107","2026-05-26 16:35:46"
"VIA-SUP-0168","VETF_VIS_InstallHealthRegistry.py.freeze.lock","VETF_VIS_InstallHealthRegistry.py.freeze.lock.json","80_VETF_Supportive_Sort","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry.py.freeze.lock.json","FOUND","LOW","1088","2026-06-08 20:10:15"
"VIA-SUP-0169","VETF_VIS_VRN_FinancialRescueRules_v06126","VETF_VIS_VRN_FinancialRescueRules_v06126.py","80_VETF_Supportive_Sort","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialRescueRules_v06126.py","FOUND","LOW","9644","2026-05-26 16:35:46"
"VIA-SUP-0170","VETF_VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock","VETF_VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock.json","80_VETF_Supportive_Sort","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock.json","FOUND","LOW","1128","2026-06-08 20:10:16"
"VIA-SUP-0171","VETF_VIS_VRN_FinancialSSOT_v0608","VETF_VIS_VRN_FinancialSSOT_v0608.py","80_VETF_Supportive_Sort","L2_SSOT_Registry","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialSSOT_v0608.py","FOUND","LOW","17050","2026-05-26 16:35:47"
"VIA-SUP-0172","VETF_VIS_VRN_FinancialSSOT_v0608.py.freeze.lock","VETF_VIS_VRN_FinancialSSOT_v0608.py.freeze.lock.json","80_VETF_Supportive_Sort","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialSSOT_v0608.py.freeze.lock.json","FOUND","LOW","1095","2026-06-08 20:10:16"
"VIA-SUP-0173","VETF_VIS_VRN_HistoricalValidationPolicy_v0100","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py","80_VETF_Supportive_Sort","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py","FOUND","LOW","8849","2026-05-31 06:47:07"
"VIA-SUP-0174","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock.json","80_VETF_Supportive_Sort","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock.json","FOUND","LOW","1149","2026-06-08 20:10:16"
"VIA-SUP-0175","Invoke-VeritasNexusCore","Invoke-VeritasNexusCore.ps1","00_Root","L1_Control_Entry","powershell","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Invoke-VeritasNexusCore.ps1","FOUND","LOW","29603","2026-06-10 19:37:29"
"VIA-SUP-0176","Read_Me_VeritasNexusCore","Read_Me_VeritasNexusCore.md","00_Root","L0_SSOT_Documentation","markdown","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Read_Me_VeritasNexusCore.md","FOUND","LOW","11108","2026-06-08 20:22:08"
