file_path,file_name,column_name,row_count,non_blank_count,non_blank_ratio,unique_count,numeric_ratio,date_ratio,symbol_score,date_score,value_score,source_score,sample_values
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,vdf_mapping_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,vdf_target_table,150,150,1.0,1,0.0,0.0,25,0,0,10,VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,vdf_seeded_at,150,150,1.0,2,1.0,1.0,-40,40,-5,10,2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,vdf_original_row_hash,150,150,1.0,150,1.0,0.04,-10,-25,45,90,c40c2417ebcd7bbd | 3b448f17b94509de | 8684c9acc94b1000 | 09f777d25015dc7d | ca18e72573fe5a0f | 0dcea352e5f26e04 | 5d472fb1b3e9abab | 535bf7b6e3430232
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,canonical_family,150,150,1.0,1,0.0,0.0,25,0,0,10,VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,symbol,150,150,1.0,2,0.0,0.0,85,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,date,150,120,0.8,120,1.0,1.0,-50,100,-45,10,2026-02-11 | 2026-02-12 | 2026-02-13 | 2026-02-14 | 2026-02-15 | 2026-02-16 | 2026-02-17 | 2026-02-18
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,value,150,30,0.2,30,0.0333,0.0,10,0,60,0,FEF | FCPO | RSS3 | RS | BTC | CT | NID | PBD
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,source,150,150,1.0,2,0.0,0.0,25,0,0,90,stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,unit,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,frequency,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,description,150,150,1.0,2,0.0,0.0,25,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,route,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,vdf_mapping_gate,150,150,1.0,1,1.0,0.0,0,-25,45,10,v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,vdf_mapping_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,vdf_target_table,150,150,1.0,1,0.0,0.0,25,0,0,10,VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,vdf_seeded_at,150,150,1.0,2,1.0,1.0,-40,40,-5,10,2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json,VDF_AkShare_CanonicalPreview_v0277.json,vdf_original_row_hash,150,150,1.0,150,1.0,0.04,-10,-25,45,90,c40c2417ebcd7bbd | 3b448f17b94509de | 8684c9acc94b1000 | 09f777d25015dc7d | ca18e72573fe5a0f | 0dcea352e5f26e04 | 5d472fb1b3e9abab | 535bf7b6e3430232
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\plan\VDF_AkShare_KeyRepairRootCauseSmartRemapPlan_v027811.json,VDF_AkShare_KeyRepairRootCauseSmartRemapPlan_v027811.json,0,7,7,1.0,7,0.0,0.0,15,0,0,10,Root-cause only. | Smart remap preview only. | No DATABASE write. | No canonical merge. | No destructive delete. | No Stop-Process. | No exit.
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,canonical_family,150,150,1.0,1,0.0,0.0,25,0,0,10,VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,symbol,150,150,1.0,2,0.0,0.0,85,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,date,150,150,1.0,120,1.0,1.0,-50,100,-45,10,2026-02-11 | 2026-02-12 | 2026-02-13 | 2026-02-14 | 2026-02-15 | 2026-02-16 | 2026-02-17 | 2026-02-18
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,value,150,121,0.8067,2,1.0,0.9917,-40,40,55,10,2026 | 2026 | 2026 | 2026 | 2026 | 2026 | 2026 | 2026
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,source,150,150,1.0,2,0.0,0.0,25,0,0,90,stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,unit,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,frequency,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,description,150,150,1.0,2,0.0,0.0,25,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,route,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,vdf_mapping_gate,150,150,1.0,1,1.0,0.0,0,-25,45,10,v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,vdf_mapping_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,vdf_target_table,150,150,1.0,1,0.0,0.0,25,0,0,10,VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,vdf_seeded_at,150,150,1.0,2,1.0,1.0,-40,40,-5,10,2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,vdf_original_row_hash,150,150,1.0,150,1.0,0.04,-10,-25,45,90,c40c2417ebcd7bbd | 3b448f17b94509de | 8684c9acc94b1000 | 09f777d25015dc7d | ca18e72573fe5a0f | 0dcea352e5f26e04 | 5d472fb1b3e9abab | 535bf7b6e3430232
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,_vdf_overlap_existing,150,150,1.0,1,0.0,0.0,25,0,0,10,False | False | False | False | False | False | False | False
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,_vdf_dryrun_action,150,150,1.0,1,0.0,0.0,25,0,0,10,ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,_vdf_dryrun_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,_vdf_dryrun_at,150,150,1.0,1,1.0,1.0,-40,40,-5,10,2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,_vdf_smart_remap_gate,150,150,1.0,1,1.0,0.0,0,-25,45,10,v027.8.1.1 | v027.8.1.1 | v027.8.1.1 | v027.8.1.1 | v027.8.1.1 | v027.8.1.1 | v027.8.1.1 | v027.8.1.1
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,_vdf_smart_remap_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,SMART_REMAP_PREVIEW_ONLY_NO_DATABASE_WRITE | SMART_REMAP_PREVIEW_ONLY_NO_DATABASE_WRITE | SMART_REMAP_PREVIEW_ONLY_NO_DATABASE_WRITE | SMART_REMAP_PREVIEW_ONLY_NO_DATABASE_WRITE | SMART_REMAP_PREVIEW_ONLY_NO_DATABASE_WRITE | SMART_REMAP_PREVIEW_ONLY_NO_DATABASE_WRITE | SMART_REMAP_PREVIEW_ONLY_NO_DATABASE_WRITE | SMART_REMAP_PREVIEW_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,_vdf_smart_remap_at,150,150,1.0,1,1.0,1.0,-40,40,-5,10,2026-06-10 22:15:01 | 2026-06-10 22:15:01 | 2026-06-10 22:15:01 | 2026-06-10 22:15:01 | 2026-06-10 22:15:01 | 2026-06-10 22:15:01 | 2026-06-10 22:15:01 | 2026-06-10 22:15:01
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv,VDF_AkShare_SmartRepairedPreview_v027811.csv,_vdf_smart_row_hash,150,150,1.0,150,1.0,0.06,-10,-25,45,10,e819617fad775b66 | 97f63e73683e3cca | 003a2152938fce31 | 8e1632d064d625e8 | 45a4000c11193ee8 | cf84b6eefaf59649 | e530a48fe2ee1993 | 8a04a08ec91e296a
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json,VDF_AkShare_SmartRepairedPreview_v027811.json,canonical_family,150,150,1.0,1,0.0,0.0,25,0,0,10,VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json,VDF_AkShare_SmartRepairedPreview_v027811.json,symbol,150,150,1.0,2,0.0,0.0,85,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json,VDF_AkShare_SmartRepairedPreview_v027811.json,date,150,150,1.0,120,1.0,1.0,-50,100,-45,10,2026-02-11 | 2026-02-12 | 2026-02-13 | 2026-02-14 | 2026-02-15 | 2026-02-16 | 2026-02-17 | 2026-02-18
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json,VDF_AkShare_SmartRepairedPreview_v027811.json,value,150,121,0.8067,2,1.0,0.9917,-40,40,55,10,2026 | 2026 | 2026 | 2026 | 2026 | 2026 | 2026 | 2026
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json,VDF_AkShare_SmartRepairedPreview_v027811.json,source,150,150,1.0,2,0.0,0.0,25,0,0,90,stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json,VDF_AkShare_SmartRepairedPreview_v027811.json,unit,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json,VDF_AkShare_SmartRepairedPreview_v027811.json,frequency,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json,VDF_AkShare_SmartRepairedPreview_v027811.json,description,150,150,1.0,2,0.0,0.0,25,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json,VDF_AkShare_SmartRepairedPreview_v027811.json,route,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json,VDF_AkShare_SmartRepairedPreview_v027811.json,vdf_mapping_gate,150,150,1.0,1,1.0,0.0,0,-25,45,10,v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json,VDF_AkShare_SmartRepairedPreview_v027811.json,vdf_mapping_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE
