"Time","Category","FixClass","Priority","Risk","Action","Reason","Path"
"2026-06-11T20:29:18.313+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L906:148 Missing ')' in method call. | L906:148 Unexpected token 'if' in expression or statement. | L911:88 Missing ')' in method call. | L911:88 Unexpected token 'if' in expression or statement. | L911:129 The string is missing the terminator: "". | L911:128 Missing closing '}' in statement block or type definition. | L911:134 Missing closing ')' in subexpression. | L911:225 Missing ')' in method call. | L911:225 Unexpected token 'if' in expression or statement. | L911:268 The string is missing the terminator: "". | L911:267 Missing closing '}' in statement block or type definition. | L911:273 Missing closing ')' in subexpression. | L911:324 Missing ')' in method call. | L911:324 Unexpected token 'if' in expression or statement. | L911:359 The string is missing the terminator: "". | L911:358 Missing closing '}' in statement block or type definition. | L911:364 Missing closing ')' in subexpression. | L911:637 Missing ')' in method call. | L911:637 Unexpected token 'if' in expression or statement. | L911:668 The string is missing the terminator: "". | L911:667 Missing closing '}' in statement block or type definition. | L911:673 Missing closing ')' in subexpression. | L911:713 Missing ')' in method call. | L911:713 Unexpected token 'if' in expression or statement. | L911:744 The string is missing the terminator: "". | L911:743 Missing closing '}' in statement block or type definition. | L911:749 Missing closing ')' in subexpression. | L911:866 The string is missing the terminator: "". | L911:865 Missing closing '}' in statement block or type definition. | L911:890 Missing closing ')' in expression. | L911:890 Missing ')' in method call. | L911:890 Missing closing ')' in subexpression. | L911:965 Missing ')' in method call. | L911:965 Unexpected token 'if' in expression or statement. | L911:1012 The string is missing the terminator: "". | L911:1011 Missing closing '}' in statement block or type definition. | L911:1017 Missing closing ')' in subexpression. | L911:1086 Missing ')' in method call. | L911:1086 Unexpected token 'if' in expression or statement. | L911:1258 The string is missing the terminator: "". | L911:1257 Missing closing '}' in statement block or type definition. | L911:1279 Missing closing ')' in expression. | L911:1279 Missing ')' in method call. | L911:1279 Missing closing ')' in subexpression. | L915:60 Missing ')' in method call. | L915:60 Unexpected token 'if' in expression or statement. | L915:95 The string is missing the terminator: "". | L915:94 Missing closing '}' in statement block or type definition. | L915:100 Missing closing ')' in subexpression. | L915:179 Missing ')' in method call. | L915:179 Unexpected token 'if' in expression or statement. | L915:214 The string is missing the terminator: "". | L915:213 Missing closing '}' in statement block or type definition. | L915:219 Missing closing ')' in subexpression. | L915:267 Missing ')' in method call. | L915:267 Unexpected token 'if' in expression or statement. | L915:314 The string is missing the terminator: "". | L915:313 Missing closing '}' in statement block or type definition. | L915:319 Missing closing ')' in subexpression. | L926:60 Missing ')' in method call. | L926:60 Unexpected token 'if' in expression or statement. | L931:60 Missing ')' in method call. | L931:60 Unexpected token 'if' in expression or statement. | L931:95 The string is missing the terminator: "". | L931:94 Missing closing '}' in statement block or type definition. | L931:100 Missing closing ')' in subexpression. | L931:179 Missing ')' in method call. | L931:179 Unexpected token 'if' in expression or statement. | L931:214 The string is missing the terminator: "". | L931:213 Missing closing '}' in statement block or type definition. | L931:219 Missing closing ')' in subexpression. | L931:429 Missing ')' in method call. | L931:429 Unexpected token 'if' in expression or statement. | L931:476 The string is missing the terminator: "". | L931:475 Missing closing '}' in statement block or type definition. | L931:481 Missing closing ')' in subexpression. | L931:550 Missing ')' in method call. | L931:550 Unexpected token 'if' in expression or statement. | L931:589 The string is missing the terminator: "". | L931:588 Missing closing '}' in statement block or type definition. | L931:594 Missing closing ')' in subexpression. | L931:686 Missing ')' in method call. | L931:686 Unexpected token 'if' in expression or statement. | L931:725 The string is missing the terminator: "". | L931:724 Missing closing '}' in statement block or type definition. | L931:730 Missing closing ')' in subexpression. | L935:60 Missing ')' in method call. | L935:60 Unexpected token 'if' in expression or statement. | L935:103 The string is missing the terminator: "". | L935:102 Missing closing '}' in statement block or type definition. | L935:108 Missing closing ')' in subexpression. | L935:180 Missing ')' in method call. | L935:180 Unexpected token 'if' in expression or statement. | L935:219 The string is missing the terminator: "". | L935:218 Missing closing '}' in statement block or type definition. | L935:224 Missing closing ')' in subexpression. | L935:316 Missing ')' in method call. | L935:316 Unexpected token 'if' in expression or statement. | L935:355 The string is missing the terminator: "". | L935:354 Missing closing '}' in statement block or type definition. | L935:360 Missing closing ')' in subexpression. | L935:461 Missing ')' in method call. | L935:461 Unexpected token 'if' in expression or statement. | L935:500 The string is missing the terminator: "". | L935:499 Missing closing '}' in statement block or type definition. | L935:505 Missing closing ')' in subexpression. | L942:60 Missing ')' in method call. | L942:60 Unexpected token 'if' in expression or statement. | L942:216 Missing ')' in method call. | L942:216 Unexpected token 'if' in expression or statement. | L947:60 Missing ')' in method call. | L947:60 Unexpected token 'if' in expression or statement. | L947:150 Missing ')' in method call. | L947:150 Unexpected token 'if' in expression or statement. | L952:56 Missing ')' in method call. | L952:56 Unexpected token 'if' in expression or statement. | L869:24 Missing closing '}' in statement block or type definition. | L952:93 Unexpected token ')' in expression or statement. | L1259:1 Unexpected token '}' in expression or statement.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\VIA_VEGN_Step1_v32.ps1"
"2026-06-11T20:29:18.313+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L25:25 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L26:28 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L27:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L28:29 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L29:34 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L30:25 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L31:28 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VEGN\VIA_UCES_Controller_v1.ps1"
"2026-06-11T20:29:18.313+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L622:2 The Try statement is missing its Catch or Finally block. | L542:25 Missing closing '}' in statement block or type definition. | L1018:11 The ordered attribute can be specified only on a hash literal node. | L1054:11 The ordered attribute can be specified only on a hash literal node. | L1148:9 The ordered attribute can be specified only on a hash literal node. | L1151:9 The ordered attribute can be specified only on a hash literal node.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VEGN\VIA_UltimateGovernance_v5_Supreme.ps1"
"2026-06-11T20:29:18.314+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L1107:97 Use `{ instead of { in variable names. | L1361:48 Use `{ instead of { in variable names. | L1362:51 Use `{ instead of { in variable names. | L1362:146 Use `{ instead of { in variable names.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VEGN\VIA_VEGN_Step1_v2.ps1"
"2026-06-11T20:29:18.314+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L3:1 A 'using' statement must appear before any other statements in a script. | L4:1 A 'using' statement must appear before any other statements in a script.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VEGN\VIA_VEGN_Step1_v2_fixed.patched2.ps1"
"2026-06-11T20:29:18.314+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L3:1 A 'using' statement must appear before any other statements in a script. | L4:1 A 'using' statement must appear before any other statements in a script.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VEGN\VIA_VEGN_Step1_v2_fixed.ps1"
"2026-06-11T20:29:18.314+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L40:34 Missing file specification after redirection operator. | L40:33 The '<' operator is reserved for future use. | L46:1 Unexpected attribute 'CmdletBinding'. | L47:1 Unexpected token 'param' in expression or statement. | L49:23 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\新增資料夾\Invoke-VRN-Activate-And-Validate.ps1"
"2026-06-11T20:29:18.315+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L1035:13 The string is missing the terminator: '@.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge\_backup\20260327_035101\VeritasGlyphForge_AllInOne.ps1"
"2026-06-11T20:29:18.315+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L1040:13 The string is missing the terminator: '@.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge\_backup\20260327_055019\VeritasGlyphForge_AllInOne.ps1"
"2026-06-11T20:29:18.315+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L195:9 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L25:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L26:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L27:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L28:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L29:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L33:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L36:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L37:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L38:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L313:9 Expression is not allowed in a Using expression.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_toolkit_fix_reports\FIX_20260416_215656\backup\VIA_Integrated_Supreme_v1_r2.ps1"
"2026-06-11T20:29:18.315+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L195:9 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L25:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L26:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L27:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L28:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L29:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L33:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L36:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L37:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L38:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L313:9 Expression is not allowed in a Using expression.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_toolkit_fix_reports\FIX_20260416_215937\backup\VIA_Integrated_Supreme_v1_r2.ps1"
"2026-06-11T20:29:18.315+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L14:247 Missing expression after ','.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_operation_ui_runs\VRN_FINAL_INTEGRATION_GOVERNANCE_SEAL_V0615703_20260523_233330\Invoke_VRN_ReadOnly_Ops_Launcher_v0615703.ps1"
"2026-06-11T20:29:18.315+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L11:23 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L12:23 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L13:24 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_via_panorama_runs\repair_20260416_005655\backup\VDF_Launch_Master.ps1"
"2026-06-11T20:29:18.316+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L246:53 Missing closing ')' in expression. | L247:13 Unexpected token '-Suggestion' in expression or statement. | L247:24 Missing ')' in method call. | L247:25 Unexpected token '""補上 # [VIA:ANCHOR:$aid`:END]""' in expression or statement. | L239:36 Missing closing '}' in statement block or type definition. | L203:37 Missing closing '}' in statement block or type definition. | L249:71 Unexpected token ')' in expression or statement. | L249:72 Unexpected token ')' in expression or statement. | L250:5 Unexpected token '}' in expression or statement. | L256:64 Missing closing ')' in expression. | L257:13 Unexpected token '-Suggestion' in expression or statement. | L257:24 Missing ')' in method call. | L257:25 Unexpected token '""在 AI 撰寫區頂部加入完整的 MODULE_SPEC。""' in expression or statement. | L253:53 Missing closing '}' in statement block or type definition. | L258:70 Unexpected token ')' in expression or statement. | L258:71 Unexpected token ')' in expression or statement. | L259:5 Unexpected token '}' in expression or statement. | L270:79 Missing closing ')' in expression. | L271:29 Unexpected token '-Suggestion' in expression or statement. | L271:40 Missing ')' in method call. | L271:41 Unexpected token '""在 MODULE_SPEC 內加入 '# $($sf.F): <值>'""' in expression or statement. | L266:57 Missing closing '}' in statement block or type definition. | L265:54 Missing closing '}' in statement block or type definition. | L264:85 Missing closing '}' in statement block or type definition. | L261:45 Missing closing '}' in statement block or type definition. | L259:12 Missing closing '}' in statement block or type definition. | L272:92 Unexpected token ')' in expression or statement. | L272:93 Unexpected token ')' in expression or statement. | L273:21 Unexpected token '}' in expression or statement. | L274:17 Unexpected token '}' in expression or statement. | L276:13 Unexpected token '}' in expression or statement. | L280:9 Unexpected token '}' in expression or statement. | L281:5 Unexpected token '}' in expression or statement. | L303:104 Missing closing ')' in expression. | L304:25 Unexpected token '-Suggestion' in expression or statement. | L304:36 Missing ')' in method call. | L304:37 Unexpected token '(' in expression or statement. | L294:40 Missing closing '}' in statement block or type definition. | L293:50 Missing closing '}' in statement block or type definition. | L291:45 Missing closing '}' in statement block or type definition. | L284:25 Missing closing '}' in statement block or type definition. | L306:122 Unexpected token ')' in expression or statement. | L306:123 Unexpected token ')' in expression or statement. | L308:17 Unexpected token '}' in expression or statement. | L309:13 Unexpected token '}' in expression or statement. | L310:9 Unexpected token '}' in expression or statement. | L314:84 Missing closing ')' in expression. | L315:17 Unexpected token '-AutoFixable' in expression or statement. | L315:29 Missing ')' in method call. | L315:30 Unexpected token '$false' in expression or statement. | L315:37 Unexpected token '-AINextInfo' in expression or statement. | L315:49 Unexpected token '""沒有 def。A04 要求 ≥1 個函式。""' in expression or statement. | L311:32 Missing closing '}' in statement block or type definition. | L315:72 Unexpected token ')' in expression or statement. | L315:73 Unexpected token ')' in expression or statement. | L316:9 Unexpected token '}' in expression or statement. | L317:5 Unexpected token '}' in expression or statement. | L329:51 Missing closing ')' in expression. | L330:25 Unexpected token '-Suggestion' in expression or statement. | L330:36 Missing ')' in method call. | L330:37 Unexpected token '""人工審查 '$cmd'，合併前確認必要性。""' in expression or statement. | L324:54 Missing closing '}' in statement block or type definition. | L323:54 Missing closing '}' in statement block or type definition. | L321:45 Missing closing '}' in statement block or type definition. | L320:25 Missing closing '}' in statement block or type definition. | L331:87 Unexpected token ')' in expression or statement. | L331:88 Unexpected token ')' in expression or statement. | L333:17 Unexpected token '}' in expression or statement. | L334:13 Unexpected token '}' in expression or statement. | L335:9 Unexpected token '}' in expression or statement. | L336:5 Unexpected token '}' in expression or statement. | L337:1 Unexpected token '}' in expression or statement. | L381:97 Missing closing ')' in expression. | L382:17 Unexpected token '-Suggestion' in expression or statement. | L382:28 Missing ')' in method call. | L382:29 Unexpected token '""修正 L$ln 的 PS 語法錯誤。常見：括號未閉合、param block 錯誤。""' in expression or statement. | L375:30 Missing closing '}' in statement block or type definition. | L371:9 Missing closing '}' in statement block or type definition. | L383:119 The Try statement is missing its Catch or Finally block. | L348:30 Missing closing '}' in statement block or type definition. | L383:119 Unexpected token ')' in expression or statement. | L383:120 Unexpected token ')' in expression or statement. | L384:9 Unexpected token '}' in expression or statement. | L387:5 Unexpected token '}' in expression or statement. | L402:1 Unexpected token '}' in expression or statement.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_via_panorama_runs\repair_20260416_005655\backup\VIA_FusionEngine.ps1"
"2026-06-11T20:29:18.316+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L195:9 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L25:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L26:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L27:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L28:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L29:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L33:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L36:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L37:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L38:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L313:9 Expression is not allowed in a Using expression.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_via_panorama_runs\repair_20260416_005655\backup\VIA_Integrated_Supreme_v1_r2.ps1"
"2026-06-11T20:29:18.316+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L13:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L14:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L15:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_via_panorama_runs\repair_20260416_005655\backup\VIA_LibRegistry_Install_v2.ps1"
"2026-06-11T20:29:18.316+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L354:44 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1136:126 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1218:29 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_via_panorama_runs\repair_20260416_005655\backup\VIA_QuadEngine_Supreme.ps1"
"2026-06-11T20:29:18.316+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L244:53 Missing closing ')' in expression. | L245:13 Unexpected token '-Suggestion' in expression or statement. | L245:24 Missing ')' in method call. | L245:25 Unexpected token '""補上 # [VIA:ANCHOR:$aid`:END]""' in expression or statement. | L237:36 Missing closing '}' in statement block or type definition. | L201:37 Missing closing '}' in statement block or type definition. | L247:71 Unexpected token ')' in expression or statement. | L247:72 Unexpected token ')' in expression or statement. | L248:5 Unexpected token '}' in expression or statement. | L254:64 Missing closing ')' in expression. | L255:13 Unexpected token '-Suggestion' in expression or statement. | L255:24 Missing ')' in method call. | L255:25 Unexpected token '""在 AI 撰寫區頂部加入完整的 MODULE_SPEC。""' in expression or statement. | L251:53 Missing closing '}' in statement block or type definition. | L256:70 Unexpected token ')' in expression or statement. | L256:71 Unexpected token ')' in expression or statement. | L257:5 Unexpected token '}' in expression or statement. | L268:79 Missing closing ')' in expression. | L269:29 Unexpected token '-Suggestion' in expression or statement. | L269:40 Missing ')' in method call. | L269:41 Unexpected token '""在 MODULE_SPEC 內加入 '# $($sf.F): <值>'""' in expression or statement. | L264:57 Missing closing '}' in statement block or type definition. | L263:54 Missing closing '}' in statement block or type definition. | L262:85 Missing closing '}' in statement block or type definition. | L259:45 Missing closing '}' in statement block or type definition. | L257:12 Missing closing '}' in statement block or type definition. | L270:92 Unexpected token ')' in expression or statement. | L270:93 Unexpected token ')' in expression or statement. | L271:21 Unexpected token '}' in expression or statement. | L272:17 Unexpected token '}' in expression or statement. | L274:13 Unexpected token '}' in expression or statement. | L278:9 Unexpected token '}' in expression or statement. | L279:5 Unexpected token '}' in expression or statement. | L301:104 Missing closing ')' in expression. | L302:25 Unexpected token '-Suggestion' in expression or statement. | L302:36 Missing ')' in method call. | L302:37 Unexpected token '(' in expression or statement. | L292:40 Missing closing '}' in statement block or type definition. | L291:50 Missing closing '}' in statement block or type definition. | L289:45 Missing closing '}' in statement block or type definition. | L282:25 Missing closing '}' in statement block or type definition. | L304:122 Unexpected token ')' in expression or statement. | L304:123 Unexpected token ')' in expression or statement. | L306:17 Unexpected token '}' in expression or statement. | L307:13 Unexpected token '}' in expression or statement. | L308:9 Unexpected token '}' in expression or statement. | L312:84 Missing closing ')' in expression. | L313:17 Unexpected token '-AutoFixable' in expression or statement. | L313:29 Missing ')' in method call. | L313:30 Unexpected token '$false' in expression or statement. | L313:37 Unexpected token '-AINextInfo' in expression or statement. | L313:49 Unexpected token '""沒有 def。A04 要求 ≥1 個函式。""' in expression or statement. | L309:32 Missing closing '}' in statement block or type definition. | L313:72 Unexpected token ')' in expression or statement. | L313:73 Unexpected token ')' in expression or statement. | L314:9 Unexpected token '}' in expression or statement. | L315:5 Unexpected token '}' in expression or statement. | L327:51 Missing closing ')' in expression. | L328:25 Unexpected token '-Suggestion' in expression or statement. | L328:36 Missing ')' in method call. | L328:37 Unexpected token '""人工審查 '$cmd'，合併前確認必要性。""' in expression or statement. | L322:54 Missing closing '}' in statement block or type definition. | L321:54 Missing closing '}' in statement block or type definition. | L319:45 Missing closing '}' in statement block or type definition. | L318:25 Missing closing '}' in statement block or type definition. | L329:87 Unexpected token ')' in expression or statement. | L329:88 Unexpected token ')' in expression or statement. | L331:17 Unexpected token '}' in expression or statement. | L332:13 Unexpected token '}' in expression or statement. | L333:9 Unexpected token '}' in expression or statement. | L334:5 Unexpected token '}' in expression or statement. | L335:1 Unexpected token '}' in expression or statement. | L379:97 Missing closing ')' in expression. | L380:17 Unexpected token '-Suggestion' in expression or statement. | L380:28 Missing ')' in method call. | L380:29 Unexpected token '""修正 L$ln 的 PS 語法錯誤。常見：括號未閉合、param block 錯誤。""' in expression or statement. | L373:30 Missing closing '}' in statement block or type definition. | L369:9 Missing closing '}' in statement block or type definition. | L381:119 The Try statement is missing its Catch or Finally block. | L346:30 Missing closing '}' in statement block or type definition. | L381:119 Unexpected token ')' in expression or statement. | L381:120 Unexpected token ')' in expression or statement. | L382:9 Unexpected token '}' in expression or statement. | L385:5 Unexpected token '}' in expression or statement. | L400:1 Unexpected token '}' in expression or statement.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_via_panorama_runs\run_20260415_201636\backup\VIA_FusionEngine.ps1"
"2026-06-11T20:29:18.316+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L193:9 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L311:9 Expression is not allowed in a Using expression.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_via_panorama_runs\run_20260415_201636\backup\VIA_Integrated_Supreme_v1_r2.ps1"
"2026-06-11T20:29:18.317+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L352:44 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1134:126 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1216:29 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_via_panorama_runs\run_20260415_201636\backup\VIA_QuadEngine_Supreme.ps1"
"2026-06-11T20:29:18.317+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L13:26 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L14:26 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_vgf_unified_runs\VGF_SUPREME_20260419_052338\03_bundle\entrypoint\VGF_Supreme_Launcher.ps1"
"2026-06-11T20:29:18.317+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L352:44 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1134:126 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1216:29 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_vgf_unified_runs\VGF_SUPREME_20260419_052338\03_bundle\entrypoint\VIA_QuadEngine_Supreme.ps1"
"2026-06-11T20:29:18.317+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L826:26 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_vgf_unified_runs\VGF_SUPREME_20260419_052338\03_bundle\ops\VIA_VEGN_Deploy_v1.ps1"
"2026-06-11T20:29:18.317+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L13:26 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L14:26 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_vgf_unified_runs\VGF_SUPREME_20260419_052608\03_bundle\entrypoint\VGF_Supreme_Launcher.ps1"
"2026-06-11T20:29:18.317+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L352:44 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1134:126 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1216:29 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_vgf_unified_runs\VGF_SUPREME_20260419_052608\03_bundle\entrypoint\VIA_QuadEngine_Supreme.ps1"
"2026-06-11T20:29:18.318+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L826:26 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\_vgf_unified_runs\VGF_SUPREME_20260419_052608\03_bundle\ops\VIA_VEGN_Deploy_v1.ps1"
