"def_preview_scope","def_row_preview_state","def_group_id","def_group_final_decision","def_normalized_key","def_owner_engine","def_domain_family","def_final_canonical_value","def_source_mutation","def_canonical_merge"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schema_strict","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::GOVERNANCE_POLICY::VIA::ACCEPT_POLICY_OWNER_AFTER_REVIEW","YES","ConsensusPolicy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","matched_yfinance_rows","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","primary_source_module","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","yf_tickers_to_fetch","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","yf_tickers","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","yf_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","akshare_selector_symbols","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","AKSHARE_AVAILABLE","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","basic_info_field_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","fieldnames","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","field_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","fred_small_scope_symbols","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","hist_by_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","JSONSCHEMA_OK","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schema_version","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","original_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","schema_theme","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","basicinfo_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","matrix_2_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schema_tables","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::GOVERNANCE_POLICY::VRN_VDF::ACCEPT_POLICY_OWNER_AFTER_REVIEW","YES","VRN_HISTORICAL_VALIDATION_POLICY","VRN/VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","VDF_Global_Freight_AkShare_Candidate","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::MASK_SECRET_AND_DEFER","YES","schema_map","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
