"def_severity","def_normalized_key","def_occurrences","def_distinct_values","def_groups","def_sample_values","def_sample_files"
"P3_NOISE_REFERENCE","--red","7","5","GENERAL","#b85450; || #e03e3e; || #ef4444; || #EB5757; || #EF4444;","VRN_IO_Summary_v0100 (2).html; VRN_IO_Summary_v0100.html; veritas-archivum-ux.html; VIA_AutoPlot_v3_Complete.html; VIA_Notes_Pro.html; VIA_Notes_Ultimate_1.html; VIA_Notes_Ultimate.html"
"P3_NOISE_REFERENCE","cci","9","5","GENERAL","14 || 20 || {""timeperiod"": 14} || (""high"", ""low"", ""close"") || { label: 'CCI', height: 1.2 }","params.example (1).json; params.example (2).json; vap_config.py; VeritasAutoPlot_v4.html"
"P3_NOISE_REFERENCE","OUT_MODULE_CSV","5","5","PATH_IO","OUT_MODULE_CSV = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260526_164003_VRN_V139P_POST_BRIDGE_RESCORE\VRN_v139P_Strict_Produc... || OUT_MODULE_CSV = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260526_155826_VRN_V139M_RED_FALSE_POSITIVE_CRUSHER\VRN_v139M_Module... || OUT_MODULE_CSV = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260526_151553_VRN_V139K_DUAL_CORE_SUPPORTIVE_COVERAGE\VRN_v139K_Mod... || OUT_MODULE_CSV = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260526_154445_VRN_V139L_TOP10_ACCELERATOR\VRN_v139L_Module_Coverage... || OUT_MODULE_CSV = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260526_154258_VRN_V139L_TOP10_ACCELERATOR\VRN_v139L_Module_Coverage...","VRN_MDL085_VRN_v139P_PostBridge_Rescore__MODULE__v139P.py; VRN_MDL086_VRN_v139M_RedFalsePositiveCrusher__MODULE__v139M.py; VRN_MDL087_VRN_v139K_DualCore_Coverage_Analyzer__MODULE__v139K.py; VRN_MDL208_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py; VRN_MDL209_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py"
"P3_NOISE_REFERENCE","CaseDuplicate","225","5","GENERAL","case_dup || ""False"" || ""True"" || false || true","VRN_MDL135_VRN_v140B3_CSV_CaseSafe_Auditor__GOVERNANCE__v140B3.py; VRN_MDL277_VRN_v140C2_DuckDB_SQL_Validate__MODULE__v140C2.json; VRN_MDL278_VRN_v140C_DuckDB_Gate_Preview__MODULE__v140C.json"
"P3_NOISE_REFERENCE","Supportive","7","5","PATH_IO;GENERAL;ENGINE","$Supportive   = Join-Path $ModuleRoot ""supportive_module"" || [ || 4 || ""SSOT · Aegis · Celeritas · super_engine"" || {","_temp_Invoke_VIA_ALL_replaced_20260611_115158.ps1; VRN_MDL039_VRN_Base_Review_Confirm__MODULE__v0_0.json; VRN_MDL179_vrn_ssot_financial_only_unit_seal_v056__FINANCIALDATA__v056.json; VRN_MDL180_vrn_ssot_financial_only_unit_seal_v056__FINANCIALDATA__v056.json; VDF_MDL301_SystemTest.py; VRN_Verified_Incremental_Matrix.json"
"P3_NOISE_REFERENCE","router","6","5","GENERAL;ENGINE;PATH_IO","router = summary.get(""_router"") or {} || router = def_bridge_import_router_v01() || str(def_bridge_router_path_v01()) || router = def_read_csv(router_csv) || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\modules\\VRN_MDL_HomepageSummarizer_Router_v01.py""","VRN_MDL018_VRN_MDL_SummaryPipelineBridge_AIO_v01__CORE__v01.py; VRN_MDL095_worker_A_row_level_join_scan_v06154__CORE__v06154.py; VRN_MDL196_summary_bridge_selftest__MODULE__v0_0.json; VRN_MDL217_worker_B_targeted_restore_scan_v06154__CORE__v06154.py"
"P3_NOISE_REFERENCE","duckdb_error","39","5","PATH_IO;GENERAL;SCHEMA_FIELD","""Invalid Input Error: Need a DataFrame with at least one column"" || duckdb_err || """" || duckdb_error || ""Parser Error: syntax error at or near \""\""yfinance_ticker\""\""\n\nLINE 7:     \""yfinance_ticker\"" VARCHAR -- source: yfinance Ticker,\n            ^""","VRN_MDL031_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL032_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL049_v0569_canonical_english_system_seal_fix__GOVERNANCE__v0569.py; VRN_MDL060_vrn_broker_yfinance_consensus_join_v0607__SUPPORT_RULE__v0607.json; VRN_MDL061_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.json; VRN_MDL062_vrn_financial_ssot_alias_completion_raw_first_v05911__FINANCIALDATA__v05911.json; VRN_MDL063_vrn_financial_ssot_alias_completion_raw_first_v05910__FINANCIALDATA__v05910.json; VRN_MDL064_vrn_panoramic_table_restore_trust_resolver_v0598__SUPPORT_RULE__v0598.json"
"P3_NOISE_REFERENCE","is_financial","7","5","GENERAL","bool = False || t.is_financial || is_financial = is_fin, || is_financial = tbl_dict.get(""is_financial"", False), || rt.is_financial","VRN_MDL002_LayoutExtractor.py; VRN_MDL003_TableRestorer.py"
"P3_NOISE_REFERENCE","module_detail_csv","8","5","PATH_IO;ENGINE","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260526_154445_VRN_V139L_TOP10_ACCELERATOR\\VRN_v139L_Module_Coverage_Detail.... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260526_154258_VRN_V139L_TOP10_ACCELERATOR\\VRN_v139L_Module_Coverage_Detail.... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260526_151553_VRN_V139K_DUAL_CORE_SUPPORTIVE_COVERAGE\\VRN_v139K_Module_Cove... || OUT_MODULE_CSV || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260526_155826_VRN_V139M_RED_FALSE_POSITIVE_CRUSHER\\VRN_v139M_Module_Coverag...","VRN_MDL002_VRN_v139L_Top10_Accelerator_Matrix__MODULE__v139L.json; VRN_MDL003_VRN_v139L_Top10_Accelerator_Matrix__MODULE__v139L.json; VRN_MDL013_VRN_v139K_DualCore_Coverage_Matrix__MODULE__v139K.json; VRN_MDL086_VRN_v139M_RedFalsePositiveCrusher__MODULE__v139M.py; VRN_MDL087_VRN_v139K_DualCore_Coverage_Analyzer__MODULE__v139K.py; VRN_MDL091_VRN_v139M_RedFalsePositiveCrusher_Matrix__MODULE__v139M.json; VRN_MDL208_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py; VRN_MDL209_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py"
"P3_NOISE_REFERENCE","attempt_count","17","5","GENERAL","10 || 0 || result[""attempt_count""] || 6 || seed_result.get(""attempt_count"")","VDF_AkShare_SampleCallGatePlan_v0272.json; VDF_AkShare_SampleCallGate_Matrix_v0272.json; vdf_akshare_sample_call_gate_result_v0272.json; vdf_akshare_sample_call_gate_v0272.py; VDF_AkShare_CandidateSeedStagingPlan_v0274.json; VDF_AkShare_SmallScopeCandidateSeedStaging_Matrix_v0274.json; vdf_akshare_candidate_seed_staging_result_v0274.json; vdf_akshare_candidate_seed_staging_v0274.py"
"P3_NOISE_REFERENCE","ok_count","10","5","GENERAL","ok_count  = sum(1 for r in results if r.get(""ok"")) || ok_count || ok_count = sum(1 for r in results if r.get(""ok"")) || len(pdfs) - fail_count || len(pdf_reports) - fail_count","VRN_MDL001_Converter.py; VRN_MDL002_LayoutExtractor.py; VRN_MDL003_TableRestorer.py; VRN_MDL005_OCRFetchingPDFText_v1.py"
"P3_NOISE_REFERENCE","ssot_score","9","5","GENERAL","90 || 85 || ssot_score = 100 || ssot_score || ssot_score = float(m.get(""SSOT Score"", 0) or 0)","VIA_SSOT_NexusCoreStatus_Runtime_v029SSOT1A.json; VRN_SSOTVerifierActivePointer_PythonRuntime_v029SSOT1C.json; VRN_SSOTVerifierActivePointer_Runtime_v029SSOT1C.json; VRN_SSOT_ACTIVE_POINTER_SEAL_v029SSOT1C.json; vrn_ssot_verifier_active_pointer_v029ssot1c.py; VRN_MDL218_vrn_financial_data_confirm_verify_v06125__FINANCIALDATA__v06125.py"
"P3_NOISE_REFERENCE","dedup_gate","6","5","GOVERNANCE_POLICY;GENERAL","""OK_DEDUP_GATE_REVIEW; risk=MEDIUM; count=1"" || { || {} || dedup_gate = { || result[""dedup_gate""]","VDF_AkShare_CandidateToCanonicalMergeGateReviewPlan_v0276.json; VDF_AkShare_CandidateToCanonicalMergeGateReview_Matrix_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_result_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_v0276.py"
"P3_NOISE_REFERENCE","fs","9","5","GENERAL;PATH_IO","fs = [] || fs = one_round(r) || $fs = $null || $fs = [System.IO.File]::Open($Path, [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::ReadWrite) || fs = fs_results.get(code, {})","engine (1).py; engine (2).py; engine.py; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; VDF_MDL007_SSOTResolver.py"
"P3_NOISE_REFERENCE","gate_plan","7","5","PATH_IO","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_HOTFIX_v02731_20260610_144716\\plan\\VDF_AkShare_SmallScopeSe... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\\plan\\VDF_FredAkshare_SmallScopeSeed_Ga... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\\plan\\VDF_FredAkshare_SmallScopeSeed_Ga... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\\plan\\VDF_FredCandidateToCanonical_... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_THREE_DEFERRED_FLOW_SYNC_GATE_v024_20260610_123806\\plan\\VDF_ThreeDeferredFlow_GatePlan_v024.js...","VDF_AkShare_SmallScopeSeedPlanGate_Hotfix_Matrix_v02731.json; VDF_FredAkshare_SmallScopeSeed_GatePlan_v025.json; VDF_FredAkshare_SmallScopeSeedGate_Matrix_v025.json; VDF_FredCandidateToCanonical_MergeGatePlan_v026.json; VDF_ThreeDeferredFlow_SyncGate_Matrix_v024.json"
"P3_NOISE_REFERENCE","engine_used","5","5","ENGINE","str = """" || t.engine_used || engine_used  = ""pdfplumber_zone"", || engine_used  = eng, || str = """"        # final engine that produced accepted data","VRN_MDL002_LayoutExtractor.py; VRN_MDL004_OCR_FetchingPDFTable_v1.py"
"P3_NOISE_REFERENCE","financial_source","5","5","PATH_IO;DATA_SOURCE","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_NAME_SHORT_FINANCIAL_VALIDATION_V0606_20260521_221312\\vrn_financial_validated_v... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_TW_OFFICIAL_YFINANCE_ENRICH_V06051_20260521_220534\\vrn_financial_tw_official_yf... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_canonical_active\\vrn_financial_active.csv"" || financial_path || str(fin_src)","VRN_MDL060_vrn_broker_yfinance_consensus_join_v0607__SUPPORT_RULE__v0607.json; VRN_MDL061_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.json; VRN_MDL064_vrn_panoramic_table_restore_trust_resolver_v0598__SUPPORT_RULE__v0598.json; VRN_MDL098_vrn_financial_ssot_complete_trust_integration_v0608__FINANCIALDATA__v0608.py; VRN_MDL259_vrn_report_date_window_table_restore_v0597__REPORT__v0597.py"
"P3_NOISE_REFERENCE","gaps","16","5","GENERAL",""" | "".join(gap) if gap else ""NONE"" || gaps = str(r[""gaps""]) || ""NONE"" || ""live price data not active; EnableNetworkFetch remains disabled or data absent"" || ""quant calculation is plan-only due to missing live price data""","vap_panorama_maturity_optimizer.py; vap_panorama_maturity_payload.json"
"P3_NOISE_REFERENCE","end","9","5","GENERAL","end=(str(r[""end_date""]) if str(r[""end_date""]).strip() else None), || end=(LIVE_END_DATE if str(LIVE_END_DATE).strip() else None), || m.end() || end = datetime.strptime(e, ""%Y-%m-%d"") || end=end_str,","vap_warehouse_v5_next3_builder.py; vap_warehouse_v6_all_builder.py; VRN_MDL099_vrn_valuation_method_precision_rebind_v0593__MODULE__v0593.py; VRN_MDL260_vrn_valuation_dictionary_sourcebank_repair_v0595__MODULE__v0595.py; VRN_MDL261_vrn_firstpage_sourcebank_valuation_repair_v0594__MODULE__v0594.py; VRN_MDL262_vrn_valuation_method_ssot_rebind_v0592__SUPPORT_RULE__v0592.py; VDF_MDL001_TWEquityEngine.py; VDF_MDL002_YFinanceFetchingEngine.py"
"P3_NOISE_REFERENCE","tests","15","5","GENERAL;PATH_IO","[ || tests = [] || tests || tests = [ || [['py_compile','syntax OK'],['import + ssot','regex46 / lists18 / syn112 / alias486'],['self_test_direct','16/16 cases pass'],['new_rules','10/10 normalize hits · EPS fallback']]","VRN_FinancialDataStaging_Dataflow_v029VRN1D.json; VRN_FinancialDataStagingExtractionStore_PythonRuntime_v029VRN1D.json; vrn_financialdata_staging_extraction_store_v029vrn1d.py; VRN_StockReport_Dataflow_v029SSOT1D.json; VRN_StockReportIncrementalOutputStore_PythonRuntime_v029SSOT1D.json; vrn_stockreport_incremental_output_store_v029ssot1d.py; VRN_MDL219_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py; VRN_MDL220_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py"
"P3_NOISE_REFERENCE","duckdb_available","18","5","GENERAL","true || False || result.get(""duckdb_available"") || DUCKDB_AVAILABLE = True || DUCKDB_AVAILABLE = False","VDF_DatabaseSkeleton_OutputManifest_v014.json; vdf_build_database_skeleton_result_v014.json; vdf_build_database_skeleton_v014.py; vdf_yfinance_seed_validator_result_v0171.json; vdf_yfinance_seed_validator_v0171.py; VDF_MDL003_SentimentMacroEngine.py; VDF_MDL004_TWFullMarketEngine.py; VDF_MDL005_TWStockFilter.py"
"P3_NOISE_REFERENCE","Stamp","20","5","GENERAL;ENGINE","$Stamp = Get-Date -Format 'yyyy-MM-dd HH:mm:ss' || $Stamp = def_Stamp || $Stamp = def_NowStamp || $Stamp = Get-Date -Format ""yyyyMMdd_HHmmss"" || $Stamp = Get-Date -Format 'yyyyMMdd_HHmmss'","Invoke-VeritasCodexNexus.ps1; VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Transcript_v02831_20260611_031152.txt; VDF_AkShare_BackupRollbackStagingPlan_Transcript_v0283_20260611_024903.txt; VDF_AkShare_GeneratedScriptReview_Transcript_v0285_20260611_100744.txt; VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt; Invoke-VDF-AkShare-StagingWrite-GENERATED-NOT-RUN-v0285.ps1; VDF_VRN_Sync5_Transcript_v0280_20260611_000806.txt; Invoke-VIA-DualProjectDailyHealth.before_v028752.ps1"
"P3_NOISE_REFERENCE","temp","16","5","GENERAL;PATH_IO","""temp"" || ""temp"",                     # 暫存 || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\temp"" || b / ""temp"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VHB\\TEMP""","config (1).json; config (2).json; config (3).json; config.json; engine (1).py; engine (2).py; engine.py; SSOT_VPNS (1).json"
"P3_NOISE_REFERENCE","duckdb_count","7","5","GENERAL;PATH_IO","1 || len(duckdb_files) || 5 || count_files(os.path.join(project_root, ""dict"", ""VDF"", ""**"", ""*.duckdb"")) || 14","VDF2_DATA_Runtime.json; VIA_DualProjectSixLaneConcurrent_Runtime_v029DUAL1B.json; via_dual_sixlane_worker_v029dual1b.py; VIA_DualSixLaneProbe_Runtime_v029DUAL1A.json; via_dual_sixlane_probe.py; VIA_SSOT_NexusCoreStatus_Runtime_v029SSOT1A.json"
"P3_NOISE_REFERENCE","tbl","6","5","SCHEMA_FIELD;GENERAL","tbl=pa.table({k:[str(row.get(k,"""")) if row.get(k,"""") is not None else """" for row in rows] for k in f}) || tbl=pa.table(cols) || tbl=pa.table({k:pa.array([],type=pa.string()) for k in fields}) || tbl = tables.iloc[0, 0] || tbl = base_name.lower()","vrn_broker_backfill_v1c4.py; vap_data_adapter.py; VRN_MDL007_APIDataFetcher.py"
"P3_NOISE_REFERENCE","full","12","5","PATH_IO;GENERAL","$full = [System.IO.Path]::GetFullPath($Path) || $full = [System.IO.Path]::GetFullPath($p) || full = """" || full = str(item.get(k, """")).strip() || full = official_full or old_name","VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Transcript_v02831_20260611_031152.txt; VDF_AkShare_BackupRollbackStagingPlan_Transcript_v0283_20260611_024903.txt; VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt; VDF_VRN_Sync5_Transcript_v0280_20260611_000806.txt; VRN_MDL257_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.py"
"P3_NOISE_REFERENCE","task","7","5","GENERAL;PATH_IO","task      = $Task || Ready / Enabled=True || ""Review Flow A joined rows and Flow C BasicInfo issues."" || ""Run targeted restore only for Flow B queue files."" || ""After A/B/C review, run one single Unified Final Seal.""","Invoke-VeritasCodexNexus.ps1; VIA_FinalOperationsSeal_v02876_Transcript_20260611_230029.txt; VIA_FinalOperationsSeal_v02876_Transcript_20260611_230723.txt; VRN_MDL216_final_unified_gate_v06154__CORE__v06154.py"
"P3_NOISE_REFERENCE",".modal-close","12","5","VISUAL_LOCK;GENERAL","hover { background: var(--bg-hover); color: var(--text-1);  || hover { || hover { background:var(--bg);  || hover { background: var(--bg-hover); color: var(--text-0);  || hover { background: var(--bg-hover); ","05567652-0bbf-41fe-afbb-268e193f8b05.html; 350d677a-c89e-46e2-a1ae-665273d93d18.html; NEXUS_Dashboard_Demo.html; veritas-archivum-full.html; veritas-archivum-ux.html; VeritasAutoPlot.html; VIA_AutoPilot_MacroMicro_v2.html; VIA_AutoPlot_Ultimate.html"
"P3_NOISE_REFERENCE","astStatus","358","5","GENERAL",""""" || $astStatus = """" || $astStatus = if ($errors.Count -eq 0) { ""OK_AST_PARSE"" } else { ""AST_ERRORS=$($errors.Count)"" } || $astStatus = ""AST_EXCEPTION"" || astStatus = $astStatus","VDF_VRN_IntegrationInventory_Hotfix_v02801.json; VDF_VRN_IntegrationInventory_v0280.json; VDF_VRN_Sync5_Transcript_v0280_20260611_000806.txt"
"P3_NOISE_REFERENCE","ratio","7","5","GENERAL;DATA_SOURCE","ratio = f""{len(hit)}/{len(expected)}"" || ratio = f""{len(found)}/optional"" || ratio   = max(p_cells, s_cells) / max(min(p_cells, s_cells), 1) || ratio = digit_count / max(len(txt),1) || ratio = report_val / api_val","VRN_MDL218_vrn_financial_data_confirm_verify_v06125__FINANCIALDATA__v06125.py; VRN_MDL254_vrn_financial_rescue_ssot_alias_v06126__FINANCIALDATA__v06126.py; VRN_MDL004_OCR_FetchingPDFTable_v1.py; VRN_MDL005_OCRFetchingPDFText_v1.py; VRN_MDL008_CrossValidator.py"
"P3_NOISE_REFERENCE","ak","7","5","ENGINE;GENERAL","ak = def_norm_key(a) || ak = def_norm_key(ar[""alias""]) || ak = def_vrn_norm_broker_key_v06135(r.get(""alias"", """")) || ak = def_norm_key(obj[""alias""]) || ak = None","VRN_MDL097_vrn_financialdata_final_evidence_selector_v06149__FINANCIALDATA__v06149.py; VRN_MDL245_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py; VRN_MDL246_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py; VRN_MDL247_vrn_broker_english_abbrev_ssot_normalize_v06134__SUPPORT_RULE__v06134.py; VDF_MDL003_SentimentMacroEngine.py"
"P3_NOISE_REFERENCE","PER","8","5","GENERAL","[ || r""(?i)(\bP\s*/?\s*E\b|\bPER\b|\bPE\s*ratio\b|price[- ]?to[- ]?earnings|earnings\s+multiple|本益比)"" || r""(?i)(\bP\s*/?\s*E\b|\bPER\b|\bPE\s*ratio\b|price[- ]?to[- ]?earnings|earnings\s+multiple|本益比|EPS)"" || PER = @(""PER"",""P/E"",""PE"",""price-to-earnings"",""earnings multiple"",""本益比"",""預估本益比"",""目標本益比"",""合理本益比"",""常態本益比"",""歷史本益比"",""本益比評價"",""評價區間"") || ""PE_RATIO""","VRN_MDL099_vrn_valuation_method_precision_rebind_v0593__MODULE__v0593.py; VRN_MDL261_vrn_firstpage_sourcebank_valuation_repair_v0594__MODULE__v0594.py; VRN_MDL262_vrn_valuation_method_ssot_rebind_v0592__SUPPORT_RULE__v0592.py; VRN_FinancialSSOT_CrossLinks.json; VRN_FinancialSynonym_BidirectionalIndex.json"
"P3_NOISE_REFERENCE","final_orange","16","5","GENERAL","482 || 486 || 501 || 1362 || 483","VRN_MDL173_vrn_deep_semantic_conflict_resolver_v0563__MODULE__v0563.json; VRN_MDL174_vrn_deep_semantic_conflict_resolver_v0563__MODULE__v0563.json; VRN_MDL175_vrn_semantic_isolation_seal_v0562__GOVERNANCE__v0562.json; VRN_MDL176_vrn_semantic_isolation_seal_v0562__GOVERNANCE__v0562.json; VRN_MDL177_vrn_panoramic_triple_pass_repair_v0561__MODULE__v0561.json; VRN_MDL178_vrn_panoramic_triple_pass_repair_v0561__GOVERNANCE__v0561.json; VRN_MDL179_vrn_ssot_financial_only_unit_seal_v056__FINANCIALDATA__v056.json; VRN_MDL180_vrn_ssot_financial_only_unit_seal_v056__FINANCIALDATA__v056.json"
"P3_NOISE_REFERENCE","data_band","8","5","GENERAL","data_band = ""GREEN"" || data_band = ""YELLOW"" || data_band = final_band || data_band = ""ORANGE"" || data_band = ""RED""","VRN_MDL267_v05691_duckdb_empty_safe_data_trust_calibration__MODULE__v05691.py"
"P3_NOISE_REFERENCE","rel","12","5","PATH_IO;GENERAL","$rel = $ctx.Request.Url.AbsolutePath.TrimStart('/') || $rel = [regex]::Replace($proj.Project,""[^A-Za-z0-9_.-]"",""_"") || rel=os.path.relpath(fp,VIA_BASE) if VIA_BASE and fp.startswith(VIA_BASE) else fp || rel = diff / base || rel = """"","Invoke-VeritasCodexNexus.ps1; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; VIA_VEGN_Step1_v32.ps1; VRN_MDL230_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py; VRN_MDL231_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py"
"P3_NOISE_REFERENCE","applied","11","5","GENERAL","applied = [] || applied = False || applied = True || applied  = [] || List[str] = []","engine (1).py; engine (2).py; engine.py; VRN_MDL004_OCR_FetchingPDFTable_v1.py; VRN_MDL005_OCRFetchingPDFText_v1.py"
"P3_NOISE_REFERENCE","dataset","6","5","ENGINE;GENERAL;PATH_IO","dataset = classify_dataset_by_name(p) || dataset || ""EXTRACT"", ""Filename"": fname || ""RESTORE"", ""Filename"": fname || dataset = ""BASIC_INFO"" if ""basic"" in low else ""FINANCIAL_DATA""","VRN_MDL083_VRN_v141D6C_Source_Hygiene_NoHang__BRIDGE__v141D6C.py; VRN_MDL210_VRN_v070_AllInOne__MODULE__v070.py; VRN_MDL211_VRN_v141D6B_NoHang_Accelerator__BRIDGE__v141D6B.py"
"P3_NOISE_REFERENCE","--bg-card","9","5","GENERAL","rgba(15, 15, 25, 0.95); || #FFFFFF; || #1E2A4A; || #222222; || #2a2f3a;","NEXUS_Dashboard_Demo.html; VeritasAutoPlot_v2.2.html; VIA_AutoPlot_Ultimate_v3_1.html; VIA_AutoPlot_Ultimate_v3.html; VIA_CNYES_Platform_Mega.html; VIA_CNYES_Ultimate_1.html; VIA_CNYES_Ultimate.html; VIA_ModuleMarketplace_v1.html"
"P3_NOISE_REFERENCE","prompt","9","5","GENERAL;MARKET_UNIVERSE","$prompt = @() || r.get(""composer_prompt"", """") || ""Compose a professional future-style global market dashboard with world-map center, regional ETF heatmap, flows, and compact KPI cards."" || ""Compose a dual-axis analytics workbench for price, volume, institutional flow, and timeline overlays."" || ""Compose a technical analysis timeline with candlestick, MA, Bollinger, volume lanes, and event matrix overlays.""","Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; vap_warehouse_v5_next3_builder.py; vap_warehouse_v5_next3_payload.json"
"P3_NOISE_REFERENCE","manifest_csv","10","5","PATH_IO;GENERAL","manifest_csv = config_dir / ""VRN_Company_Master_Broker_Final_Manifest_v06135.csv"" || str(manifest_csv) || manifest_csv = config_dir / ""VRN_Company_Master_Broker_English_Abbrev_Manifest_v06134.csv"" || manifest_csv = config_dir / ""VRN_Company_Report_Only_Input_Manifest_v06131.csv"" || manifest_csv = config_dir / ""VRN_Company_Report_Only_Input_Manifest_v06130.csv""","VRN_MDL245_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py; VRN_MDL246_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py; VRN_MDL247_vrn_broker_english_abbrev_ssot_normalize_v06134__SUPPORT_RULE__v06134.py; VRN_MDL248_vrn_company_report_matrix_calibration_v06131__REPORT__v06131.py; VRN_MDL249_vrn_company_report_only_gate_v06130__REPORT__v06130.py"
