"def_project","def_engine_file","def_file_role","def_engine_param_count","def_total_param_count","def_path"
"VIA","vap_chart_technical.py","SOURCE","10","90","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\charts\vap_chart_technical.py"
"VIA","vap_chart_twoaxis.py","SOURCE","9","51","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\charts\vap_chart_twoaxis.py"
"VIA","vap_annotations.py","SOURCE","18","91","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\core\vap_annotations.py"
"VIA","vap_config.py","CONFIG_TEMPLATE","11","261","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\core\vap_config.py"
"VIA","vap_data_adapter.py","SOURCE","20","65","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\core\vap_data_adapter.py"
"VIA","vap_export.py","SOURCE","11","36","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\core\vap_export.py"
"VIA","vap_indicators.py","SOURCE","87","173","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\core\vap_indicators.py"
"VIA","VAP_MultiCompare.html","UI_VISUAL","3","20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\core\VAP_MultiCompare.html"
"VIA","VAP_SMH_Flow.html","UI_VISUAL","3","20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\core\VAP_SMH_Flow.html"
"VIA","vap_templates.py","CONFIG_TEMPLATE","14","32","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\core\vap_templates.py"
"VDF","VAP_VDF_Panoramic.html","UI_VISUAL","3","20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\core\VAP_VDF_Panoramic.html"
"VIA","05567652-0bbf-41fe-afbb-268e193f8b05.html","UI_VISUAL","6","528","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\05567652-0bbf-41fe-afbb-268e193f8b05.html"
"VIA","350d677a-c89e-46e2-a1ae-665273d93d18.html","UI_VISUAL","6","528","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\350d677a-c89e-46e2-a1ae-665273d93d18.html"
"VIA","T01_Preview.html","UI_VISUAL","4","29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\T01_Preview.html"
"VIA","T01_SingleAxis.html","UI_VISUAL","5","32","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\T01_SingleAxis.html"
"VIA","T02_DualAxis.html","UI_VISUAL","5","36","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\T02_DualAxis.html"
"VIA","T02_Preview.html","UI_VISUAL","5","24","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\T02_Preview.html"
"VIA","T03_Candlestick_MA_BB_Vol.html","UI_VISUAL","7","39","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\T03_Candlestick_MA_BB_Vol.html"
"VIA","T03_Preview.html","UI_VISUAL","7","23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\T03_Preview.html"
"VIA","T04_Heatmap.html","UI_VISUAL","6","36","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\T04_Heatmap.html"
"VIA","T05_VerticalStack.html","UI_VISUAL","10","29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\T05_VerticalStack.html"
"VIA","T06_Dashboard.html","UI_VISUAL","7","51","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\T06_Dashboard.html"
"VIA","T06_Preview.html","UI_VISUAL","9","28","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\T06_Preview.html"
"VIA","T07_EventMatrix.html","UI_VISUAL","12","105","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\T07_EventMatrix.html"
"VIA","veritas-archivum-full.html","UI_VISUAL","29","88","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\veritas-archivum-full.html"
"VIA","VeritasAutoPlot_TA3.html","UI_VISUAL","17","367","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VeritasAutoPlot_TA3.html"
"VIA","VeritasAutoPlot_v2.2.html","UI_VISUAL","6","196","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VeritasAutoPlot_v2.2.html"
"VIA","VeritasAutoPlot_v4.html","UI_VISUAL","20","467","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VeritasAutoPlot_v4.html"
"VIA","VeritasAutoPlot.html","UI_VISUAL","6","528","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VeritasAutoPlot.html"
"VIA","VIA_AutoPilot_MacroMicro_v2.html","UI_VISUAL","2","723","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_AutoPilot_MacroMicro_v2.html"
"VIA","VIA_AutoPlot_Ultimate_v3_1.html","UI_VISUAL","19","489","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_AutoPlot_Ultimate_v3_1.html"
"VIA","VIA_AutoPlot_Ultimate_v3.html","UI_VISUAL","19","489","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_AutoPlot_Ultimate_v3.html"
"VIA","VIA_AutoPlot_Ultimate.html","UI_VISUAL","8","588","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_AutoPlot_Ultimate.html"
"VIA","VIA_AutoPlot_v3_Complete.html","UI_VISUAL","15","480","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_AutoPlot_v3_Complete.html"
"VIA","VIA_CNYES_Platform_Mega.html","UI_VISUAL","9","419","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_CNYES_Platform_Mega.html"
"VIA","VIA_CNYES_Ultimate_1.html","UI_VISUAL","15","227","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_CNYES_Ultimate_1.html"
"VIA","VIA_CNYES_Ultimate.html","UI_VISUAL","15","227","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_CNYES_Ultimate.html"
"VIA","VIA_ModuleMarketplace_v1.html","UI_VISUAL","21","667","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_ModuleMarketplace_v1.html"
"VIA","VIA_Notes_Pro.html","UI_VISUAL","4","717","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_Notes_Pro.html"
"VIA","VIA_Notes_Ultimate_1.html","UI_VISUAL","21","423","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_Notes_Ultimate_1.html"
"VIA","VIA_Notes_Ultimate.html","UI_VISUAL","21","423","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_Notes_Ultimate.html"
"VRN","VRN_AutoPlot_Pro_v4.html","UI_VISUAL","26","238","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VRN_AutoPlot_Pro_v4.html"
"VRN","VRN_Report_Grid.html","REPORT","3","216","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VRN_Report_Grid.html"
"VIA","app.js","SOURCE","19","48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\1\app.js"
"VIA","app.js","SOURCE","1","80","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\10\app.js"
"VIA","app.js","SOURCE","3","87","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\11\app.js"
"VIA","app.js","SOURCE","9","136","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\12\app.js"
"VIA","app.js","SOURCE","15","39","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\13\app.js"
"VIA","app.js","SOURCE","23","91","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\2\app.js"
"VIA","app.js","SOURCE","22","168","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\3\app.js"
"VIA","app.js","SOURCE","13","82","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\4\app.js"
"VIA","app.js","SOURCE","16","47","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\5\app.js"
"VIA","app.js","SOURCE","18","141","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\6\app.js"
"VIA","app.js","SOURCE","11","65","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\7\app.js"
"VIA","app.js","SOURCE","13","92","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\8\app.js"
"VIA","app.js","SOURCE","19","48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\9\app.js"
"VIA","app.js","SOURCE","19","48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\1\app.js"
"VIA","app.js","SOURCE","1","80","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\10\app.js"
"VIA","app.js","SOURCE","3","87","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\11\app.js"
"VIA","app.js","SOURCE","9","136","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\12\app.js"
"VIA","app.js","SOURCE","15","39","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\13\app.js"
"VIA","app.js","SOURCE","23","91","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\2\app.js"
"VIA","app.js","SOURCE","22","168","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\3\app.js"
"VIA","app.js","SOURCE","13","82","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\4\app.js"
"VIA","app.js","SOURCE","16","47","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\5\app.js"
"VIA","app.js","SOURCE","18","141","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\6\app.js"
"VIA","app.js","SOURCE","11","65","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\7\app.js"
"VIA","app.js","SOURCE","13","92","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\8\app.js"
"VIA","app.js","SOURCE","19","48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\9\app.js"
"VIA","app.js","SOURCE","19","48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\SCOTUS_Analytics_Dashboard\app.js"
"VIA","app.js","SOURCE","19","48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\SCOTUS Analytics Dashboard\app.js"
"VIA","vap_base_home_io_builder.py","SOURCE","42","161","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_BASE_HOME_IO_20260506_210324\vap_base_home_io_builder.py"
"VIA","check_libs.py","SOURCE","1","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_DUCKDB_PARQUET_20260506_221932\check_libs.py"
"VIA","vap_duckdb_parquet_builder.py","SOURCE","36","201","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_DUCKDB_PARQUET_20260506_221932\vap_duckdb_parquet_builder.py"
"VIA","check_libs.py","SOURCE","1","3","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PANORAMA_MATURITY_OPT_20260507_110152\check_libs.py"
"VIA","vap_panorama_maturity_optimizer.py","REPORT","33","216","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PANORAMA_MATURITY_OPT_20260507_110152\vap_panorama_maturity_optimizer.py"
"VIA","check_libs.py","SOURCE","1","3","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PANORAMA_MATURITY_OPT_20260507_230210\check_libs.py"
"VIA","vap_panorama_maturity_optimizer.py","REPORT","33","216","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PANORAMA_MATURITY_OPT_20260507_230210\vap_panorama_maturity_optimizer.py"
"VIA","check_libs.py","SOURCE","1","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PROJECT_COMPLETION_20260506_224841\check_libs.py"
"VIA","vap_project_completion_probe.py","SOURCE","17","90","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PROJECT_COMPLETION_20260506_224841\vap_project_completion_probe.py"
"VIA","check_libs.py","SOURCE","1","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PROJECT_COMPLETION_V2_20260506_225531\check_libs.py"
"VIA","vap_project_completion_probe_v2.py","SOURCE","17","95","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PROJECT_COMPLETION_V2_20260506_225531\vap_project_completion_probe_v2.py"
"VIA","check_libs.py","SOURCE","1","3","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_V8_MASTER_20260507_233550\check_libs.py"
"VIA","vap_v8_master_orchestrator.py","ENGINE_MODULE","31","126","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_V8_MASTER_20260507_233550\vap_v8_master_orchestrator.py"
"VIA","check_libs.py","SOURCE","1","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V4_20260506_222535\check_libs.py"
"VIA","vap_warehouse_v4_builder.py","SOURCE","36","267","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V4_20260506_222535\vap_warehouse_v4_builder.py"
"VIA","check_libs.py","SOURCE","1","3","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V5_NEXT3_20260506_230931\check_libs.py"
"VIA","vap_warehouse_v5_next3_builder.py","SOURCE","29","305","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V5_NEXT3_20260506_230931\vap_warehouse_v5_next3_builder.py"
"VIA","check_libs.py","SOURCE","1","3","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V5_NEXT3_20260506_231125\check_libs.py"
"VIA","vap_warehouse_v5_next3_builder.py","SOURCE","29","305","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V5_NEXT3_20260506_231125\vap_warehouse_v5_next3_builder.py"
"VIA","check_libs.py","SOURCE","1","3","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V6_ALL_20260507_100922\check_libs.py"
"VIA","vap_warehouse_v6_all_builder.py","SOURCE","24","178","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V6_ALL_20260507_100922\vap_warehouse_v6_all_builder.py"
"VIA","check_libs.py","SOURCE","1","3","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V7_QUANT_20260507_104041\check_libs.py"
"VIA","vap_warehouse_v7_quant_builder.py","SOURCE","23","134","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V7_QUANT_20260507_104041\vap_warehouse_v7_quant_builder.py"
"VIA","DecisionStudio_Registry.html","REGISTRY","106","184","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\DecisionStudio_Registry.html"
"VRN","VRN_MDL014_vrn_final_control_center_v061575__MODULE__v061575.py","SOURCE","25","133","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL014_vrn_final_control_center_v061575__MODULE__v061575.py"
"VRN","VRN_MDL015_vrn_final_production_lock_registry_v061573__SUPPORT_RULE__v061573.py","REGISTRY","23","133","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL015_vrn_final_production_lock_registry_v061573__SUPPORT_RULE__v061573.py"
"VRN","VRN_MDL016_vrn_final_integration_governance_seal_v0615703__GOVERNANCE__v0615703.py","SOURCE","25","193","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL016_vrn_final_integration_governance_seal_v0615703__GOVERNANCE__v0615703.py"
"VRN","VRN_MDL018_VRN_MDL_SummaryPipelineBridge_AIO_v01__CORE__v01.py","REPORT","58","431","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL018_VRN_MDL_SummaryPipelineBridge_AIO_v01__CORE__v01.py"
"VRN","VRN_MDL035_vrn_real_commit_argfix_backup_postcheck_v0615711__MODULE__v0615711.py","SOURCE","34","201","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL035_vrn_real_commit_argfix_backup_postcheck_v0615711__MODULE__v0615711.py"
"VRN","VRN_MDL036_vrn_real_commit_backup_postcheck_rollback_v061571__MODULE__v061571.py","SOURCE","35","290","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL036_vrn_real_commit_backup_postcheck_rollback_v061571__MODULE__v061571.py"
"VRN","VRN_MDL037_vrn_real_commit_backup_postcheck_rollback_v061571__MODULE__v061571.py","SOURCE","35","290","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL037_vrn_real_commit_backup_postcheck_rollback_v061571__MODULE__v061571.py"
"VRN","VRN_MDL047_vrn_package_compat_smoke_v061576__MODULE__v061576.py","TEST_VALIDATION","31","208","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL047_vrn_package_compat_smoke_v061576__MODULE__v061576.py"
"VRN","VRN_MDL048_vrn_final_handover_commit_blocker_seal_v0615702__GOVERNANCE__v0615702.py","LOCK_REGISTRY","24","191","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL048_vrn_final_handover_commit_blocker_seal_v0615702__GOVERNANCE__v0615702.py"
"VRN","VRN_MDL049_v0569_canonical_english_system_seal_fix__GOVERNANCE__v0569.py","SOURCE","36","195","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL049_v0569_canonical_english_system_seal_fix__GOVERNANCE__v0569.py"
"VRN","VRN_MDL081_VIS_VRN_NewReportCompatibilityGate_v01__REPORT__v01.py","REPORT","19","104","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL081_VIS_VRN_NewReportCompatibilityGate_v01__REPORT__v01.py"
"VRN","VRN_MDL083_VRN_v141D6C_Source_Hygiene_NoHang__BRIDGE__v141D6C.py","SOURCE","35","215","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL083_VRN_v141D6C_Source_Hygiene_NoHang__BRIDGE__v141D6C.py"
"VRN","VRN_MDL084_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.py","SOURCE","23","210","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL084_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.py"
"VRN","VRN_MDL085_VRN_v139P_PostBridge_Rescore__MODULE__v139P.py","SOURCE","29","181","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL085_VRN_v139P_PostBridge_Rescore__MODULE__v139P.py"
