"signal","path","extension","risk_class","risk","action"
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FRED_SMALL_SCOPE_FINAL_SEAL_v0252_20260610_130808\runtime\vdf_fred_small_scope_final_validator_v0252.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FRED_SMALL_SCOPE_FINAL_SEAL_v0252_20260610_130808\seal\VDF_FRED_SMALL_SCOPE_FINAL_SEAL_v0252.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FRED_SMALL_SCOPE_FINAL_SEAL_v0252_20260610_130808\seal\VDF_FRED_SMALL_SCOPE_FINAL_SEAL_v0252.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\registry\VDF_MOPSMonthlyRevenue_FinalSeal_Matrix_v0221.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\registry\VDF_MOPSMonthlyRevenue_FinalSeal_Matrix_v0221.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\registry\VDF_MOPSMonthlyRevenue_FinalSeal_Matrix_v0221.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\registry\VDF_MOPSMonthlyRevenue_FinalSeal_Matrix_v0221.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\report\VDF_MOPSMonthlyRevenue_FinalSeal_Report_v0221.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\report\VDF_MOPSMonthlyRevenue_FinalSeal_Report_v0221.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\report\VDF_MOPSMonthlyRevenue_FinalSeal_Report_v0221.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\runtime\vdf_mops_monthly_revenue_final_validator_result_v0221.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\runtime\vdf_mops_monthly_revenue_final_validator_v0221.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\runtime\vdf_mops_monthly_revenue_final_validator_v0221.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\seal\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\seal\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_v02201_20260609_234213\registry\VDF_MOPSMonthlyRevenue_ReclassifyHotfix_Matrix_v02201.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_v02201_20260609_234213\registry\VDF_MOPSMonthlyRevenue_ReclassifyHotfix_Matrix_v02201.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_v02201_20260609_234213\registry\VDF_MOPSMonthlyRevenue_ReclassifyHotfix_Matrix_v02201.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_v02201_20260609_234213\registry\VDF_MOPSMonthlyRevenue_ReclassifyHotfix_Matrix_v02201.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_v02201_20260609_234213\report\VDF_MOPSMonthlyRevenue_ReclassifyHotfix_Report_v02201.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_v02201_20260609_234213\report\VDF_MOPSMonthlyRevenue_ReclassifyHotfix_Report_v02201.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_v02201_20260609_234213\report\VDF_MOPSMonthlyRevenue_ReclassifyHotfix_Report_v02201.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_v02201_20260609_234213\seal\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_SEAL_v02201.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_v02201_20260609_234213\seal\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_SEAL_v02201.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_PENDING_TRIFLOW_SYNC_SEAL_v0201_20260609_225354\registry\VDF_PendingTriFlow_SyncSeal_Matrix_v0201.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_PENDING_TRIFLOW_SYNC_SEAL_v0201_20260609_225354\report\VDF_PendingTriFlow_SyncSeal_Report_v0201.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_PENDING_TRIFLOW_SYNC_SEAL_v0201_20260609_225354\report\VDF_PendingTriFlow_SyncSeal_Report_v0201.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_PENDING_TRIFLOW_SYNC_SEAL_v0201_20260609_225354\seal\VDF_PENDING_TRIFLOW_SYNC_SEAL_v0201.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_PENDING_TRIFLOW_SYNC_SEAL_v0202_20260609_225643\registry\VDF_PendingTriFlow_SyncSeal_Matrix_v0202.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_PENDING_TRIFLOW_SYNC_SEAL_v0202_20260609_225643\registry\VDF_PendingTriFlow_SyncSeal_Matrix_v0202.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_PENDING_TRIFLOW_SYNC_SEAL_v0202_20260609_225643\report\VDF_PendingTriFlow_SyncSeal_Report_v0202.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_PENDING_TRIFLOW_SYNC_SEAL_v0202_20260609_225643\report\VDF_PendingTriFlow_SyncSeal_Report_v0202.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_PENDING_TRIFLOW_SYNC_SEAL_v0202_20260609_225643\seal\VDF_PENDING_TRIFLOW_SYNC_SEAL_v0202.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211_20260609_232726\registry\VDF_TPEXSmallScope_FinalSeal_Matrix_v0211.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211_20260609_232726\registry\VDF_TPEXSmallScope_FinalSeal_Matrix_v0211.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211_20260609_232726\report\VDF_TPEXSmallScope_FinalSeal_Report_v0211.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211_20260609_232726\report\VDF_TPEXSmallScope_FinalSeal_Report_v0211.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211_20260609_232726\report\VDF_TPEXSmallScope_FinalSeal_Report_v0211.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211_20260609_232726\runtime\vdf_tpex_small_scope_validator_result_v0211.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211_20260609_232726\runtime\vdf_tpex_small_scope_validator_v0211.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211_20260609_232726\seal\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211_20260609_232726\seal\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181_20260609_231824\registry\VDF_TWSEOfficialSeed_FinalSeal_Matrix_v0181.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181_20260609_231824\registry\VDF_TWSEOfficialSeed_FinalSeal_Matrix_v0181.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181_20260609_231824\report\VDF_TWSEOfficialSeed_FinalSeal_Report_v0181.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181_20260609_231824\report\VDF_TWSEOfficialSeed_FinalSeal_Report_v0181.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181_20260609_231824\runtime\vdf_twse_official_seed_validator_result_v0181.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181_20260609_231824\runtime\vdf_twse_official_seed_validator_v0181.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181_20260609_231824\seal\VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181_20260609_231824\seal\VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_YFINANCE_SEED_FINAL_SEAL_v0171_20260609_222206\registry\VDF_YFinanceSeed_FinalSeal_Matrix_v0171.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_YFINANCE_SEED_FINAL_SEAL_v0171_20260609_222206\registry\VDF_YFinanceSeed_FinalSeal_Matrix_v0171.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_YFINANCE_SEED_FINAL_SEAL_v0171_20260609_222206\report\VDF_YFinanceSeed_FinalSeal_Report_v0171.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_YFINANCE_SEED_FINAL_SEAL_v0171_20260609_222206\report\VDF_YFinanceSeed_FinalSeal_Report_v0171.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_YFINANCE_SEED_FINAL_SEAL_v0171_20260609_222206\runtime\vdf_yfinance_seed_validator_v0171.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_YFINANCE_SEED_FINAL_SEAL_v0171_20260609_222206\seal\VDF_YFINANCE_SEED_FINAL_SEAL_v0171.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_YFINANCE_SEED_FINAL_SEAL_v0171_20260609_222206\seal\VDF_YFINANCE_SEED_FINAL_SEAL_v0171.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\icon_asset_registry.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\icon_category_summary.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\icon_edit_plan.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\icon_suffix_duplicate_deletion_plan.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\icon_suffix_duplicate_deletion_plan.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\icon_suffix_duplicate_deletion_plan.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\icon_suffix_duplicate_deletion_plan.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\VIA_IconBase_Manager_Gallery.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\VIA_IconBase_Manager_v2_TemplateVisualLock.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\VIA_IconBase_Manager_v2_TemplateVisualLock.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\VIA_IconBase_Manager_v3_StrictTemplate_LowMemory.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\VIA_IconBase_Manager_v3_StrictTemplate_LowMemory.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\VIA_IconBase_StylePack_Gallery_DISK_SAFE.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\VIA_IconBase_UnifiedWindow.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\icon_asset_registry.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\icon_category_summary.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\icon_edit_plan.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\icon_suffix_duplicate_deletion_plan.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\icon_suffix_duplicate_deletion_plan.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\icon_suffix_duplicate_deletion_plan.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\icon_suffix_duplicate_deletion_plan.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\VIA_IconBase_Manager_Gallery.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\VIA_IconBase_Manager_v2_TemplateVisualLock.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\VIA_IconBase_Manager_v2_TemplateVisualLock.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\VIA_IconBase_Manager_v3_StrictTemplate_LowMemory.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\VIA_IconBase_Manager_v3_StrictTemplate_LowMemory.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\VIA_IconBase_StylePack_Gallery_DISK_SAFE.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
