"def_candidate_id","def_candidate_type","def_normalized_key","def_owner_engine","def_domain_family","def_candidate_canonical_value","def_patch_action","def_candidate_status","def_source_mutation","def_canonical_merge","def_db_write"
"ROWPATCH_0140","ROW_POLICY_PATCH_PLAN","JSONSCHEMA_OK","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0141","ROW_POLICY_PATCH_PLAN","schema_version","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0142","ROW_POLICY_PATCH_PLAN","original_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0143","ROW_POLICY_PATCH_PLAN","schema_theme","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0144","ROW_POLICY_PATCH_PLAN","basicinfo_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0145","ROW_POLICY_PATCH_PLAN","matrix_2_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0146","ROW_POLICY_PATCH_PLAN","schema_tables","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0147","ROW_POLICY_PATCH_PLAN","VRN_HISTORICAL_VALIDATION_POLICY","VRN/VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0148","ROW_POLICY_PATCH_PLAN","VDF_Global_Freight_AkShare_Candidate","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0149","ROW_POLICY_PATCH_PLAN","schema_map","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
