Group,Date,StrategySignal,TargetPosition,EffectivePosition,BasketRet,GrossPnlRet,NetPnlRet,CostDrag
F AI 伺服器系統,2025-10-28,HOLD,0.0,0.0,0.03904867791543697,0.0,0.0,0.0
F AI 伺服器系統,2025-10-29,HOLD,0.0,0.0,0.03322911636060778,0.0,0.0,0.0
F AI 伺服器系統,2025-10-30,HOLD,0.0,0.0,-0.005102550405567039,-0.0,-0.0,0.0
F AI 伺服器系統,2025-10-31,HOLD,0.0,0.0,0.014470688844281052,0.0,0.0,0.0
F AI 伺服器系統,2025-11-03,HOLD,0.0,0.0,-0.0014073531629649287,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-04,HOLD,0.0,0.0,-0.0054476034786488225,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-05,HOLD,0.0,0.0,-0.0034012005219756533,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-06,HOLD,0.0,0.0,0.001286943646021665,0.0,0.0,0.0
F AI 伺服器系統,2025-11-07,HOLD,0.0,0.0,-0.00023323540299305276,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-10,HOLD,0.0,0.0,0.004741196313423966,0.0,0.0,0.0
F AI 伺服器系統,2025-11-11,HOLD,0.0,0.0,-0.011978187455549147,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-12,HOLD,0.0,0.0,-0.01112258551687009,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-13,HOLD,0.0,0.0,-0.015936894202107615,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-14,HOLD,0.0,0.0,0.011439063001181464,0.0,0.0,0.0
F AI 伺服器系統,2025-11-17,HOLD,0.0,0.0,0.007126050366953698,0.0,0.0,0.0
F AI 伺服器系統,2025-11-18,HOLD,0.0,0.0,0.0034202921374437956,0.0,0.0,0.0
F AI 伺服器系統,2025-11-19,HOLD,0.0,0.0,-0.020065475403919533,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-20,HOLD,0.0,0.0,-0.004875169122716454,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-21,HOLD,0.0,0.0,-0.01008458982740196,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-24,HOLD,0.0,0.0,-0.004861692461055102,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-25,DYNAMIC_EXIT,0.0,0.0,-0.006809163554740696,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-26,HOLD,0.0,0.0,-0.027293424660295235,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-27,HOLD,0.0,0.0,-0.025398571665975568,-0.0,-0.0,0.0
F AI 伺服器系統,2025-11-28,HOLD,0.0,0.0,-0.005570920934152039,-0.0,-0.0,0.0
F AI 伺服器系統,2025-12-01,HOLD,0.0,0.0,0.06016374833909768,0.0,0.0,0.0
F AI 伺服器系統,2025-12-02,HOLD,0.0,0.0,-0.001614975659726579,-0.0,-0.0,0.0
F AI 伺服器系統,2025-12-03,DYNAMIC_EXIT,0.0,0.0,0.009240377646213946,0.0,0.0,0.0
F AI 伺服器系統,2025-12-04,HOLD,0.0,0.0,0.026788652090572004,0.0,0.0,0.0
F AI 伺服器系統,2025-12-05,HOLD,0.0,0.0,0.02815656760924834,0.0,0.0,0.0
F AI 伺服器系統,2025-12-08,DYNAMIC_EXIT,0.0,0.0,0.0020363261456219236,0.0,0.0,0.0
F AI 伺服器系統,2025-12-09,DYNAMIC_EXIT,0.0,0.0,0.01531434597102566,0.0,0.0,0.0
F AI 伺服器系統,2025-12-10,HOLD,0.0,0.0,0.003820263564741709,0.0,0.0,0.0
F AI 伺服器系統,2025-12-11,HOLD,0.0,0.0,-0.016214260961836188,-0.0,-0.0,0.0
F AI 伺服器系統,2025-12-12,DYNAMIC_EXIT,0.0,0.0,0.009059052935918584,0.0,0.0,0.0
F AI 伺服器系統,2025-12-15,HOLD,0.0,0.0,-0.0016879937032398713,-0.0,-0.0,0.0
F AI 伺服器系統,2025-12-16,HOLD,0.0,0.0,0.026453713694047035,0.0,0.0,0.0
F AI 伺服器系統,2025-12-17,HOLD,0.0,0.0,0.0015209207038113187,0.0,0.0,0.0
F AI 伺服器系統,2025-12-18,HOLD,0.0,0.0,-0.013053811862409666,-0.0,-0.0,0.0
F AI 伺服器系統,2025-12-19,HOLD,0.0,0.0,0.039812125324594154,0.0,0.0,0.0
F AI 伺服器系統,2025-12-22,HOLD,0.0,0.0,0.006940782153040895,0.0,0.0,0.0
F AI 伺服器系統,2025-12-23,HOLD,0.0,0.0,-0.004298051807319318,-0.0,-0.0,0.0
F AI 伺服器系統,2025-12-24,HOLD,0.0,0.0,-0.01564233604409236,-0.0,-0.0,0.0
F AI 伺服器系統,2025-12-25,HOLD,0.0,0.0,-0.009233534319548457,-0.0,-0.0,0.0
F AI 伺服器系統,2025-12-26,HOLD,0.0,0.0,0.0021812795446011736,0.0,0.0,0.0
F AI 伺服器系統,2025-12-29,DYNAMIC_EXIT,0.0,0.0,0.00456889138071809,0.0,0.0,0.0
F AI 伺服器系統,2025-12-30,HOLD,0.0,0.0,-0.004105352582445021,-0.0,-0.0,0.0
F AI 伺服器系統,2025-12-31,HOLD,0.0,0.0,-0.011803935875541939,-0.0,-0.0,0.0
F AI 伺服器系統,2026-01-01,HOLD,0.0,0.0,-0.014989365986005468,-0.0,-0.0,0.0
F AI 伺服器系統,2026-01-02,HOLD,0.0,0.0,-0.01917117075019996,-0.0,-0.0,0.0
F AI 伺服器系統,2026-01-05,HOLD,0.0,0.0,-0.027957217937658523,-0.0,-0.0,0.0
F AI 伺服器系統,2026-01-06,HOLD,0.0,0.0,0.008083592877237792,0.0,0.0,0.0
F AI 伺服器系統,2026-01-07,HOLD,0.0,0.0,0.003729747573804663,0.0,0.0,0.0
F AI 伺服器系統,2026-01-08,HOLD,0.0,0.0,0.003277837598430347,0.0,0.0,0.0
F AI 伺服器系統,2026-01-09,HOLD,0.0,0.0,-0.007846863391640063,-0.0,-0.0,0.0
F AI 伺服器系統,2026-01-12,HOLD,0.0,0.0,0.002200404898705123,0.0,0.0,0.0
F AI 伺服器系統,2026-01-13,HOLD,0.0,0.0,-0.03536476257378265,-0.0,-0.0,0.0
F AI 伺服器系統,2026-01-14,HOLD,0.0,0.0,0.010280533034702714,0.0,0.0,0.0
F AI 伺服器系統,2026-01-15,HOLD,0.0,0.0,0.02157107992984959,0.0,0.0,0.0
F AI 伺服器系統,2026-01-16,HOLD,0.0,0.0,0.007457344236642883,0.0,0.0,0.0
F AI 伺服器系統,2026-01-19,HOLD,0.0,0.0,0.013523948764929426,0.0,0.0,0.0
F AI 伺服器系統,2026-01-20,HOLD,0.0,0.0,0.00237433512321095,0.0,0.0,0.0
F AI 伺服器系統,2026-01-21,HOLD,0.0,0.0,-0.0062256665213543255,-0.0,-0.0,0.0
F AI 伺服器系統,2026-01-22,HOLD,0.0,0.0,0.022354545319338406,0.0,0.0,0.0
F AI 伺服器系統,2026-01-23,HOLD,0.0,0.0,-0.004513804983544695,-0.0,-0.0,0.0
F AI 伺服器系統,2026-01-26,HOLD,0.0,0.0,-0.006313623089536888,-0.0,-0.0,0.0
F AI 伺服器系統,2026-01-27,HOLD,0.0,0.0,-0.0041590867807552445,-0.0,-0.0,0.0
F AI 伺服器系統,2026-01-28,HOLD,0.0,0.0,0.040588858487487195,0.0,0.0,0.0
F AI 伺服器系統,2026-01-29,HOLD,0.0,0.0,-0.017412073588765283,-0.0,-0.0,0.0
F AI 伺服器系統,2026-01-30,HOLD,0.0,0.0,0.0015881030874625797,0.0,0.0,0.0
F AI 伺服器系統,2026-02-02,HOLD,0.0,0.0,-0.010966698302301356,-0.0,-0.0,0.0
F AI 伺服器系統,2026-02-03,HOLD,0.0,0.0,0.018522932530497385,0.0,0.0,0.0
F AI 伺服器系統,2026-02-04,HOLD,0.0,0.0,0.020753542982958086,0.0,0.0,0.0
F AI 伺服器系統,2026-02-05,HOLD,0.0,0.0,0.011812963383240761,0.0,0.0,0.0
F AI 伺服器系統,2026-02-06,HOLD,0.0,0.0,-0.011373517657187948,-0.0,-0.0,0.0
F AI 伺服器系統,2026-02-09,HOLD,0.0,0.0,0.03310315812121066,0.0,0.0,0.0
F AI 伺服器系統,2026-02-10,HOLD,0.0,0.0,0.0029483892261436833,0.0,0.0,0.0
F AI 伺服器系統,2026-02-11,HOLD,0.0,0.0,0.01969421236974589,0.0,0.0,0.0
F AI 伺服器系統,2026-02-12,HOLD,0.0,0.0,-0.006310288630386293,-0.0,-0.0,0.0
F AI 伺服器系統,2026-02-13,HOLD,0.0,0.0,0.012331283716183184,0.0,0.0,0.0
F AI 伺服器系統,2026-02-16,HOLD,0.0,0.0,0.02829858644975473,0.0,0.0,0.0
F AI 伺服器系統,2026-02-17,DYNAMIC_EXIT,0.0,0.0,-0.0005753554044735749,-0.0,-0.0,0.0
F AI 伺服器系統,2026-02-18,HOLD,0.0,0.0,0.02535391710896825,0.0,0.0,0.0
F AI 伺服器系統,2026-02-19,HOLD,0.0,0.0,-0.0007502791152231789,-0.0,-0.0,0.0
F AI 伺服器系統,2026-02-20,HOLD,0.0,0.0,-0.01759156964342962,-0.0,-0.0,0.0
F AI 伺服器系統,2026-02-23,HOLD,0.0,0.0,0.0305118492702948,0.0,0.0,0.0
F AI 伺服器系統,2026-02-24,HOLD,0.0,0.0,-0.007330440655560805,-0.0,-0.0,0.0
F AI 伺服器系統,2026-02-25,HOLD,0.0,0.0,0.003035098174479188,0.0,0.0,0.0
F AI 伺服器系統,2026-02-26,HOLD,0.0,0.0,-0.009772673128331216,-0.0,-0.0,0.0
F AI 伺服器系統,2026-02-27,HOLD,0.0,0.0,0.023756599476913595,0.0,0.0,0.0
F AI 伺服器系統,2026-03-02,HOLD,0.0,0.0,0.011726862595703137,0.0,0.0,0.0
F AI 伺服器系統,2026-03-03,HOLD,0.0,0.0,-0.006054341117592638,-0.0,-0.0,0.0
F AI 伺服器系統,2026-03-04,HOLD,0.0,0.0,-0.01278493037454073,-0.0,-0.0,0.0
F AI 伺服器系統,2026-03-05,HOLD,0.0,0.0,-0.02655897150377382,-0.0,-0.0,0.0
F AI 伺服器系統,2026-03-06,DYNAMIC_EXIT,0.0,0.0,0.01128622738099373,0.0,0.0,0.0
F AI 伺服器系統,2026-03-09,HOLD,0.0,0.0,0.008739288019265198,0.0,0.0,0.0
F AI 伺服器系統,2026-03-10,HOLD,0.0,0.0,0.02885428324017053,0.0,0.0,0.0
F AI 伺服器系統,2026-03-11,HOLD,0.0,0.0,0.026353093362395517,0.0,0.0,0.0
F AI 伺服器系統,2026-03-12,HOLD,0.0,0.0,0.019757615613872823,0.0,0.0,0.0
F AI 伺服器系統,2026-03-13,HOLD,0.0,0.0,0.015898179777103772,0.0,0.0,0.0
F AI 伺服器系統,2026-03-16,DYNAMIC_EXIT,0.0,0.0,-0.001280135031604065,-0.0,-0.0,0.0
F AI 伺服器系統,2026-03-17,HOLD,0.0,0.0,0.002682029402128929,0.0,0.0,0.0
F AI 伺服器系統,2026-03-18,DYNAMIC_EXIT,0.0,0.0,-0.021982767660093643,-0.0,-0.0,0.0
F AI 伺服器系統,2026-03-19,HOLD,0.0,0.0,-0.010190478395432698,-0.0,-0.0,0.0
F AI 伺服器系統,2026-03-20,HOLD,0.0,0.0,0.0027334619072961978,0.0,0.0,0.0
F AI 伺服器系統,2026-03-23,HOLD,0.0,0.0,-0.02444325296681154,-0.0,-0.0,0.0
F AI 伺服器系統,2026-03-24,HOLD,0.0,0.0,-0.031895643349444065,-0.0,-0.0,0.0
F AI 伺服器系統,2026-03-25,HOLD,0.0,0.0,-0.003954995396070587,-0.0,-0.0,0.0
F AI 伺服器系統,2026-03-26,HOLD,0.0,0.0,0.022821680697256513,0.0,0.0,0.0
F AI 伺服器系統,2026-03-27,HOLD,0.0,0.0,-0.008070886448318592,-0.0,-0.0,0.0
F AI 伺服器系統,2026-03-30,HOLD,0.0,0.0,0.012462681361297098,0.0,0.0,0.0
F AI 伺服器系統,2026-03-31,HOLD,0.0,0.0,0.01513907888149634,0.0,0.0,0.0
F AI 伺服器系統,2026-04-01,HOLD,0.0,0.0,0.0034403925695337323,0.0,0.0,0.0
F AI 伺服器系統,2026-04-02,HOLD,0.0,0.0,0.0027178698952705547,0.0,0.0,0.0
F AI 伺服器系統,2026-04-03,HOLD,0.0,0.0,-0.00823883855004519,-0.0,-0.0,0.0
F AI 伺服器系統,2026-04-06,HOLD,0.0,0.0,0.02638043693906665,0.0,0.0,0.0
F AI 伺服器系統,2026-04-07,HOLD,0.0,0.0,0.00957115440563616,0.0,0.0,0.0
F AI 伺服器系統,2026-04-08,HOLD,0.0,0.0,-0.0016137263642545662,-0.0,-0.0,0.0
F AI 伺服器系統,2026-04-09,HOLD,0.0,0.0,-0.021592508585324046,-0.0,-0.0,0.0
F AI 伺服器系統,2026-04-10,HOLD,0.0,0.0,0.002008803019839328,0.0,0.0,0.0
F AI 伺服器系統,2026-04-13,HOLD,0.0,0.0,0.011721405493043029,0.0,0.0,0.0
F AI 伺服器系統,2026-04-14,HOLD,0.0,0.0,-0.004625293498153733,-0.0,-0.0,0.0
F AI 伺服器系統,2026-04-15,HOLD,0.0,0.0,0.0029833204280034524,0.0,0.0,0.0
F AI 伺服器系統,2026-04-16,HOLD,0.0,0.0,-0.015987330254151652,-0.0,-0.0,0.0
F AI 伺服器系統,2026-04-17,HOLD,0.0,0.0,-0.00141947793024932,-0.0,-0.0,0.0
F AI 伺服器系統,2026-04-20,HOLD,0.0,0.0,0.019670558310253706,0.0,0.0,0.0
F AI 伺服器系統,2026-04-21,HOLD,0.0,0.0,0.013888557379901635,0.0,0.0,0.0
F AI 伺服器系統,2026-04-22,HOLD,0.0,0.0,0.008809175060143951,0.0,0.0,0.0
F AI 伺服器系統,2026-04-23,HOLD,0.0,0.0,0.015095527291766761,0.0,0.0,0.0
F AI 伺服器系統,2026-04-24,HOLD,0.0,0.0,0.009270624932491206,0.0,0.0,0.0
F AI 伺服器系統,2026-04-27,HOLD,0.0,0.0,0.0039981929041835165,0.0,0.0,0.0
F AI 伺服器系統,2026-04-28,HOLD,0.0,0.0,-0.010488328274317463,-0.0,-0.0,0.0
F AI 伺服器系統,2026-04-29,HOLD,0.0,0.0,-0.0003846861512531075,-0.0,-0.0,0.0
F AI 伺服器系統,2026-04-30,HOLD,0.0,0.0,0.012545214615364415,0.0,0.0,0.0
F AI 伺服器系統,2026-05-01,HOLD,0.0,0.0,0.01635320482615606,0.0,0.0,0.0
F AI 伺服器系統,2026-05-04,HOLD,0.0,0.0,0.02544343303927797,0.0,0.0,0.0
F AI 伺服器系統,2026-05-05,HOLD,0.0,0.0,-0.03378719156889723,-0.0,-0.0,0.0
F AI 伺服器系統,2026-05-06,HOLD,0.0,0.0,-0.002638721461963841,-0.0,-0.0,0.0
F AI 伺服器系統,2026-05-07,HOLD,0.0,0.0,-0.010095491735709545,-0.0,-0.0,0.0
F AI 伺服器系統,2026-05-08,HOLD,0.0,0.0,-0.0075951495231798396,-0.0,-0.0,0.0
F AI 伺服器系統,2026-05-11,HOLD,0.0,0.0,0.0034039633050115627,0.0,0.0,0.0
F AI 伺服器系統,2026-05-12,HOLD,0.0,0.0,0.01030827651542751,0.0,0.0,0.0
F AI 伺服器系統,2026-05-13,HOLD,0.0,0.0,-0.01262925734462223,-0.0,-0.0,0.0
F AI 伺服器系統,2026-05-14,HOLD,0.0,0.0,-0.0021538177540506055,-0.0,-0.0,0.0
F AI 伺服器系統,2026-05-15,HOLD,0.0,0.0,0.0005144754941552973,0.0,0.0,0.0
F AI 伺服器系統,2026-05-18,HOLD,0.0,0.0,0.015386148798503791,0.0,0.0,0.0
F AI 伺服器系統,2026-05-19,HOLD,0.0,0.0,0.020588282179965577,0.0,0.0,0.0
F AI 伺服器系統,2026-05-20,HOLD,0.0,0.0,-0.018090175220374267,-0.0,-0.0,0.0
F AI 伺服器系統,2026-05-21,HOLD,0.0,0.0,-0.01861694438462956,-0.0,-0.0,0.0
F AI 伺服器系統,2026-05-22,HOLD,0.0,0.0,-0.02060558681207781,-0.0,-0.0,0.0
F AI 伺服器系統,2026-05-25,HOLD,0.0,0.0,-0.007066864344992236,-0.0,-0.0,0.0
F AI 伺服器系統,2026-05-26,HOLD,0.0,0.0,0.000507231633067213,0.0,0.0,0.0
F AI 伺服器系統,2026-05-27,HOLD,0.0,0.0,0.03597978925626467,0.0,0.0,0.0
F AI 伺服器系統,2026-05-28,HOLD,0.0,0.0,0.01266746882886259,0.0,0.0,0.0
F AI 伺服器系統,2026-05-29,HOLD,0.0,0.0,0.0027231762041799554,0.0,0.0,0.0
F AI 伺服器系統,2026-06-01,HOLD,0.0,0.0,-0.0364767958537717,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-02,HOLD,0.0,0.0,-0.03535227578857684,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-03,HOLD,0.0,0.0,0.011558507740772585,0.0,0.0,0.0
F AI 伺服器系統,2026-06-04,HOLD,0.0,0.0,-0.004908810230604531,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-05,HOLD,0.0,0.0,-0.014335881535782339,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-08,HOLD,0.0,0.0,0.013227689882587471,0.0,0.0,0.0
F AI 伺服器系統,2026-06-09,HOLD,0.0,0.0,-0.019071177662229072,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-10,HOLD,0.0,0.0,0.003800284461503811,0.0,0.0,0.0
F AI 伺服器系統,2026-06-11,HOLD,0.0,0.0,-0.013915526040650486,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-12,DYNAMIC_EXIT,0.0,0.0,-0.008501081693012367,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-15,HOLD,0.0,0.0,0.004252682580276524,0.0,0.0,0.0
F AI 伺服器系統,2026-06-16,HOLD,0.0,0.0,0.0175683441207008,0.0,0.0,0.0
F AI 伺服器系統,2026-06-17,HOLD,0.0,0.0,0.0015832823586587482,0.0,0.0,0.0
F AI 伺服器系統,2026-06-18,HOLD,0.0,0.0,-0.018775609174789813,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-19,HOLD,0.0,0.0,-0.01638759719865093,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-22,HOLD,0.0,0.0,0.006292969511417347,0.0,0.0,0.0
F AI 伺服器系統,2026-06-23,HOLD,0.0,0.0,-0.007879185779667012,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-24,DYNAMIC_EXIT,0.0,0.0,0.007358493287610152,0.0,0.0,0.0
F AI 伺服器系統,2026-06-25,HOLD,0.0,0.0,-0.01045846133739847,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-26,DYNAMIC_EXIT,0.0,0.0,-0.005930369426469255,-0.0,-0.0,0.0
F AI 伺服器系統,2026-06-29,HOLD,0.0,0.0,0.010847288595745788,0.0,0.0,0.0
F AI 伺服器系統,2026-06-30,HOLD,0.0,0.0,0.010464722798422976,0.0,0.0,0.0
F AI 伺服器系統,2026-07-01,HOLD,0.0,0.0,0.01460798733545782,0.0,0.0,0.0
F AI 伺服器系統,2026-07-02,HOLD,0.0,0.0,-0.012583751841489495,-0.0,-0.0,0.0
F AI 伺服器系統,2026-07-03,HOLD,0.0,0.0,0.029935104041181552,0.0,0.0,0.0
F AI 伺服器系統,2026-07-06,HOLD,0.0,0.0,-0.0016822453691650952,-0.0,-0.0,0.0
F AI 伺服器系統,2026-07-07,HOLD,0.0,0.0,0.0021890147830914003,0.0,0.0,0.0
F AI 伺服器系統,2026-07-08,HOLD,0.0,0.0,0.009555364903628589,0.0,0.0,0.0
F AI 伺服器系統,2026-07-09,HOLD,0.0,0.0,0.009210156077005507,0.0,0.0,0.0
F AI 伺服器系統,2026-07-10,DYNAMIC_EXIT,0.0,0.0,0.008455726525632796,0.0,0.0,0.0
F AI 伺服器系統,2026-07-13,HOLD,0.0,0.0,0.03233428213033998,0.0,0.0,0.0
F AI 伺服器系統,2026-07-14,HOLD,0.0,0.0,0.023427754729399283,0.0,0.0,0.0
F AI 伺服器系統,2026-07-15,HOLD,0.0,0.0,0.013385383414694437,0.0,0.0,0.0
F AI 伺服器系統,2026-07-16,HOLD,0.0,0.0,0.009186873747389567,0.0,0.0,0.0
F AI 伺服器系統,2026-07-17,HOLD,0.0,0.0,0.01823100016467344,0.0,0.0,0.0
F AI 伺服器系統,2026-07-20,HOLD,0.0,0.0,0.005259401331971481,0.0,0.0,0.0
F AI 伺服器系統,2026-07-21,HOLD,0.0,0.0,-0.010881194116446764,-0.0,-0.0,0.0
F AI 伺服器系統,2026-07-22,HOLD,0.0,0.0,-0.02182727906853861,-0.0,-0.0,0.0
F AI 伺服器系統,2026-07-23,HOLD,0.0,0.0,0.02335331805192976,0.0,0.0,0.0
F AI 伺服器系統,2026-07-24,HOLD,0.0,0.0,0.0005712325151314935,0.0,0.0,0.0
F AI 伺服器系統,2026-07-27,HOLD,0.0,0.0,-0.026530743969401693,-0.0,-0.0,0.0
F AI 伺服器系統,2026-07-28,HOLD,0.0,0.0,-0.0009629548555808208,-0.0,-0.0,0.0
F AI 伺服器系統,2026-07-29,HOLD,0.0,0.0,-0.0018709486237244832,-0.0,-0.0,0.0
F AI 伺服器系統,2026-07-30,HOLD,0.0,0.0,-0.008331856041844507,-0.0,-0.0,0.0
F AI 伺服器系統,2026-07-31,HOLD,0.0,0.0,0.016228098369294758,0.0,0.0,0.0
F AI 伺服器系統,2026-08-03,HOLD,0.0,0.0,-0.0019584502851063596,-0.0,-0.0,0.0
F AI 伺服器系統,2026-08-04,HOLD,0.0,0.0,0.007643951399016184,0.0,0.0,0.0
F AI 伺服器系統,2026-08-05,HOLD,0.0,0.0,-0.01747340229018215,-0.0,-0.0,0.0
F AI 伺服器系統,2026-08-06,HOLD,0.0,0.0,0.010960553991814878,0.0,0.0,0.0
F AI 伺服器系統,2026-08-07,HOLD,0.0,0.0,-0.01284879002035226,-0.0,-0.0,0.0
F AI 伺服器系統,2026-08-10,HOLD,0.0,0.0,-0.016937580432425006,-0.0,-0.0,0.0
F AI 伺服器系統,2026-08-11,HOLD,0.0,0.0,-0.018910936554839747,-0.0,-0.0,0.0
F AI 伺服器系統,2026-08-12,HOLD,0.0,0.0,0.00594013165387424,0.0,0.0,0.0
F AI 伺服器系統,2026-08-13,DYNAMIC_EXIT,0.0,0.0,-0.01036710612190408,-0.0,-0.0,0.0
F AI 伺服器系統,2026-08-14,HOLD,0.0,0.0,0.018448748772009468,0.0,0.0,0.0
G AI 散熱,2025-01-02,HOLD,0.0,0.0,0.0,0.0,0.0,0.0
G AI 散熱,2025-01-03,HOLD,0.0,0.0,-0.02189166598618152,-0.0,-0.0,0.0
G AI 散熱,2025-01-06,HOLD,0.0,0.0,0.009219232227995143,0.0,0.0,0.0
G AI 散熱,2025-01-07,HOLD,0.0,0.0,0.04017294204845663,0.0,0.0,0.0
G AI 散熱,2025-01-08,HOLD,0.0,0.0,0.01582711712533527,0.0,0.0,0.0
G AI 散熱,2025-01-09,HOLD,0.0,0.0,-0.006233560124623337,-0.0,-0.0,0.0
G AI 散熱,2025-01-10,HOLD,0.0,0.0,0.012657056660879377,0.0,0.0,0.0
G AI 散熱,2025-01-13,HOLD,0.0,0.0,0.007389222269012813,0.0,0.0,0.0
G AI 散熱,2025-01-14,HOLD,0.0,0.0,-0.0002130378051365938,-0.0,-0.0,0.0
G AI 散熱,2025-01-15,HOLD,0.0,0.0,-0.018159387920011243,-0.0,-0.0,0.0
G AI 散熱,2025-01-16,HOLD,0.0,0.0,0.007581659950936791,0.0,0.0,0.0
G AI 散熱,2025-01-17,HOLD,0.0,0.0,0.015350089701774738,0.0,0.0,0.0
G AI 散熱,2025-01-20,HOLD,0.0,0.0,-0.0041315746688385235,-0.0,-0.0,0.0
G AI 散熱,2025-01-21,HOLD,0.0,0.0,0.003414053178825767,0.0,0.0,0.0
G AI 散熱,2025-01-22,HOLD,0.0,0.0,-0.014455782736419284,-0.0,-0.0,0.0
G AI 散熱,2025-01-23,HOLD,0.0,0.0,0.005398219167171687,0.0,0.0,0.0
G AI 散熱,2025-01-24,HOLD,0.0,0.0,0.0004135184444299207,0.0,0.0,0.0
G AI 散熱,2025-01-27,HOLD,0.0,0.0,0.014633141901133991,0.0,0.0,0.0
G AI 散熱,2025-01-28,HOLD,0.0,0.0,0.017348646326426673,0.0,0.0,0.0
G AI 散熱,2025-01-29,HOLD,0.0,0.0,0.014024777716799998,0.0,0.0,0.0
G AI 散熱,2025-01-30,HOLD,0.0,0.0,-0.015476102061508203,-0.0,-0.0,0.0
G AI 散熱,2025-01-31,HOLD,0.0,0.0,-0.011758737013081236,-0.0,-0.0,0.0
G AI 散熱,2025-02-03,HOLD,0.0,0.0,0.040212241538966166,0.0,0.0,0.0
G AI 散熱,2025-02-04,HOLD,0.0,0.0,0.012239283346977934,0.0,0.0,0.0
G AI 散熱,2025-02-05,HOLD,0.0,0.0,-0.029000525903040263,-0.0,-0.0,0.0
G AI 散熱,2025-02-06,HOLD,0.0,0.0,0.01958069266438985,0.0,0.0,0.0
G AI 散熱,2025-02-07,HOLD,0.0,0.0,0.019370367128068583,0.0,0.0,0.0
G AI 散熱,2025-02-10,HOLD,0.0,0.0,0.0215849890703712,0.0,0.0,0.0
G AI 散熱,2025-02-11,HOLD,0.0,0.0,0.012178224552915996,0.0,0.0,0.0
G AI 散熱,2025-02-12,HOLD,0.0,0.0,0.016385350200049293,0.0,0.0,0.0
G AI 散熱,2025-02-13,HOLD,0.0,0.0,0.013176272959328602,0.0,0.0,0.0
G AI 散熱,2025-02-14,HOLD,0.0,0.0,-0.019909225406699142,-0.0,-0.0,0.0
G AI 散熱,2025-02-17,HOLD,0.0,0.0,0.012321945464548475,0.0,0.0,0.0
G AI 散熱,2025-02-18,HOLD,0.0,0.0,-0.00783706601788535,-0.0,-0.0,0.0
G AI 散熱,2025-02-19,HOLD,0.0,0.0,-0.014827342198887986,-0.0,-0.0,0.0
G AI 散熱,2025-02-20,HOLD,0.0,0.0,0.006486921643867917,0.0,0.0,0.0
G AI 散熱,2025-02-21,HOLD,0.0,0.0,0.017128683218066806,0.0,0.0,0.0
G AI 散熱,2025-02-24,HOLD,0.0,0.0,-0.015483373541352645,-0.0,-0.0,0.0
G AI 散熱,2025-02-25,HOLD,0.0,0.0,-0.002327006297293377,-0.0,-0.0,0.0
G AI 散熱,2025-02-26,HOLD,0.0,0.0,0.0071761590051331705,0.0,0.0,0.0
G AI 散熱,2025-02-27,HOLD,0.0,0.0,0.006906337907158385,0.0,0.0,0.0
G AI 散熱,2025-02-28,HOLD,0.0,0.0,-0.02722088427679408,-0.0,-0.0,0.0
G AI 散熱,2025-03-03,HOLD,0.0,0.0,-0.0008166566717671079,-0.0,-0.0,0.0
G AI 散熱,2025-03-04,HOLD,0.0,0.0,-0.020351311289832336,-0.0,-0.0,0.0
G AI 散熱,2025-03-05,HOLD,0.0,0.0,0.019082449910300406,0.0,0.0,0.0
G AI 散熱,2025-03-06,HOLD,0.0,0.0,0.030914727137054954,0.0,0.0,0.0
G AI 散熱,2025-03-07,HOLD,0.0,0.0,0.03447122380724022,0.0,0.0,0.0
G AI 散熱,2025-03-10,HOLD,0.0,0.0,-0.003980986345712775,-0.0,-0.0,0.0
G AI 散熱,2025-03-11,HOLD,0.0,0.0,0.01482427979695288,0.0,0.0,0.0
G AI 散熱,2025-03-12,HOLD,0.0,0.0,0.0024317192178696587,0.0,0.0,0.0
G AI 散熱,2025-03-13,HOLD,0.0,0.0,0.009718433640431309,0.0,0.0,0.0
G AI 散熱,2025-03-14,HOLD,0.0,0.0,-0.01060744999938594,-0.0,-0.0,0.0
