Date,Open,High,Low,Close,Volume
2025-08-01,779.14,795.07,781.25,787.77,2541677
2025-08-04,823.61,821.88,800.84,817.34,9882906
2025-08-05,817.83,820.73,812.08,813.26,3409447
2025-08-06,817.47,822.78,812.86,819.36,2270893
2025-08-07,839.37,839.57,836.08,837.1,2041531
2025-08-08,815.87,823.82,812.13,815.86,6352548
2025-08-11,794.43,796.83,788.32,789.58,2852651
2025-08-12,771.63,777.42,765.01,767.85,3801114
2025-08-13,784.02,789.98,778.9,789.55,6016600
2025-08-14,785.5,788.76,777.6,783.2,2669148
2025-08-15,824.77,836.01,821.32,825.62,4060017
2025-08-18,819.12,820.56,816.15,818.78,3376349
2025-08-19,821.26,826.8,822.88,824.26,4754347
2025-08-20,859.6,872.84,843.68,852.16,5135569
2025-08-21,893.53,892.75,887.29,888.9,3559706
2025-08-22,877.57,892.96,861.65,880.83,3527996
2025-08-25,880.41,891.33,884.74,886.32,2799130
2025-08-26,891.43,902.28,880.39,893.16,1621758
2025-08-27,898.86,915.65,883.69,896.92,3796660
2025-08-28,890.85,903.89,884.57,889.78,8754673
2025-08-29,886.61,897.65,878.18,881.08,2204156
2025-09-01,884.49,897.49,869.97,881.01,2221963
2025-09-02,901.12,900.27,892.75,896.77,2304359
2025-09-03,905.83,912.21,898.09,904.35,4894863
2025-09-04,893.35,904.41,881.89,899.6,4198336
2025-09-05,909.39,934.27,909.34,910.28,3199203
2025-09-08,876.28,871.69,853.86,871.66,2503945
2025-09-09,886.71,889.85,884.48,886.94,3723648
2025-09-10,866.24,872.05,863.87,864.06,1687910
2025-09-11,858.25,868.34,856.86,859.62,3602260
2025-09-12,841.09,846.17,845.35,845.44,5471221
2025-09-15,828.77,836.95,822.54,829.28,1915910
2025-09-16,845.27,846.12,837.02,843.97,1653820
2025-09-17,835.55,845.81,836.41,838.3,7442706
2025-09-18,841.92,846.35,842.76,842.91,2473728
2025-09-19,838.61,850.96,834.35,842.57,5780443
2025-09-22,853.6,854.38,837.79,848.85,3139585
2025-09-23,848.83,857.38,844.43,850.08,3036627
2025-09-24,840.04,835.93,829.37,833.98,4455763
2025-09-25,853.16,847.02,838.21,846.69,2261311
2025-09-26,840.33,852.85,836.49,840.67,3617029
2025-09-29,817.16,823.76,814.88,821.3,3012642
2025-09-30,807.76,816.68,810.07,816.27,1740882
2025-10-01,828.75,856.77,820.1,834.89,4311296
2025-10-02,839.98,855.19,841.8,845.79,3052804
2025-10-03,847.42,853.94,826.21,841.62,3096669
2025-10-06,837.95,845.81,827.17,837.46,1829062
2025-10-07,835.3,836.01,816.37,833.67,7407997
2025-10-08,850.35,875.02,859.15,859.89,5864389
2025-10-09,859.9,868.3,863.78,865.08,5453551
2025-10-10,874.78,874.31,868.07,870.92,2900731
2025-10-13,885.91,885.11,875.42,884.64,1485454
2025-10-14,887.42,898.94,877.66,888.07,8847822
2025-10-15,887.39,894.59,880.78,884.89,3227507
2025-10-16,889.77,888.07,877.69,882.55,2277843
2025-10-17,880.89,893.5,879.07,881.86,4042053
2025-10-20,881.94,883.43,873.83,881.64,5866983
2025-10-21,892.38,898.66,889.91,891.52,3412757
2025-10-22,903.16,893.05,880.85,892.49,6228642
2025-10-23,893.09,913.73,897.27,902.56,5935206
2025-10-24,904.82,905.86,898.02,901.74,1917154
2025-10-27,902.56,903.46,900.75,903.07,2351291
2025-10-28,878.76,876.78,874.17,876.28,6059318
2025-10-29,885.66,896.12,888.51,888.58,901271
2025-10-30,893.25,913.54,890.56,893.47,3117019
2025-10-31,910.34,912.62,905.62,907.11,1720560
2025-11-03,881.49,869.81,866.13,867.98,3131613
2025-11-04,899.04,906.17,886.53,895.43,3260512
2025-11-05,890.03,898.22,884.74,893.82,2757422
2025-11-06,907.02,926.0,896.32,908.95,2690111
2025-11-07,893.01,900.59,880.72,895.04,2033230
2025-11-10,895.42,909.28,892.54,903.54,10770505
2025-11-11,888.06,900.11,888.11,889.53,8960891
2025-11-12,884.7,886.98,873.6,881.47,1911224
2025-11-13,901.27,908.72,902.39,907.05,8256478
2025-11-14,909.47,910.19,904.41,904.72,2711431
2025-11-17,910.16,927.97,890.07,907.95,3549241
2025-11-18,916.69,928.32,914.04,920.07,3378642
2025-11-19,926.53,939.0,919.67,927.18,2441376
2025-11-20,936.98,935.61,920.32,929.55,5414692
2025-11-21,938.35,945.56,930.99,934.92,3581908
2025-11-24,968.95,970.86,960.61,968.91,3044130
2025-11-25,967.21,968.42,967.42,968.36,1707469
2025-11-26,971.94,977.39,959.29,971.57,2125779
2025-11-27,984.65,993.77,969.47,987.18,1554318
2025-11-28,993.28,1011.21,1000.0,1003.84,3566702
2025-12-01,1032.45,1022.86,1020.75,1022.02,1959752
2025-12-02,1032.92,1036.84,1028.01,1032.12,3003962
2025-12-03,1016.75,1029.5,1002.71,1014.73,7031542
2025-12-04,1039.6,1047.22,1035.74,1039.9,6692848
2025-12-05,1018.57,1030.39,1019.57,1022.33,3488416
2025-12-08,1026.32,1028.14,1026.81,1027.27,3205463
2025-12-09,1007.84,1030.29,1014.11,1015.96,8828935
2025-12-10,1026.85,1019.45,1008.48,1015.29,4255330
2025-12-11,1014.3,1029.39,1008.64,1020.6,2847402
2025-12-12,1020.53,1040.22,1013.76,1025.82,1643387
2025-12-15,1030.35,1039.83,1027.59,1032.62,4112506
2025-12-16,1064.74,1062.62,1045.43,1057.93,5555202
2025-12-17,1065.52,1070.55,1060.32,1065.44,2468381
2025-12-18,1055.3,1065.01,1059.71,1061.86,3844958
2025-12-19,1084.29,1082.53,1071.84,1077.54,2926808
2025-12-22,1101.09,1099.25,1085.72,1097.09,3252104
2025-12-23,1080.11,1080.57,1061.88,1077.21,1027654
2025-12-24,1091.08,1105.67,1076.64,1087.19,3061373
2025-12-25,1112.11,1110.72,1094.58,1098.95,5594869
2025-12-26,1106.33,1096.46,1080.83,1094.37,2433648
2025-12-29,1113.45,1127.8,1113.04,1117.29,3707309
2025-12-30,1124.16,1126.62,1104.31,1115.11,2261935
2025-12-31,1119.68,1121.99,1114.07,1117.54,3957329
2026-01-01,1117.76,1135.15,1108.13,1114.97,2967271
2026-01-02,1106.13,1118.0,1107.65,1115.57,2049372
2026-01-05,1096.62,1106.86,1086.82,1097.56,6878449
2026-01-06,1069.82,1081.19,1059.45,1074.18,5755527
2026-01-07,1104.75,1112.18,1082.5,1100.19,2708339
2026-01-08,1092.37,1095.07,1077.55,1086.55,4452912
2026-01-09,1059.61,1074.68,1059.04,1070.72,4588339
2026-01-12,1036.34,1051.02,1031.65,1036.45,5228182
2026-01-13,1032.59,1026.99,1025.29,1026.83,1466294
2026-01-14,1005.82,1015.84,992.33,1006.76,5936018
2026-01-15,1035.62,1041.22,1026.44,1031.86,2765199
2026-01-16,1049.64,1063.72,1042.62,1047.8,2944603
2026-01-19,1039.07,1042.59,1023.85,1037.3,12836933
2026-01-20,1071.2,1083.71,1060.78,1072.65,4449535
2026-01-21,1082.15,1095.93,1084.79,1088.77,2897279
2026-01-22,1077.72,1093.05,1082.15,1083.79,1110096
2026-01-23,1047.19,1054.88,1028.92,1043.49,7767281
2026-01-26,1079.76,1089.27,1073.27,1079.66,1957606
2026-01-27,1056.74,1059.29,1049.82,1057.48,2182667
2026-01-28,1029.51,1037.4,1029.68,1031.69,3107570
2026-01-29,1046.23,1060.15,1043.09,1047.83,7156217
2026-01-30,1092.18,1096.21,1077.91,1086.49,5699705
2026-02-02,1107.52,1116.0,1109.3,1109.38,3339115
2026-02-03,1111.59,1129.71,1116.68,1119.09,3980855
2026-02-04,1133.61,1134.64,1125.21,1129.41,2532917
2026-02-05,1143.04,1159.85,1135.87,1144.21,3735068
2026-02-06,1157.76,1167.4,1153.88,1157.58,3589219
2026-02-09,1172.15,1177.14,1143.58,1162.81,5426055
2026-02-10,1164.85,1171.41,1163.34,1164.97,5351358
2026-02-11,1165.91,1171.51,1152.63,1164.23,4198248
2026-02-12,1144.62,1159.43,1135.4,1151.41,2877440
2026-02-13,1145.65,1153.58,1145.1,1146.91,4829594
2026-02-16,1121.54,1121.04,1105.86,1118.13,3513833
2026-02-17,1108.13,1122.83,1100.32,1116.81,1914373
2026-02-18,1101.69,1111.69,1092.45,1100.59,2866158
2026-02-19,1083.25,1103.95,1069.79,1082.7,3687277
2026-02-20,1086.17,1089.74,1075.63,1085.95,5230349
2026-02-23,1114.7,1126.3,1106.25,1108.95,3298226
2026-02-24,1126.43,1125.63,1107.32,1124.55,1911518
2026-02-25,1106.52,1101.29,1096.24,1098.4,3754175
2026-02-26,1077.05,1089.78,1079.16,1082.42,3711428
2026-02-27,1098.77,1101.34,1096.1,1098.02,3845825
2026-03-02,1082.63,1085.74,1062.22,1082.17,5551817
2026-03-03,1073.08,1086.75,1069.24,1078.85,5524440
2026-03-04,1093.28,1091.72,1087.38,1088.07,2532607
2026-03-05,1085.06,1075.99,1066.84,1072.6,2573142
2026-03-06,1074.52,1079.66,1051.01,1074.61,1961578
2026-03-09,1056.09,1069.61,1051.72,1053.43,5093117
2026-03-10,1044.69,1052.15,1042.75,1044.25,7039789
2026-03-11,1045.82,1056.0,1040.65,1049.57,2863695
2026-03-12,1015.47,1035.22,1017.7,1024.8,3239091
2026-03-13,1028.24,1034.4,1025.87,1031.88,7041585
2026-03-16,1024.71,1032.29,1023.63,1031.89,4209296
2026-03-17,1049.62,1042.15,1020.89,1040.75,4240358
2026-03-18,1043.96,1048.04,1040.45,1044.56,1835210
2026-03-19,1064.4,1081.51,1055.56,1066.24,5066355
