Date,Ticker,MarginBalanceValue,ShortBalanceValue
2026-01-23,3189.TW,919993992.1048222,86569480.3235123
2026-01-26,3189.TW,920515661.254621,86435550.44157049
2026-01-27,3189.TW,920323451.5911777,86477012.30751215
2026-01-28,3189.TW,920500561.467379,86429226.98534931
2026-01-29,3189.TW,920528639.6391913,86414608.43746777
2026-01-30,3189.TW,920833213.6890043,86332515.01288657
2026-02-02,3189.TW,920962372.1468594,86295888.41038214
2026-02-03,3189.TW,921311359.6767733,86202511.92133866
2026-02-04,3189.TW,921672579.0873191,86104113.64682181
2026-02-05,3189.TW,921985277.3996172,86018157.10669795
2026-02-06,3189.TW,921936448.9440292,86017447.74071491
2026-02-09,3189.TW,922070541.0641583,85975922.95289055
2026-02-10,3189.TW,922450915.5448784,85870184.06380618
2026-02-11,3189.TW,922566535.9886333,85828042.97499482
2026-02-12,3189.TW,922517157.1146009,85832351.82800458
2026-02-13,3189.TW,922164695.3376788,85911219.32753952
2026-02-16,3189.TW,921965050.1168147,85945973.24759129
2026-02-17,3189.TW,921801321.51176,85976350.47117887
2026-02-18,3189.TW,921892751.6948022,85947438.06192075
2026-02-19,3189.TW,921961014.0151676,85923053.97190054
2026-02-20,3189.TW,921969289.8399142,85913992.39881586
2026-02-23,3189.TW,922173299.4030318,85859906.8920405
2026-02-24,3189.TW,922893102.5519559,85671356.98374632
2026-02-25,3189.TW,923208393.8717376,85588484.81002727
2026-02-26,3189.TW,922859747.5973657,85666042.1919665
2026-02-27,3189.TW,923105380.117908,85601099.62297392
2026-03-02,3189.TW,922975289.2560446,85630394.04954876
2026-03-03,3189.TW,922982572.8802481,85627277.83835837
2026-03-04,3189.TW,923449074.1352915,85511233.19494352
2026-03-05,3189.TW,923130378.0913169,85586873.72971141
2026-03-06,3189.TW,922848150.0177271,85654528.23578541
2026-03-09,3189.TW,922851909.3683058,85653538.28398965
2026-03-10,3189.TW,923273508.57993,85551718.49655181
2026-03-11,3189.TW,923657230.8231057,85460050.60813652
2026-03-12,3189.TW,923072301.7849655,85606403.7470252
2026-03-13,3189.TW,922989491.8505703,85629359.70465825
2026-03-16,3189.TW,922276746.8507054,85809832.25541697
2026-03-17,3189.TW,921963586.405364,85890902.12494336
2026-03-18,3189.TW,922100448.9354967,85861778.79742736
2026-03-19,3189.TW,921950368.418649,85902932.19909915
2026-03-20,3189.TW,922485004.5053122,85782082.37178692
2026-03-23,3189.TW,922460807.4475756,85792688.10134202
2026-03-24,3189.TW,922607423.7278582,85764107.89402623
2026-03-25,3189.TW,922396678.3574674,85832766.28521317
2026-03-26,3189.TW,922242777.516121,85882644.79068656
2026-03-27,3189.TW,922208500.7072426,85899317.90900175
2026-03-30,3189.TW,922208360.6944184,85903659.68481475
2026-03-31,3189.TW,921926307.6585714,85986172.54840249
2026-04-01,3189.TW,921776601.3855146,86032813.61069185
2026-04-02,3189.TW,921332380.4628115,86147809.20711793
2026-04-03,3189.TW,921175994.3533038,86204909.91720544
2026-04-06,3189.TW,921585929.3023269,86113080.98013891
2026-04-07,3189.TW,921532923.1134561,86134277.12107465
2026-04-08,3189.TW,921627155.0768942,86120053.30778858
2026-04-09,3189.TW,921585353.9626293,86136386.83389358
2026-04-10,3189.TW,920873895.5409833,86322880.14785379
2026-04-13,3189.TW,920582757.0848593,86398791.02581559
2026-04-14,3189.TW,920484317.5956831,86428307.54414722
2026-04-15,3189.TW,920546857.0395204,86419134.13739967
2026-04-16,3189.TW,920581242.0297637,86418131.36973584
2026-04-17,3189.TW,919952868.2912807,86577430.28258118
2026-04-20,3189.TW,919850050.3600808,86609267.99779469
2026-04-21,3189.TW,919686975.8921854,86653105.49717972
2026-04-22,3189.TW,919754581.6576123,86639247.56043807
2026-04-23,3189.TW,918956782.4203062,86841102.68373965
2026-04-24,3189.TW,918669810.9860322,86914413.77660754
2026-04-27,3189.TW,918275783.5727148,87013382.76056492
2026-04-28,3189.TW,918395995.6848978,86985978.340662
2026-04-29,3189.TW,918216746.2960697,87030039.39476907
2026-04-30,3189.TW,918187086.9964825,87036951.49632326
2026-05-01,3189.TW,918171746.7580565,87039563.67537978
2026-05-04,3189.TW,917477459.5325946,87204848.79813041
2026-05-05,3189.TW,916867836.6826376,87349752.73129165
2026-05-06,3189.TW,916656221.9508803,87398380.19062671
2026-05-07,3189.TW,917069891.8919078,87293040.19771779
2026-05-08,3189.TW,917172282.508958,87263648.48206097
2026-05-11,3189.TW,917325925.7664937,87222328.97421953
2026-05-12,3189.TW,917215331.8998259,87238018.2361717
2026-05-13,3189.TW,917381988.2173761,87193401.06394404
2026-05-14,3189.TW,917372713.3932407,87186914.82575911
2026-05-15,3189.TW,917362858.358848,87180029.65823103
2026-05-18,3189.TW,917860593.81443,87048975.05870612
2026-05-19,3189.TW,917954824.6147339,87018179.87246762
2026-05-20,3189.TW,917825077.9145162,87040925.62317048
2026-05-21,3189.TW,918277630.8931586,86917397.57070507
2026-05-22,3189.TW,918481779.4255925,86859706.36260408
2026-05-25,3189.TW,918983690.7635946,86727287.61026958
2026-05-26,3189.TW,919372659.3242462,86619015.89064726
2026-05-27,3189.TW,919500795.8297318,86580543.03701627
2026-05-28,3189.TW,919834483.7489614,86490498.17428493
2026-05-29,3189.TW,919663414.4279023,86522482.45273192
2026-06-01,3189.TW,919539679.5571226,86543142.88341141
2026-06-02,3189.TW,919657910.7823766,86506841.61195065
2026-06-03,3189.TW,919877763.0677137,86445850.93856242
2026-06-04,3189.TW,919622476.7719855,86501069.15902083
2026-06-05,3189.TW,919546603.0644879,86513185.4120254
2026-06-08,3189.TW,919250992.8618369,86578600.14308253
2026-06-09,3189.TW,919063776.3388798,86615002.90013772
2026-06-10,3189.TW,919022618.906634,86619099.534664
2026-06-11,3189.TW,918864231.4899687,86650076.1955742
2026-06-12,3189.TW,919217416.1577375,86556181.90157637
2026-06-15,3189.TW,920173897.1649392,86313426.5858366
2026-06-16,3189.TW,919971552.8282286,86359917.37629317
2026-06-17,3189.TW,919986302.9584273,86351465.46086147
2026-06-18,3189.TW,920765939.2626055,86159016.5463559
2026-06-19,3189.TW,920948369.0434359,86112728.00217026
2026-06-22,3189.TW,921150173.3189886,86063182.88322468
2026-06-23,3189.TW,921109654.636498,86073475.36450176
2026-06-24,3189.TW,921132631.3703413,86068822.68208739
2026-06-25,3189.TW,921572616.9790722,85963675.01509658
2026-06-26,3189.TW,921501603.0725969,85983610.08095649
2026-06-29,3189.TW,921305116.537665,86033628.32698403
2026-06-30,3189.TW,921129442.6790353,86080792.69744964
2026-07-01,3189.TW,920490359.6314965,86245570.71420853
2026-07-02,3189.TW,920512063.5651894,86248346.82828936
2026-07-03,3189.TW,920439675.385429,86276480.75566609
2026-07-06,3189.TW,919900435.9835727,86419911.21950828
2026-07-07,3189.TW,918458415.9103062,86785468.77006431
2026-07-08,3189.TW,918157630.9706943,86870254.90124795
2026-07-09,3189.TW,917820934.7071558,86965954.5995697
2026-07-10,3189.TW,917957260.6818615,86942831.20679405
2026-07-13,3189.TW,917846797.0384464,86987634.82784425
2026-07-14,3189.TW,917666771.9420723,87039785.04480597
2026-07-15,3189.TW,915850081.8106344,87501021.35180514
2026-07-16,3189.TW,915376793.7134213,87631874.31829973
2026-07-17,3189.TW,914870377.6396995,87764175.89022222
2026-07-20,3189.TW,914915480.4100275,87761641.8387114
2026-07-21,3189.TW,915540349.7796441,87625715.18736131
2026-07-22,3189.TW,915710047.540206,87599298.11667813
2026-07-23,3189.TW,915886226.5445629,87564543.97127011
2026-07-24,3189.TW,915751820.3533643,87609355.11398265
2026-07-27,3189.TW,915592539.3194157,87656996.3442406
2026-07-28,3189.TW,915297188.9222829,87734042.93709716
2026-07-29,3189.TW,915302172.0548948,87739826.7339255
2026-07-30,3189.TW,915223053.5539956,87765191.0504519
2026-07-31,3189.TW,914335132.72245,87990664.76875763
2026-08-03,3189.TW,914405036.9738401,87980055.29325667
2026-08-04,3189.TW,913641667.2997497,88177561.8016905
2025-10-01,3211.TW,1472000000.0,113600000.0
2025-10-02,3211.TW,1472763671.096586,113412925.68635881
2025-10-03,3211.TW,1472224062.5682805,113541604.17527325
2025-10-06,3211.TW,1471751850.6976445,113651716.35956219
2025-10-07,3211.TW,1471776866.084952,113643015.23874249
2025-10-08,3211.TW,1471765383.2594266,113630828.83067277
2025-10-09,3211.TW,1472326005.1139412,113488438.1489324
2025-10-10,3211.TW,1472689917.4958556,113389764.49866688
2025-10-13,3211.TW,1472575391.7543511,113410420.70568945
2025-10-14,3211.TW,1474884714.5858889,112831787.77969062
2025-10-15,3211.TW,1475895014.488438,112576933.76000886
2025-10-16,3211.TW,1476595756.102981,112383246.55025327
2025-10-17,3211.TW,1476720364.6088338,112339091.11497454
2025-10-20,3211.TW,1477637645.5309803,112101384.13561092
2025-10-21,3211.TW,1478287991.044491,111918918.62484914
2025-10-22,3211.TW,1479939371.1302507,111489149.98196602
2025-10-23,3211.TW,1479640169.3396194,111549546.98015256
2025-10-24,3211.TW,1480310627.1585796,111369288.33193345
2025-10-27,3211.TW,1481073247.9892123,111155403.27513875
2025-10-28,3211.TW,1480722000.3654356,111216133.33328201
2025-10-29,3211.TW,1481903048.2427428,110905256.85267483
2025-10-30,3211.TW,1484176538.7787232,110326996.8715698
2025-10-31,3211.TW,1484597662.1518328,110211790.03466661
2025-11-03,3211.TW,1484673559.7613716,110173335.5647583
2025-11-04,3211.TW,1485605879.7716496,109917048.58937407
2025-11-05,3211.TW,1485896269.873205,109832459.98217607
2025-11-06,3211.TW,1486101834.354601,109754877.61015092
2025-11-07,3211.TW,1486251921.995046,109700357.49471676
2025-11-10,3211.TW,1486840390.4769478,109542823.4445041
2025-11-11,3211.TW,1487281613.8345034,109412471.1697179
2025-11-12,3211.TW,1487530994.78512,109326790.01641543
2025-11-13,3211.TW,1487825798.8107834,109231108.43773492
2025-11-14,3211.TW,1488949559.258379,108937330.87135294
2025-11-17,3211.TW,1489632077.4571004,108747754.93339093
2025-11-18,3211.TW,1490021082.042312,108624107.18717022
2025-11-19,3211.TW,1490245863.378889,108553341.55657929
2025-11-20,3211.TW,1491041691.1587613,108350247.13665724
2025-11-21,3211.TW,1488928001.5517242,108837746.47166555
2025-11-24,3211.TW,1491240827.9462295,108259516.25502516
2025-11-25,3211.TW,1492321041.5028443,107982280.21278644
2025-11-26,3211.TW,1491718830.147517,108116903.30068175
2025-11-27,3211.TW,1491531509.7766175,108154973.09326826
2025-11-28,3211.TW,1490843136.6024532,108311309.01550943
2025-12-01,3211.TW,1491114000.8193433,108237225.91488549
2025-12-02,3211.TW,1491192960.9407728,108209641.91782951
2025-12-03,3211.TW,1492088991.1566577,107981441.7831579
2025-12-04,3211.TW,1491635341.5108597,108081730.65408482
2025-12-05,3211.TW,1491450115.3116682,108123411.72235444
2025-12-08,3211.TW,1491721635.8602626,108054685.55232254
2025-12-09,3211.TW,1490778995.780677,108281556.20077953
2025-12-10,3211.TW,1491589525.3879933,108084376.15033026
2025-12-11,3211.TW,1491561450.9581025,108091858.23844154
2025-12-12,3211.TW,1491070015.615855,108214171.5669444
2025-12-15,3211.TW,1490630965.859387,108322551.38414004
2025-12-16,3211.TW,1489497124.2537389,108606471.81835534
2025-12-17,3211.TW,1489027910.8200371,108725282.14197746
2025-12-18,3211.TW,1488011259.3397892,108985826.18474904
2025-12-19,3211.TW,1488075554.2520664,108979901.16797633
2025-12-22,3211.TW,1486987227.9941006,109255034.83261178
2025-12-23,3211.TW,1486895527.0415676,109285016.8349724
2025-12-24,3211.TW,1486744381.0229106,109335515.32668333
2025-12-25,3211.TW,1486665912.5697594,109373063.85850622
2025-12-26,3211.TW,1487351211.2963755,109230023.46530026
2025-12-29,3211.TW,1487142611.2937994,109298875.92167497
2025-12-30,3211.TW,1487001487.893632,109342815.28850862
2025-12-31,3211.TW,1487259144.47812,109289984.40889236
2026-01-01,3211.TW,1487049255.2997847,109356412.55734952
2026-01-02,3211.TW,1486590366.9363906,109482598.08300692
2026-01-05,3211.TW,1486001996.9695666,109649285.35707174
2026-01-06,3211.TW,1485357044.7610233,109839975.34721586
2026-01-07,3211.TW,1485551442.0928783,109806056.13529289
2026-01-08,3211.TW,1485693272.4439025,109793853.28594428
2026-01-09,3211.TW,1485294888.1286483,109904073.06896815
2026-01-12,3211.TW,1484908307.631318,110012475.59435126
2026-01-13,3211.TW,1484305254.120588,110187376.2155593
2026-01-14,3211.TW,1484059822.906283,110271944.6434015
2026-01-15,3211.TW,1483992254.7546415,110314386.2919956
2026-01-16,3211.TW,1484189869.3405943,110288140.66782227
2026-01-19,3211.TW,1483570118.7092466,110485977.78181659
2026-01-20,3211.TW,1483107472.7307186,110614710.37709154
2026-01-21,3211.TW,1483267186.8997798,110594410.88557005
2026-01-22,3211.TW,1482612682.5191548,110789884.59409283
2026-01-23,3211.TW,1481775368.4978538,111026456.5451925
2026-01-26,3211.TW,1481234477.7709444,111193429.00610813
2026-01-27,3211.TW,1481448050.9736774,111155124.70196882
2026-01-28,3211.TW,1481484205.652151,111161226.85192645
2026-01-29,3211.TW,1481095271.567852,111268587.40251425
2026-01-30,3211.TW,1480756392.2503667,111363663.05031955
2026-02-02,3211.TW,1480279444.9989598,111499835.18913877
2026-02-03,3211.TW,1479242635.590614,111774246.98802708
2026-02-04,3211.TW,1479194837.6813061,111795467.04918648
2026-02-05,3211.TW,1478846975.1788604,111893245.07736999
2026-02-06,3211.TW,1479428826.0045161,111770248.37949272
2026-02-09,3211.TW,1478955646.6543558,111892656.1489499
2026-02-10,3211.TW,1477413046.070781,112275637.86832155
2026-02-11,3211.TW,1477081404.347686,112365764.41021332
2026-02-12,3211.TW,1476936844.3099349,112409546.03572859
2026-02-13,3211.TW,1476197700.5641127,112592851.69219777
2026-02-16,3211.TW,1476419641.3065398,112542674.68635075
2026-02-17,3211.TW,1475096522.3634052,112865839.13624352
2026-02-18,3211.TW,1475224203.9624238,112835819.4400929
2026-02-19,3211.TW,1474896204.6975474,112914767.52414702
2026-02-20,3211.TW,1475320903.83963,112809500.32105686
2026-02-23,3211.TW,1474352595.65266,113040210.54969977
2026-02-24,3211.TW,1475143235.0477476,112842761.20772181
2026-02-25,3211.TW,1474889127.3104289,112897580.71725877
2026-02-26,3211.TW,1474439592.5106962,113001556.91488299
2026-02-27,3211.TW,1473990164.7954266,113104505.95798624
2026-03-02,3211.TW,1472793164.0843916,113385030.21848193
2026-03-03,3211.TW,1473214745.8509552,113274750.97527131
2026-03-04,3211.TW,1474606254.9296885,112916998.0360235
2026-03-05,3211.TW,1474440888.8622184,112927970.75396107
2026-03-06,3211.TW,1474842836.4088526,112820100.08966754
2026-03-09,3211.TW,1476708960.6012096,112346014.28563209
2026-03-10,3211.TW,1476304053.9690056,112432014.81758799
2026-03-11,3211.TW,1477010292.916048,112245260.03068526
2026-03-12,3211.TW,1476816499.9623451,112271467.23735183
2026-03-13,3211.TW,1478547759.0769768,111828988.99231932
2026-03-16,3211.TW,1479268368.215084,111639917.6644307
2026-03-17,3211.TW,1479601305.483567,111534282.63753463
2026-03-18,3211.TW,1480705898.8230608,111245696.95654169
2026-03-19,3211.TW,1479767139.0972238,111443533.72452854
2026-03-20,3211.TW,1480650607.6611233,111210525.87314773
2026-03-23,3211.TW,1480962760.0961416,111105155.68711524
2026-03-24,3211.TW,1481179965.4365048,111029456.07873747
2026-03-25,3211.TW,1482066139.7342486,110791523.25512096
2026-03-26,3211.TW,1482291917.0757437,110721652.1219395
2026-03-27,3211.TW,1481728273.2750587,110825724.95735815
2026-03-30,3211.TW,1482404539.9671566,110620669.30386287
2026-03-31,3211.TW,1482810377.227388,110494874.39581923
2026-04-01,3211.TW,1482324736.6525135,110591756.56209596
2026-04-02,3211.TW,1483202424.3480096,110353967.14984895
2026-04-03,3211.TW,1483662000.8035655,110217360.01766261
2026-04-06,3211.TW,1484786068.9755068,109909926.10527688
2026-04-07,3211.TW,1485324244.9452505,109758592.27475494
2026-04-08,3211.TW,1487070417.5029848,109306644.48251498
2026-04-09,3211.TW,1488049825.2713776,109048681.8069675
2026-04-10,3211.TW,1486996299.022369,109279484.83913282
2026-04-13,3211.TW,1486827072.0509143,109308097.30111292
2026-04-14,3211.TW,1487774144.4785595,109063918.0869785
2026-04-15,3211.TW,1487988579.1108057,108994596.76206203
2026-04-16,3211.TW,1488822585.6674767,108778921.2752837
2026-04-17,3211.TW,1489506977.61663,108600582.62773189
2026-04-20,3211.TW,1488390654.3702593,108855686.0909102
2026-04-21,3211.TW,1488472871.3191497,108828045.69278708
2026-04-22,3211.TW,1487545768.6081107,109046540.43930325
2026-04-23,3211.TW,1487468125.5931082,109055443.66779174
2026-04-24,3211.TW,1488333328.9300048,108839615.51173708
2026-04-27,3211.TW,1489818128.0887544,108473590.99369363
2026-04-28,3211.TW,1489386594.86178,108575272.91113093
2026-04-29,3211.TW,1488954994.7926896,108679246.3988942
2026-04-30,3211.TW,1488174581.1460547,108869307.63953784
2026-05-01,3211.TW,1488008403.4954777,108911731.46552496
2026-05-04,3211.TW,1488091736.0864694,108893916.456101
2026-05-05,3211.TW,1488128175.8573039,108892192.4573606
2026-05-06,3211.TW,1487586149.745325,109028834.98682311
2026-05-07,3211.TW,1486809989.4757447,109222739.1777955
2026-05-08,3211.TW,1486487854.4636793,109324227.54956837
2026-05-11,3211.TW,1486970637.605665,109219895.94087553
2026-05-12,3211.TW,1486565439.3740323,109330471.41232872
2026-05-13,3211.TW,1486176896.8757746,109431652.1485804
2026-05-14,3211.TW,1484892544.454357,109768342.7359748
2026-05-15,3211.TW,1484580802.8642461,109856947.96583904
2026-05-18,3211.TW,1484183889.1751626,109982026.65561555
2026-05-19,3211.TW,1484010712.1371903,110034880.49465328
2026-05-20,3211.TW,1483860288.784303,110079976.15486553
2026-05-21,3211.TW,1484615114.697661,109907769.07494675
2026-05-22,3211.TW,1484488961.3194172,109949460.46306853
2026-05-25,3211.TW,1484522424.0052936,109958752.00083646
2026-05-26,3211.TW,1483870818.7236185,110141637.76490104
2026-05-27,3211.TW,1484581572.6335378,109999610.80430861
2026-05-28,3211.TW,1485091419.5994048,109903554.76596682
2026-05-29,3211.TW,1485407225.6101055,109851232.39607775
2026-06-01,3211.TW,1484292010.7870278,110150881.65090832
2026-06-02,3211.TW,1483747681.525045,110306443.39315698
2026-06-03,3211.TW,1483982467.1807773,110266507.98946299
2026-06-04,3211.TW,1483501002.3777823,110404392.83132608
2026-06-05,3211.TW,1482881170.7994473,110565879.43401097
2026-06-08,3211.TW,1482373811.5210018,110707335.7108166
2026-06-09,3211.TW,1482289480.063723,110756591.68937811
2026-06-10,3211.TW,1481956960.7097962,110861504.46221474
2026-06-11,3211.TW,1480717974.0984294,111197624.63865435
2026-06-12,3211.TW,1480202060.5972133,111348133.91531256
2026-06-15,3211.TW,1480009054.9562478,111406859.33365765
2026-06-16,3211.TW,1480344047.6920328,111359032.4105341
2026-06-17,3211.TW,1480070639.4293118,111451322.24749565
2026-06-18,3211.TW,1479696529.8779645,111557376.76655944
2026-06-19,3211.TW,1479511746.8752563,111611632.0534724
2026-06-22,3211.TW,1479878832.475026,111535940.72870168
2026-06-23,3211.TW,1479319134.3036962,111684483.95976292
2026-06-24,3211.TW,1479047533.2647798,111770804.82910007
2026-06-25,3211.TW,1479077200.7495697,111772812.50568844
2026-06-26,3211.TW,1477872093.729824,112078640.68952018
2026-06-29,3211.TW,1477997545.5913193,112057928.08107562
2026-06-30,3211.TW,1478060819.5889015,112052934.96747972
2026-07-01,3211.TW,1476933515.2511408,112338365.23677827
2026-07-02,3211.TW,1476262413.62959,112511856.57980663
2026-07-03,3211.TW,1476437409.2019124,112473353.49872258
2026-07-06,3211.TW,1476925281.913383,112358057.5898141
2026-07-07,3211.TW,1475694847.6283748,112659570.36813544
2026-07-08,3211.TW,1474999553.686209,112829480.10588413
2026-07-09,3211.TW,1474115382.009901,113044291.62436531
2026-07-10,3211.TW,1473619127.5677571,113163967.50393489
2026-07-13,3211.TW,1473486424.5903764,113192591.03222513
2026-07-14,3211.TW,1473876627.9589407,113093608.1537255
2026-07-15,3211.TW,1473076462.7655861,113282061.67650497
2026-07-16,3211.TW,1473252227.3702655,113231037.83060163
2026-07-17,3211.TW,1471714715.334475,113584984.59419058
2026-07-20,3211.TW,1471182388.715737,113697527.21677811
2026-07-21,3211.TW,1473187560.2079997,113190731.8510771
2026-07-22,3211.TW,1473956300.2504573,112993538.86576438
2026-07-23,3211.TW,1474478451.7517629,112848334.68130921
2026-07-24,3211.TW,1474698260.135018,112781657.11876649
2026-07-27,3211.TW,1474306414.625642,112855340.07557794
2026-07-28,3211.TW,1475078138.1491609,112646321.3082202
2026-07-29,3211.TW,1477016370.5922344,112130716.34501582
2026-07-30,3211.TW,1477945739.9373999,111888496.56243439
2026-07-31,3211.TW,1477418595.470353,112000527.28234644
2026-08-03,3211.TW,1477412432.372761,111980686.25037953
2026-08-04,3211.TW,1478275940.9936106,111747251.43831505
2025-10-01,3231.TW,1054000000.0,92700000.0
2025-10-02,3231.TW,1054237848.3567104,92641451.98770139
2025-10-03,3231.TW,1054452127.2132701,92586098.4022377
2025-10-06,3231.TW,1055035957.370965,92440297.11636676
2025-10-07,3231.TW,1055342652.4076519,92358735.55471079
2025-10-08,3231.TW,1055228157.6466297,92377419.36412293
2025-10-09,3231.TW,1055642512.7157547,92268062.14932114
2025-10-10,3231.TW,1055568520.835798,92279468.01067908
2025-10-13,3231.TW,1055221321.7503642,92351067.11237474
2025-10-14,3231.TW,1056089583.3258911,92125746.17141338
2025-10-15,3231.TW,1056412963.7989435,92038900.2256918
2025-10-16,3231.TW,1057187573.2323374,91835642.65499271
2025-10-17,3231.TW,1058024983.8875184,91621851.2115688
2025-10-20,3231.TW,1058450335.4966623,91503301.30244975
2025-10-21,3231.TW,1058689753.1017482,91430987.39742209
2025-10-22,3231.TW,1059447596.744935,91232159.87205182
2025-10-23,3231.TW,1059472039.5783497,91217792.30407432
2025-10-24,3231.TW,1059242540.0610083,91258960.49307749
2025-10-27,3231.TW,1059590594.9190824,91165042.29207903
2025-10-28,3231.TW,1060433197.1718844,90946715.32161538
2025-10-29,3231.TW,1061126926.4554921,90765467.4351292
2025-10-30,3231.TW,1061296538.395802,90715723.5438965
2025-10-31,3231.TW,1061640274.7093257,90617389.80829737
2025-11-03,3231.TW,1061662510.7447321,90602331.11959812
2025-11-04,3231.TW,1061388279.9242547,90661806.35047129
2025-11-05,3231.TW,1061841114.8143307,90541392.13464394
2025-11-06,3231.TW,1061949839.8384461,90507688.05011931
2025-11-07,3231.TW,1062531626.7623935,90359260.98321575
2025-11-10,3231.TW,1062651033.2730916,90323397.58238414
2025-11-11,3231.TW,1062911807.869605,90254991.18624441
2025-11-12,3231.TW,1062763829.7642652,90285534.7763363
2025-11-13,3231.TW,1062693585.6167727,90299026.04338431
2025-11-14,3231.TW,1062610782.1496812,90316641.0915324
2025-11-17,3231.TW,1063083772.1674,90200209.87201451
2025-11-18,3231.TW,1061920005.284057,90480947.8241153
2025-11-19,3231.TW,1061711541.6080042,90532077.24630328
2025-11-20,3231.TW,1061543674.3832066,90574120.40711941
2025-11-21,3231.TW,1061259420.1537274,90646162.34966527
2025-11-24,3231.TW,1060801684.6174061,90767182.79304636
2025-11-25,3231.TW,1060869797.2088429,90753253.97461064
2025-11-26,3231.TW,1060746391.0340691,90789252.34827465
2025-11-27,3231.TW,1060348589.0415689,90890953.32824276
2025-11-28,3231.TW,1060139017.1261001,90950871.90700826
2025-12-01,3231.TW,1058876239.1143335,91284475.80969295
2025-12-02,3231.TW,1058296646.1376864,91433406.3146396
2025-12-03,3231.TW,1058455589.5320005,91402002.82219303
2025-12-04,3231.TW,1057902132.9071378,91546535.1142746
2025-12-05,3231.TW,1057815412.7035012,91576749.63298798
2025-12-08,3231.TW,1057681105.6938998,91616875.60084356
2025-12-09,3231.TW,1057297291.847925,91719196.0323173
2025-12-10,3231.TW,1056841013.4072901,91850824.67419781
2025-12-11,3231.TW,1055894777.709568,92105052.87102942
2025-12-12,3231.TW,1055538239.5278225,92206131.92726131
2025-12-15,3231.TW,1053655885.9136561,92699258.01241322
2025-12-16,3231.TW,1053231855.7380579,92812602.76571395
2025-12-17,3231.TW,1053328126.0537913,92797191.2010471
2025-12-18,3231.TW,1049688897.7033112,93713539.42782094
2025-12-19,3231.TW,1049253684.5916538,93831860.61041468
2025-12-22,3231.TW,1049495661.1482924,93782442.87556387
2025-12-23,3231.TW,1049291364.5986667,93841212.97348215
2025-12-24,3231.TW,1049661293.264078,93760799.29966152
2025-12-25,3231.TW,1049177393.7289815,93890382.40526877
2025-12-26,3231.TW,1049186711.4568399,93898533.98152667
2025-12-29,3231.TW,1048775015.547145,94004122.10826571
2025-12-30,3231.TW,1048382450.6402736,94104937.19346951
2025-12-31,3231.TW,1048281795.8135494,94132221.79405363
2026-01-01,3231.TW,1048017702.6453953,94201806.93673915
2026-01-02,3231.TW,1048273846.5400698,94142305.3961419
2026-01-05,3231.TW,1049430479.7314317,93864777.14658606
2026-01-06,3231.TW,1049184958.411137,93924654.85132384
2026-01-07,3231.TW,1048752908.3423792,94028476.80221422
2026-01-08,3231.TW,1049044913.4426318,93955490.47757283
2026-01-09,3231.TW,1048818407.781948,94007423.32777204
2026-01-12,3231.TW,1049159089.0799097,93919611.02272467
2026-01-13,3231.TW,1048349252.8034518,94109082.29543963
2026-01-14,3231.TW,1048253157.7962618,94126924.27859165
2026-01-15,3231.TW,1047963165.947319,94191285.63650288
2026-01-16,3231.TW,1048695397.7799381,94003252.4024992
2026-01-19,3231.TW,1048900973.5944192,93946136.4414711
2026-01-20,3231.TW,1048895848.8366712,93940314.45651393
2026-01-21,3231.TW,1048639999.0589342,93993530.83424897
2026-01-22,3231.TW,1048657020.1811801,93981794.73592551
2026-01-23,3231.TW,1048836809.3194689,93929549.33144194
2026-01-26,3231.TW,1048850733.7664657,93914202.62610528
2026-01-27,3231.TW,1048627651.4677092,93956268.65263402
2026-01-28,3231.TW,1048790897.057623,93909218.4244029
2026-01-29,3231.TW,1048582427.0359733,93939929.5989619
2026-01-30,3231.TW,1048735178.0507166,93884488.8521582
2026-02-02,3231.TW,1049576569.0323236,93666022.99747863
2026-02-03,3231.TW,1049927906.3231527,93569482.34000656
2026-02-04,3231.TW,1049368935.5893159,93686452.99153139
2026-02-05,3231.TW,1049214956.396862,93708777.00566258
2026-02-06,3231.TW,1049347042.9770459,93657601.26987179
2026-02-09,3231.TW,1049384025.9536643,93637941.01906464
2026-02-10,3231.TW,1049339062.3799264,93636741.87478729
2026-02-11,3231.TW,1049871852.109613,93491324.31450249
2026-02-12,3231.TW,1050164919.8827561,93411171.75027268
2026-02-13,3231.TW,1050370454.1114349,93351154.6444076
2026-02-16,3231.TW,1050444593.7759626,93319023.95667438
2026-02-17,3231.TW,1050881464.2255462,93202774.50345346
2026-02-18,3231.TW,1050731959.3611852,93234147.9602088
2026-02-19,3231.TW,1050591159.2545176,93261916.59014447
2026-02-20,3231.TW,1051176765.7550672,93117417.80142035
2026-02-23,3231.TW,1052041891.454853,92905712.99309237
2026-02-24,3231.TW,1051449826.5495654,93049938.77219328
2026-02-25,3231.TW,1051314176.3414344,93084942.35001634
2026-02-26,3231.TW,1051580457.212466,93021544.73045015
2026-02-27,3231.TW,1051889581.1634678,92950703.27378573
2026-03-02,3231.TW,1051827841.0759016,92970442.2439877
2026-03-03,3231.TW,1050860709.7964146,93213351.34834448
2026-03-04,3231.TW,1051003451.5604961,93185882.42425689
2026-03-05,3231.TW,1051210760.0249665,93155673.77639297
2026-03-06,3231.TW,1050518255.4726251,93334065.79396492
2026-03-09,3231.TW,1050189118.9929844,93430605.80636227
2026-03-10,3231.TW,1049999312.9075538,93485222.09743677
