Date,Ticker,ForeignNetAmount,InvestmentTrustNetAmount,DealerNetAmount
2026-07-08,3380.TW,1586621.0188346552,2877263.195988926,582860.8231610536
2026-07-09,3380.TW,-1230155.5252357435,7466266.51214167,945249.6750915243
2026-07-10,3380.TW,-2947760.4529700726,-2309597.6664461517,-762958.9867092303
2026-07-13,3380.TW,312995.736679709,1511054.6167463013,-20369.736885072343
2026-07-14,3380.TW,-1160739.2497032082,2421402.664049687,392881.1957448297
2026-07-15,3380.TW,867096.6848730508,328505.90228610893,-662193.6948600407
2026-07-16,3380.TW,635375.4127041858,1368723.6771850982,157223.6087254073
2026-07-17,3380.TW,12325.118655386977,351093.6561568439,68181.31023457521
2026-07-20,3380.TW,-102185.70551516776,268189.4441215466,-192410.43720823494
2026-07-21,3380.TW,-2230684.178266363,-6482296.785604081,-715048.2960152505
2026-07-22,3380.TW,-130056.44540608232,1544195.6850799713,-140201.98160308716
2026-07-23,3380.TW,-2820003.7970129317,708816.343586844,876919.1060744562
2026-07-24,3380.TW,-52564.871417041926,416735.17278684676,770110.8485202526
2026-07-27,3380.TW,-2134816.098378067,1381955.4524994262,47039.35824213052
2026-07-28,3380.TW,1994316.4982134928,2780028.6502434593,93756.69424612069
2026-07-29,3380.TW,410052.30748422386,-3646127.181534774,-672893.2422765533
2026-07-30,3380.TW,-1693997.4599945364,-1450356.414704467,975889.1637436363
2026-07-31,3380.TW,1641378.7687631568,2967416.643149577,-307867.8561048508
2026-08-03,3380.TW,-646132.712112417,6128089.383512762,226571.05212567362
2026-08-04,3380.TW,613415.3059842362,2506865.1895171115,660989.6083033158
2025-10-01,3406.TW,-13888.868184479406,2081246.9640718694,83977.1569202848
2025-10-02,3406.TW,-202762.7814513081,-1521830.8747358914,-685565.0404321665
2025-10-03,3406.TW,-1113744.6713245,-1057440.9152618658,519317.11914369534
2025-10-06,3406.TW,2424182.4803938633,3378267.5616586246,-629152.1009506411
2025-10-07,3406.TW,-1218416.907334727,332367.0815570624,-156081.05255256445
2025-10-08,3406.TW,1985777.4180508319,-53717.39155818563,-258104.4625921789
2025-10-09,3406.TW,1871154.6659108195,-2890302.9523274424,-40612.40623909564
2025-10-10,3406.TW,1105655.3169887098,3199463.8779185843,-385630.90796012
2025-10-13,3406.TW,-4680736.778042826,-2734939.1835599616,-860314.8665128353
2025-10-14,3406.TW,-297132.1703747857,885670.0260890264,-59568.13718000713
2025-10-15,3406.TW,-1751041.11324298,-1722464.2667612764,-939294.7514825228
2025-10-16,3406.TW,-217346.39731193788,1835172.246431543,-306684.39802225085
2025-10-17,3406.TW,1840242.823186454,3422950.7967969943,-558606.4876150076
2025-10-20,3406.TW,-1821503.3768076454,455913.5026728476,-208974.21540923318
2025-10-21,3406.TW,-370543.91226303007,-1227334.30673205,58049.23850596306
2025-10-22,3406.TW,-502394.2960893038,-343000.5262828652,199442.8717331501
2025-10-23,3406.TW,-1640959.207588463,-1876048.05857103,1455441.650331653
2025-10-24,3406.TW,70793.78612629184,-839070.1267019331,1075884.6714039221
2025-10-27,3406.TW,390367.9695127172,1602111.8423862194,-277611.2827630359
2025-10-28,3406.TW,-2934144.0319430167,3203796.4843177963,-238891.39734614757
2025-10-29,3406.TW,-345627.59281755914,388343.24976359156,-106868.94694342544
2025-10-30,3406.TW,-937056.9508572711,-1011202.461337912,-250821.60590210033
2025-10-31,3406.TW,140768.06496130436,5237526.871422554,-923215.8265507185
2025-11-03,3406.TW,-1213490.8543422576,2710518.6463008276,464490.81914196204
2025-11-04,3406.TW,115967.99546825212,-430032.88946610375,-1406070.9748926072
2025-11-05,3406.TW,747938.8184809468,733276.3292807883,996516.8364177872
2025-11-06,3406.TW,1710184.8295098706,-165475.4939740193,41790.44711041897
2025-11-07,3406.TW,4172567.736998436,-888095.2797955929,308887.4123909243
2025-11-10,3406.TW,-103556.38817434164,196800.50797569606,621386.6194372021
2025-11-11,3406.TW,-266814.60048311966,1205562.1867356522,366335.88757979404
2025-11-12,3406.TW,844984.9602447875,-2357675.836977979,17079.427240508798
2025-11-13,3406.TW,-424494.9936801365,1662030.0563808475,235871.6443270505
2025-11-14,3406.TW,-1494230.3413470616,-960575.614941857,-221328.95752039255
2025-11-17,3406.TW,2205657.120952246,911804.104137315,874273.6287934824
2025-11-18,3406.TW,2534137.284449112,-410056.11022918916,169297.8349193711
2025-11-19,3406.TW,786110.3910023083,3944736.09309539,-463736.9822914167
2025-11-20,3406.TW,2464826.0649097622,1195179.661443153,-1503894.4963769838
2025-11-21,3406.TW,919219.2071915832,1162636.9932225172,1254339.5517786266
2025-11-24,3406.TW,486501.88815476606,-521504.04300102976,503589.4747652932
2025-11-25,3406.TW,1054160.2237568474,1497221.0299564453,-297430.2616437657
2025-11-26,3406.TW,-281556.7202530143,-47481.979739735965,563570.4016134654
2025-11-27,3406.TW,-670666.488467716,-1581587.359782019,667605.1247287929
2025-11-28,3406.TW,937323.9102971517,1388709.792859863,299940.67990415555
2025-12-01,3406.TW,-1593999.515746806,-980285.4610744668,-1436299.7026918707
2025-12-02,3406.TW,-1123855.8805988247,701349.5174575943,1073092.2367848267
2025-12-03,3406.TW,2275682.1111768093,3882524.444427008,1197151.247492414
2025-12-04,3406.TW,920716.0421449214,1042818.0951211972,642245.9911809711
2025-12-05,3406.TW,-436300.37699165154,-671755.583952069,-195854.0602995925
2025-12-08,3406.TW,-1799125.4016642435,1246590.8021345038,-1304920.0226738008
2025-12-09,3406.TW,1469033.850428706,-1412743.2141578747,-24252.075146834773
2025-12-10,3406.TW,2916974.4447845947,341669.3450187681,-879055.7196976708
2025-12-11,3406.TW,-51539.86548204033,370830.3167820917,-7717.639052603743
2025-12-12,3406.TW,-29651.07842566978,476576.6508455543,-452164.18477997906
2025-12-15,3406.TW,-1067787.23955168,1412536.9071257843,-342358.1737301961
2025-12-16,3406.TW,5036309.989269123,305562.7608566502,532329.792883895
2025-12-17,3406.TW,-2745426.519244836,1154011.0202470736,-266550.0426739709
2025-12-18,3406.TW,-1235393.1610581572,478837.4805244546,-322145.70244163036
2025-12-19,3406.TW,-4159819.4035166814,-325403.0714403839,-851417.1760316123
2025-12-22,3406.TW,-1117459.1605128825,-946545.1591269955,196029.2716779026
2025-12-23,3406.TW,-171216.78903571173,-282863.05186492635,-753885.6769914465
2025-12-24,3406.TW,2807679.778690738,2068479.8008157667,403521.40994132275
2025-12-25,3406.TW,1786480.8724408108,4986307.424227454,-929360.6659926532
2025-12-26,3406.TW,4884623.822291438,-2510632.416179726,-1436627.0161617943
2025-12-29,3406.TW,-5124657.4402687345,464679.898041562,-259223.99624532624
2025-12-30,3406.TW,-1196247.4237839414,-3075585.7742921426,-242329.97439778945
2025-12-31,3406.TW,20181.144077370118,-990644.2016680776,879224.2080060886
2026-01-01,3406.TW,-288493.0010890818,-1121362.5216806065,92098.30479718857
2026-01-02,3406.TW,-651342.6934110328,-713669.4814122386,277105.91104441776
2026-01-05,3406.TW,2809828.0978661412,2224720.3565217247,-1726246.9026524296
2026-01-06,3406.TW,1436542.0984411726,2569899.5468787914,311935.87395987345
2026-01-07,3406.TW,1524451.065309619,1534605.1279325704,536805.2116939009
2026-01-08,3406.TW,966301.5958458483,-834391.7729293966,-209456.21629084737
2026-01-09,3406.TW,2265610.743160131,-845981.3600771703,936702.9110902556
2026-01-12,3406.TW,-117120.18563918161,2776940.641378835,-217824.66958205382
2026-01-13,3406.TW,-1688416.2891166133,1090644.975486315,-88494.14710886554
2026-01-14,3406.TW,-139870.06231227756,52392.809849399055,81730.31974706551
2026-01-15,3406.TW,4419545.44651987,1012795.7392700161,597701.7071288065
2026-01-16,3406.TW,-2930853.910732731,1395988.4442645917,-882489.8793928865
2026-01-19,3406.TW,1742378.8165394338,-424270.2080907617,-214994.6122926122
2026-01-20,3406.TW,697146.9740786292,-510583.506608314,-677759.8644042677
2026-01-21,3406.TW,-1938022.4766285592,-1485749.6905206975,-852378.9201379486
2026-01-22,3406.TW,-3192017.5643657073,-2327401.9457322266,519763.75450293627
2026-01-23,3406.TW,871517.5849903243,230864.75561704778,-2407751.3892401457
2026-01-26,3406.TW,-1246214.2682628261,1294759.6715357092,208866.866226483
2026-01-27,3406.TW,653380.164737299,61427.95133262079,858483.6727871266
2026-01-28,3406.TW,-1014165.5918840731,1961788.433205579,-702354.0641089266
2026-01-29,3406.TW,92714.21844515516,-7202571.388339058,1451513.618635313
2026-01-30,3406.TW,-544875.0591735383,5612337.108962518,383738.1079933185
2026-02-02,3406.TW,-2460236.216013553,-617531.4245017141,407265.55899025185
2026-02-03,3406.TW,-1328228.5402593447,583656.0161088493,-426695.88842147886
2026-02-04,3406.TW,1836837.3235343562,1972641.314707132,752446.099771317
2026-02-05,3406.TW,-2311234.9179316238,-216602.18605481216,185425.29949995948
2026-02-06,3406.TW,-1000123.1386546285,-2197341.794450997,257751.6270600279
2026-02-09,3406.TW,1058274.9470384829,1767914.4550521679,354386.6930506494
2026-02-10,3406.TW,-797664.0250235894,-194235.01913249362,-266282.79193613713
2026-02-11,3406.TW,-775850.500050093,173245.55221126287,-1545827.7143074924
2026-02-12,3406.TW,-2403260.529559362,-1240356.297877781,-121877.17185442598
2026-02-13,3406.TW,-837637.5143624105,447106.9245717683,230077.28593586254
2026-02-16,3406.TW,-552657.096085595,913818.6078915204,73084.58941406231
2026-02-17,3406.TW,-2621353.0649447963,203211.4647643111,707001.5018529483
2026-02-18,3406.TW,4562283.286380737,-2995989.4570236537,719168.1062545393
2026-02-19,3406.TW,-1367960.6915713465,-1989637.2149366066,-78984.78204166883
2026-02-20,3406.TW,-4507047.022853138,-16717.487228633137,-520385.80074665224
2026-02-23,3406.TW,-3007657.762355695,1591509.7008375719,-322705.54300569434
2026-02-24,3406.TW,-1929849.4485002588,279051.4052619249,-1095136.1670077413
2026-02-25,3406.TW,1565833.4896842623,1813626.0467917942,-622330.9309774676
2026-02-26,3406.TW,-294518.5665051116,2849869.7002997124,210764.94096176213
2026-02-27,3406.TW,136952.40016262655,3226076.1517729796,-107839.00931672065
2026-03-02,3406.TW,8118664.732753304,584359.9560004992,-120974.7119994029
2026-03-03,3406.TW,-4556694.375608172,927528.1208263279,-820757.6428418795
2026-03-04,3406.TW,-2334580.6438119407,-1252965.3474721615,-227099.3482018833
2026-03-05,3406.TW,-1372560.1666098516,-374273.513684129,-349156.07538053376
2026-03-06,3406.TW,-895739.0654610253,909398.6502533461,-489992.3335706949
2026-03-09,3406.TW,1232718.641465863,-186424.88198595593,-551615.2053884151
2026-03-10,3406.TW,-3412812.400702184,-2122521.9542036024,853952.1890148873
2026-03-11,3406.TW,2159929.043616113,-759685.7095018224,-365620.0469867938
2026-03-12,3406.TW,4518482.035482755,767767.5559246705,290670.516455658
2026-03-13,3406.TW,940413.3210961769,-145060.5658604419,632256.0287999628
2026-03-16,3406.TW,-241017.54634242336,2215955.4288156615,-177526.52204108422
2026-03-17,3406.TW,194849.1143679585,-1561810.4085500336,973828.2326945238
2026-03-18,3406.TW,-1151207.2960508107,-1758184.9397571883,-790624.297504798
2026-03-19,3406.TW,1249315.2454407858,-3516439.4134598537,1379368.6963527454
2026-03-20,3406.TW,722686.0926824922,-286403.5636969613,-623616.6119607467
2026-03-23,3406.TW,1451059.3985418074,1663056.4194891704,345776.16503582953
2026-03-24,3406.TW,-329077.613669129,-1204342.8178558634,1394744.7896082774
2026-03-25,3406.TW,1545688.4535428586,-69107.83904301873,140453.28900174296
2026-03-26,3406.TW,2864945.978626113,526487.6465223364,282203.3628093207
2026-03-27,3406.TW,-934453.08140027,-505958.32498335803,276908.46436918597
2026-03-30,3406.TW,224062.02417935146,979427.4993741318,1109573.6049267678
2026-03-31,3406.TW,2247885.901897774,-1758200.2153801187,-458291.05745801685
2026-04-01,3406.TW,2455943.7433304167,-3654688.2223234237,424068.5177476471
2026-04-02,3406.TW,-803469.7978452051,500503.44857340096,-429412.22117069876
2026-04-03,3406.TW,-1150432.7718644189,-2525906.911266793,1397366.9412424038
2026-04-06,3406.TW,-926035.0680115374,924857.4332977745,56632.721797135135
2026-04-07,3406.TW,168335.7203188422,1744385.4412863955,-1710087.3973579442
2026-04-08,3406.TW,-1309066.8022656492,-98166.98299596849,76262.7576643051
2026-04-09,3406.TW,-1569518.557539362,1135263.4464180835,264261.11729811877
2026-04-10,3406.TW,-579797.6144974879,1493433.0755370834,543327.0202373695
2026-04-13,3406.TW,280486.9498232947,-1279908.4495053208,492101.60800146667
2026-04-14,3406.TW,2668701.851119388,-2003154.4334313322,2155439.2781309155
2026-04-15,3406.TW,-436828.2420472815,2335265.1086614123,667953.328546149
2026-04-16,3406.TW,-1446746.1939377275,48477.463586238104,-34003.22520346413
2026-04-17,3406.TW,252104.33482661797,839414.0031648783,42276.48804812235
2026-04-20,3406.TW,1590416.9592007524,330730.73774103774,-1038795.0819231145
2026-04-21,3406.TW,-2477521.378531887,1509123.172154214,482168.0547451875
2026-04-22,3406.TW,-738637.5320125062,449199.0171995384,748170.6936933843
2026-04-23,3406.TW,614912.669486161,1293931.1613732104,-422706.5071922833
2026-04-24,3406.TW,3727493.597427558,392018.1396272285,469105.8735641041
2026-04-27,3406.TW,5852374.363794162,1334861.379653872,105258.2817054887
2026-04-28,3406.TW,1366410.370008587,-214399.03018367605,78030.15111906169
2026-04-29,3406.TW,-975401.2798866298,731254.3573363193,830357.8945672659
2026-04-30,3406.TW,-710731.8400786151,3481818.8275318947,1805386.7916444773
2026-05-01,3406.TW,-269638.20076249033,548938.2678981542,313384.0848356735
2026-05-04,3406.TW,-2918665.58137977,318957.09065875656,-1301047.4590656944
2026-05-05,3406.TW,-148978.91841365857,-440097.36176653043,-459423.1804825861
2026-05-06,3406.TW,139169.07859419077,616459.0206553945,-612402.2058875435
2026-05-07,3406.TW,-1429463.6291024324,3540361.0076416656,-252284.22759737563
2026-05-08,3406.TW,-1537420.823933086,-9533623.958846953,-932454.8685698214
2026-05-11,3406.TW,205308.48866951186,-1694359.7289578922,-81737.84424635384
2026-05-12,3406.TW,-66696.90265085612,3475393.081518322,744379.8134060351
2026-05-13,3406.TW,30307.679979727516,2232015.122034762,-533353.4386074325
2026-05-14,3406.TW,802523.8782996853,148348.85798517463,-33495.32876195421
2026-05-15,3406.TW,-725241.9095388667,-2503722.570750215,-527240.1558601517
2026-05-18,3406.TW,739544.3789282474,-1779472.038799243,-733071.4470906652
2026-05-19,3406.TW,2296626.8211093685,-317958.59247224533,403445.5703656114
2026-05-20,3406.TW,567455.3932508326,2900714.9330122923,-60742.115440255526
2026-05-21,3406.TW,616037.5757190741,238953.9518110479,292739.3611880234
2026-05-22,3406.TW,1378670.168412196,-2122530.8925397308,-917808.2335728048
2026-05-25,3406.TW,-828801.5640673001,2924367.8936783853,-1118090.3275822464
2026-05-26,3406.TW,599533.1217551861,-688068.2526216335,-247403.07776661817
2026-05-27,3406.TW,817051.2484389753,4014902.0129921576,-1303013.8157449244
2026-05-28,3406.TW,-2973367.6939262585,-369142.5579450033,-966277.2461154552
2026-05-29,3406.TW,-1325846.9311295645,-1764162.0540436737,174773.379858542
2026-06-01,3406.TW,-3656005.8391070273,-2298566.605046421,338317.8628102987
2026-06-02,3406.TW,1501278.9383645342,1168889.6293756198,-654929.4233121421
2026-06-03,3406.TW,-69446.37201571232,-218894.987758695,611558.3604586527
2026-06-04,3406.TW,-307985.3792830586,-1068059.6833558553,-76043.12789221205
2026-06-05,3406.TW,273806.0266695133,2141265.257921255,173719.58147872268
2026-06-08,3406.TW,-2194135.329299226,-988187.7806417942,-481649.21568766644
2026-06-09,3406.TW,1486643.8098277661,-1197539.2378380802,-621622.5404401799
2026-06-10,3406.TW,-487467.17871112283,475496.3011686008,-586900.0231831106
2026-06-11,3406.TW,-1540713.0619600874,-826667.1236794525,310357.387338245
2026-06-12,3406.TW,-2004609.4782408653,299969.836459483,-105952.65899635645
2026-06-15,3406.TW,1148266.347373562,977206.536631867,-351256.488348568
2026-06-16,3406.TW,-1133245.4295291218,-3302913.686542865,-84343.70676336891
2026-06-17,3406.TW,1946967.3101293917,260545.5982962323,383404.2571599531
2026-06-18,3406.TW,208517.52393512713,-1879311.1559207235,397430.388060795
2026-06-19,3406.TW,234617.89305195113,2620519.710804715,772753.3002303314
2026-06-22,3406.TW,200282.8006808539,4254489.304386337,806097.1626239389
2026-06-23,3406.TW,-1231547.3702281632,1339535.5936219983,-531465.4370113312
2026-06-24,3406.TW,-99451.84795718174,1672371.6929695131,2201803.4891615016
2026-06-25,3406.TW,-4044057.017984787,61676.15717524683,-956363.6645181527
2026-06-26,3406.TW,1001325.8146339739,-566448.7146603402,-672276.680774178
2026-06-29,3406.TW,-897462.5884666487,1319553.2625899343,-1630857.8108342907
2026-06-30,3406.TW,-1233040.5180064975,-196810.33237450616,-313962.8393891539
2026-07-01,3406.TW,1002098.4564066656,-2113901.259553256,-2007562.6013134157
2026-07-02,3406.TW,1250887.6038437993,2382226.711545669,-517699.2600682914
2026-07-03,3406.TW,-2057026.372679362,-515479.3780484318,-132148.02996087796
2026-07-06,3406.TW,2452239.3995720134,1904702.2186198574,-619991.795829282
2026-07-07,3406.TW,-2580884.774446925,2365517.3937823325,-157531.11894778846
2026-07-08,3406.TW,3062528.447413415,738879.3033952694,-1200681.948937414
2026-07-09,3406.TW,5226387.617216158,7254230.700160535,14099.193962254685
2026-07-10,3406.TW,-5036216.975677528,389763.22197469964,-879941.605128234
2026-07-13,3406.TW,-1587410.9910282695,-131062.29758316503,430088.3846050264
2026-07-14,3406.TW,377645.4281499899,-1550646.0264930723,379799.7856863676
2026-07-15,3406.TW,2667751.2159878737,-3351730.9652005127,-904822.3790864432
2026-07-16,3406.TW,-1495335.8473379272,-301111.0893262384,-310325.7476572491
2026-07-17,3406.TW,-533272.1302501273,289182.244149972,536380.2979137583
2026-07-20,3406.TW,-790451.8231014194,-1542714.0799466954,-924319.5786829479
2026-07-21,3406.TW,1655288.2599602316,1422390.9844652696,-124514.73972912107
2026-07-22,3406.TW,-83793.5489604105,-569795.9547488608,244106.28396579786
2026-07-23,3406.TW,50782.407656482035,2496764.2790957764,-385287.03482993785
2026-07-24,3406.TW,821857.5184112343,-40336.12395024607,460617.83692673943
2026-07-27,3406.TW,-403637.416108503,2919411.5198600376,129805.75466694726
2026-07-28,3406.TW,2231847.888094093,1025157.7528475558,-122618.59260326189
2026-07-29,3406.TW,152125.53486768188,270082.48749396816,18264.139848937913
2026-07-30,3406.TW,-420756.4738885331,-1705764.2978613072,-459753.2709451042
2026-07-31,3406.TW,-105524.82147995244,-485337.9986320698,745007.4626719111
2026-08-03,3406.TW,1648265.9771437072,396098.6158080289,395573.72341411456
2026-08-04,3406.TW,2986884.8053416116,-1025336.3214990605,80480.85294884913
2025-10-01,3413.TW,38187.08240151625,-1634434.796237527,-90644.2647057604
2025-10-02,3413.TW,1011988.9733114548,2024325.5733085137,284860.6849864033
2025-10-03,3413.TW,282201.58681769157,-950655.3663003297,310969.83395548444
2025-10-06,3413.TW,-159484.63023821323,97376.32350026067,-70205.65230133133
2025-10-07,3413.TW,-259597.27027579013,-145437.28571131668,65845.59152593206
2025-10-08,3413.TW,-1154705.5893476142,-435150.0074620292,-767100.7873713122
2025-10-09,3413.TW,215716.47597739522,-294254.8826096267,387137.6415466255
2025-10-10,3413.TW,-336351.70571471186,1743582.7295606195,568310.2852584481
2025-10-13,3413.TW,382829.4031589881,-621989.0610685853,-27518.39606081428
2025-10-14,3413.TW,1588891.6591832833,405314.34486742865,779248.1606079285
2025-10-15,3413.TW,-978451.9464501195,-429789.89305933536,180002.89991850883
2025-10-16,3413.TW,-462708.435862343,-362209.30520904204,-407762.4658509075
2025-10-17,3413.TW,-1409888.0959662336,299981.35800714046,-33680.97359199617
2025-10-20,3413.TW,459462.1402349448,-756815.3739361245,180871.16121381754
2025-10-21,3413.TW,-997583.0740444802,-374808.332815196,1000349.0211851227
2025-10-22,3413.TW,-768636.7285749374,-1006812.9124125281,-439413.60705782444
2025-10-23,3413.TW,1295648.1203483185,212650.46978091518,-196794.87663694166
2025-10-24,3413.TW,3219353.102533346,1239091.4789307828,215296.25190773318
2025-10-27,3413.TW,-1068437.9829427882,1015172.8256103233,-419714.0935339403
2025-10-28,3413.TW,800907.2702159039,516614.2544276599,97631.68019817141
2025-10-29,3413.TW,-2678263.2488447754,-740555.8998476294,-822252.2992655076
2025-10-30,3413.TW,-2392278.5117506697,447361.06987633416,195854.0400618589
2025-10-31,3413.TW,2406976.674251823,1031713.6971811098,745380.6688802456
2025-11-03,3413.TW,408657.8370659859,-699285.8104022369,-1078162.3427523167
2025-11-04,3413.TW,213131.39649163288,989536.223368787,375473.2091411184
2025-11-05,3413.TW,544026.4364347858,-673460.4108121629,477441.1776669137
2025-11-06,3413.TW,2503936.0040988955,-760619.2864372222,38778.2913728655
2025-11-07,3413.TW,-476830.5768393657,-772566.9693548994,170298.06451460085
2025-11-10,3413.TW,-479285.3420172339,695419.0978179384,-1326533.2021593216
2025-11-11,3413.TW,860604.8295674853,-436518.6883923548,1116609.1409834444
2025-11-12,3413.TW,1714602.379829995,-439206.9566260221,-40158.554001666285
2025-11-13,3413.TW,549479.2378830247,178028.93730455267,-323429.8678578648
2025-11-14,3413.TW,-633368.9952328402,461492.9690084978,128815.40800006573
2025-11-17,3413.TW,3862506.9480166086,-1999.38154143258,-129270.367247488
2025-11-18,3413.TW,458437.3125520762,-238858.86497834983,-308599.55490959174
2025-11-19,3413.TW,1114254.894519012,373712.4136537347,109938.13399234787
2025-11-20,3413.TW,-1500352.6654785955,498064.6518287343,-409563.4175637622
2025-11-21,3413.TW,,,
2025-11-24,3413.TW,-1385232.542308194,-99918.73896662312,130699.8446888754
2025-11-25,3413.TW,-1461351.7542604855,360377.9459010195,-334952.2669351476
2025-11-26,3413.TW,228977.09735318407,447481.38076282456,-381403.31134549517
2025-11-27,3413.TW,698630.082374718,804756.8333441596,762961.1677618099
2025-11-28,3413.TW,-1810661.8819051103,137427.74247934273,-363691.9804763207
2025-12-01,3413.TW,-2050649.7992185096,-639783.702418628,1013235.226072216
2025-12-02,3413.TW,-213161.6770349698,113667.15034233143,42860.04032408912
2025-12-03,3413.TW,1717162.1702521248,70747.17973234883,-48224.24708740221
2025-12-04,3413.TW,2294094.0855682874,469625.9126494548,266804.3545485778
2025-12-05,3413.TW,-1137280.3465636587,-880799.7409837113,-634172.888672432
2025-12-08,3413.TW,-1296373.145403633,-271441.6310501348,3170.368589475809
2025-12-09,3413.TW,114890.21870263174,136834.01002502537,538416.8792569728
2025-12-10,3413.TW,196068.02124226597,1389508.365559594,768514.7729972617
2025-12-11,3413.TW,1086432.0528102098,-178264.40816751352,-12297.793913334666
2025-12-12,3413.TW,998370.148027716,992564.0869628896,243175.02473973052
2025-12-15,3413.TW,143422.4634306614,80768.60799464585,-86909.62189627967
2025-12-16,3413.TW,-995590.4964843367,147887.16846336683,392859.5016556864
2025-12-17,3413.TW,727560.2643973327,-7997.258414081472,846549.441028469
2025-12-18,3413.TW,817913.6873838529,927446.2712632063,160986.38473510233
2025-12-19,3413.TW,-815024.7686730764,216544.01946752227,-679630.7133931906
2025-12-22,3413.TW,898295.7915089673,-538069.3026798351,-68276.61260906154
2025-12-23,3413.TW,2242705.486735085,1236617.0526975296,261827.36750327353
2025-12-24,3413.TW,-1348433.399245563,-327836.8227533218,-21670.097277244466
2025-12-25,3413.TW,-341767.8753521404,467803.26780224993,-16732.826500910876
2025-12-26,3413.TW,-183150.50919953766,-332984.916432332,123780.42532606384
2025-12-29,3413.TW,281447.80652702635,-411278.1422373022,-449084.46834338864
2025-12-30,3413.TW,-420223.35833751515,-295148.40766864346,232320.15994851565
2025-12-31,3413.TW,310618.63247512974,-290794.7886221653,528873.9608870918
2026-01-01,3413.TW,-363896.9967281636,-399214.49293600366,567431.5496139454
2026-01-02,3413.TW,919076.1248908737,-333855.360556577,-42473.596063782985
2026-01-05,3413.TW,147393.3342736825,215203.54792076198,142991.82863025015
2026-01-06,3413.TW,-100962.94814179002,390679.00899115484,-262989.41084083973
2026-01-07,3413.TW,-1005625.6557035971,-1160921.658958909,-1215828.4290637227
2026-01-08,3413.TW,-145125.19782731112,-424435.50757451874,470273.3880200741
2026-01-09,3413.TW,-57784.844988130295,88522.21094769698,-93123.3127392037
2026-01-12,3413.TW,-143886.94434772804,-473528.78476912074,56033.660679236535
2026-01-13,3413.TW,-117298.73536221191,282942.3967013803,-31202.334008299753
2026-01-14,3413.TW,-1032222.3456251351,45220.26721700933,-188928.00450875782
2026-01-15,3413.TW,322914.641277496,554319.3796435877,604624.398170571
2026-01-16,3413.TW,-580740.0652397155,196427.6143541725,-228784.47550021662
2026-01-19,3413.TW,-959365.2765255531,696080.1820331803,-320155.45428284537
2026-01-20,3413.TW,-626640.769546279,-579481.9317925343,-390494.31089919136
2026-01-21,3413.TW,-495358.97528808314,569611.680152321,204254.98441174373
2026-01-22,3413.TW,-10559.488426307653,-658437.1262026526,72468.72861648968
2026-01-23,3413.TW,-401857.4517318282,-292110.5061669033,-37787.01546618651
2026-01-26,3413.TW,166522.25137132735,-111020.01486442216,-1423.1737064084773
2026-01-27,3413.TW,-2001575.3632191182,-941610.1066231932,32297.8410410122
2026-01-28,3413.TW,174668.17766916164,-357461.8292241125,-338258.10201157874
2026-01-29,3413.TW,-2142458.4522627373,-696320.7573336887,-773581.4664256978
2026-01-30,3413.TW,-96537.17217644188,-764354.2420649789,-139941.99118522438
2026-02-02,3413.TW,-409550.3721474284,243798.75999193624,-22665.921203419435
2026-02-03,3413.TW,92739.43329443976,903975.8056140388,-404314.9251846681
2026-02-04,3413.TW,1033764.9096527064,-115386.03903942768,148486.75662810466
2026-02-05,3413.TW,309681.3225364344,64891.60729009625,66315.07267899338
2026-02-06,3413.TW,1187833.7506785765,584413.6014949679,-31151.92788670701
2026-02-09,3413.TW,-1036349.2121486508,126422.4584603709,-920364.6974632491
2026-02-10,3413.TW,-1570588.256464573,-1113591.552657966,872041.3929916987
2026-02-11,3413.TW,-1240429.3420441882,1384894.7824500059,529605.1491739561
2026-02-12,3413.TW,475629.96019621886,1241215.2215645032,361617.28023300145
2026-02-13,3413.TW,48945.856656248754,-166976.69021059785,1410591.1031004726
2026-02-16,3413.TW,1570834.125508227,1084859.828621909,428777.15232748364
2026-02-17,3413.TW,2194186.0705945394,408181.66116465593,751137.5489075063
2026-02-18,3413.TW,7899.837982171972,225291.79002063494,569594.3912605938
2026-02-19,3413.TW,4464561.930332469,779656.1160888937,803386.8554665238
2026-02-20,3413.TW,-1657945.9463664123,-1474081.8513109458,-268734.5061885228
2026-02-23,3413.TW,562121.2738936071,499978.76869419945,-354497.56009661395
2026-02-24,3413.TW,418618.1846350471,746083.1139359494,-440733.1720135764
2026-02-25,3413.TW,-392569.8990102259,400653.0166191651,220879.06412699478
2026-02-26,3413.TW,2451076.4449091386,1913827.7157002892,627345.1556457928
2026-02-27,3413.TW,-181824.229172836,-289395.39671223273,146302.63152974332
2026-03-02,3413.TW,463710.4567571572,389643.71231145103,-204573.15336768888
2026-03-03,3413.TW,-24562.002554335224,-823598.8730248958,-387454.3755120793
2026-03-04,3413.TW,-23065.9404987164,601021.8734008456,334515.6012639364
2026-03-05,3413.TW,-591878.6311282648,-155865.62285952555,-963431.9838141701
2026-03-06,3413.TW,757729.3914947008,912520.0405317919,-211104.66830055806
2026-03-09,3413.TW,583541.0653908452,-603488.2041532015,-812730.9853635398
2026-03-10,3413.TW,37326.031294580294,-1477063.6269506116,769582.5383934507
2026-03-11,3413.TW,1251575.8875506858,366960.0617454478,-279363.5804382262
2026-03-12,3413.TW,-198166.4769151581,-105241.45348317885,26521.030207250842
2026-03-13,3413.TW,1351578.1143871972,-193595.92908370067,-307045.68137555814
