"category","mode","risk","priority","path","reason","action"
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\PROJECTS\VAP_Project_VDF_Gallery.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VIA_VEGN_Step1_v32.ps1","Signal: Remove-Item","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_052418\VAP_VisualSpec_Panorama_3R_Grid_Report.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_054251_VHB_TO_VAP\VAP_Integrate_VHB_Panorama_3R_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\VAP_IconBase_Intake_Verify_Delete_Report.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_093917_ICON_BASE_INTAKE_VERIFY_DELETE\VAP_IconBase_Intake_Verify_Delete_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_121129_ICON_BASE_POST_DELETE_VALIDATE\VAP_IconBase_PostDelete_Validation_Matrix.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_121129_ICON_BASE_POST_DELETE_VALIDATE\VAP_IconBase_PostDelete_Validation_Matrix.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_121129_ICON_BASE_POST_DELETE_VALIDATE\VAP_IconBase_PostDelete_Validation_Matrix.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_125046_VAP_GALLERY_COCKPIT\VAP_Gallery_Cockpit.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_125429_VAP_GALLERY_VISUAL_FIX\VAP_Gallery_Cockpit_VisualFix_ProjectTag.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_133734_VAP_MASTER_HOTFIX\VAP_Master_Cockpit_Hotfix_ReportCopy_Verify.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_133734_VAP_MASTER_HOTFIX\VAP_Master_Cockpit_Hotfix_ReportCopy_Verify.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_133734_VAP_MASTER_HOTFIX\VAP_Master_Hotfix_3R_Closeout_Matrix.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_133734_VAP_MASTER_HOTFIX\VAP_Master_Hotfix_3R_Closeout_Matrix.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_133734_VAP_MASTER_HOTFIX\VAP_Master_Hotfix_3R_Issues.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_133734_VAP_MASTER_HOTFIX\VAP_Master_Hotfix_3R_Issues.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_134020_VAP_FINAL_SEAL\VAP_Final_Seal_VETF_Link_Refinement.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\10_VIA_HomeLauncher_Optimized_Consolidated_v1_1_0_(3).html","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\12_VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\13_VIA_Main_(2).html","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193912\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193912\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.html","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193912\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.html","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_reports\NEXUSCORE_FINAL_CAPABILITY_MATRIX.html","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.html","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\packaging\markers.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\packaging\metadata.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\packaging\requirements.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\packaging\specifiers.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\packaging\utils.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\packaging\_manylinux.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\dist.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\installer.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\msvc.py","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\wheel.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_core_metadata.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_normalization.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\wheel\bdist_wheel.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\wheel\_metadata.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\packaging\markers.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\packaging\metadata.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\packaging\requirements.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\packaging\specifiers.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\packaging\utils.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\packaging\_manylinux.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pluggy\_manager.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\rich\logging.py","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\setuptools\dist.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\setuptools\installer.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\setuptools\msvc.py","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\setuptools\wheel.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\setuptools\_core_metadata.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\setuptools\_normalization.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\wheel\bdist_wheel.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\wheel\_metadata.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\_pytest\cacheprovider.py","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\_pytest\outcomes.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\_pytest\pathlib.py","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\registry\VDF_ActiveReader_UserTest_AuditMatrix_v014.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\registry\VDF_ActiveReader_UserTest_AuditMatrix_v014.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\registry\VDF_DatabaseSkeleton_OutputManifest_v014.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\registry\VDF_Top10_LocalFreeLibs_ByActivationProcess_v014.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\report\VDF_ActiveReader_UserTest_Report_v014.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\report\VDF_ActiveReader_UserTest_Report_v014.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\runtime\vdf_build_database_skeleton_result_v014.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\runtime\vdf_build_database_skeleton_v014.py","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\backup\VDF_ACTIVE_POINTER_before_v02831_20260611_031152.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\backup\VDF_ACTIVE_POINTER_before_v02831_20260611_031152.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\backup\VDF_ACTIVE_POINTER_before_v02831_20260611_031152.json","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\plan\VDF_AkShare_v02831_BackupPlan.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\plan\VDF_AkShare_v02831_BackupPlan.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\plan\VDF_AkShare_v02831_PostWriteValidationPlan.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\plan\VDF_AkShare_v02831_RollbackPlan.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\plan\VDF_AkShare_v02831_RollbackPlan.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\plan\VDF_AkShare_v02831_StagingWritePlan.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\plan\VDF_AkShare_v02831_StagingWritePlan.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\plan\VDF_AkShare_v02831_WriteApprovalGate.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\plan\VDF_AkShare_v02831_WriteApprovalGate.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\registry\VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Matrix_v02831.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\registry\VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Matrix_v02831.csv","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\registry\VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Matrix_v02831.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\registry\VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Matrix_v02831.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\registry\VDF_AkShare_v02831_DatabaseInventory.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\registry\VDF_AkShare_v02831_PreWriteSafetyChecklist.csv","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\runtime\VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Transcript_v02831_20260611_031152.txt","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\runtime\VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Transcript_v02831_20260611_031152.txt","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02831_20260611_031152\runtime\VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Transcript_v02831_20260611_031152.txt","Signal: Stop-Process","Review before execution. Keep read-only until approved."
