"Kind","Status","Risk","GeneratedAt","Path"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\preview\VDF_AkShare_CanonicalContractPreview_Hotfix_v0278121.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\registry\VDF_AkShare_RawColumnSelection_Hotfix_v0278121.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\registry\VDF_AkShare_RawColumnProfile_Hotfix_v0278121.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\runtime\vdf_akshare_input_file_list_v0278121.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\registry\VDF_AkShare_RawColumnProfile_InputInventory_Hotfix_v0278121.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_v027812_20260611_001630\registry\VDF_AkShare_RawColumnProfile_InputInventory_v027812.json"
"JSON_RECORD","VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_READY_WITH_REVIEW","MEDIUM","06/11/2026 00:11:46","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\plan\VDF_VRN_Sync5_OverallPlan_Hotfix_v02801.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\registry\VDF_VRN_Sync5_Orchestration_Hotfix_Matrix_v02801.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW5_HTML_UI_TOP10_LIBS_REPORT_GATE\VDF_Top10_LocalFreeLibs_VDF_VRN_Sync5_Hotfix_v02801.json"
"AUDIT","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW5_HTML_UI_TOP10_LIBS_REPORT_GATE\VDF_VRN_HtmlUiAudit_Hotfix_v02801.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW4_VRN_INTEGRATION_INVENTORY\VDF_VRN_IntegrationInventory_Hotfix_v02801.json"
"AUDIT","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW2_AKSHARE_CHAIN_AUDIT\VDF_AkShare_v027x_ChainAudit_Hotfix_v02801.json"
"JSON_RECORD","","","06/11/2026 00:11:29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW3_CANONICAL_CONTRACT_KEY_GATE\VDF_AkShare_CanonicalKeyContract_Hotfix_v02801.json"
"POINTER","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\VDF_VRN_PointerSealHashBackupManifest_Hotfix_v02801.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_v0280_20260611_000806\flow_FLOW5_HTML_UI_TOP10_LIBS_REPORT_GATE\VDF_Top10_LocalFreeLibs_VDF_VRN_Sync5_v0280.json"
"AUDIT","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_v0280_20260611_000806\flow_FLOW5_HTML_UI_TOP10_LIBS_REPORT_GATE\VDF_VRN_HtmlUiAudit_v0280.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_v0280_20260611_000806\flow_FLOW4_VRN_INTEGRATION_INVENTORY\VDF_VRN_IntegrationInventory_v0280.json"
"AUDIT","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_v0280_20260611_000806\flow_FLOW2_AKSHARE_CHAIN_AUDIT\VDF_AkShare_v027x_ChainAudit_v0280.json"
"JSON_RECORD","","","06/11/2026 00:08:07","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_v0280_20260611_000806\flow_FLOW3_CANONICAL_CONTRACT_KEY_GATE\VDF_AkShare_CanonicalKeyContract_v0280.json"
"POINTER","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_v0280_20260611_000806\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\VDF_VRN_PointerSealHashBackupManifest_v0280.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_v0280_20260611_000806\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\backup\VDF_ACTIVE_POINTER.json"
"JSON_RECORD","VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_READY_WITH_REVIEW","MEDIUM","2026-06-10 22:15:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\registry\VDF_AkShare_KeyRepairRootCauseSmartRemap_Matrix_v027811.json"
"JSON_RECORD","VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_READY_WITH_REVIEW","MEDIUM","2026-06-10 22:15:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\plan\VDF_AkShare_KeyRepairRootCauseSmartRemapPlan_v027811.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\backup\VDF_ACTIVE_POINTER.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_v027812_20260611_001630\backup\VDF_ACTIVE_POINTER_before_v027812_20260611_001630.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\backup\VDF_ACTIVE_POINTER_before_v0278121_20260611_001912.json"
"JSON_RECORD","","","2026-06-10 22:15:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\registry\VDF_Top10_LocalFreeLibs_AkShareSmartRemap_v027811.json"
"JSON_RECORD","VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_READY_WITH_REVIEW","MEDIUM","2026-06-10 22:15:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\runtime\vdf_akshare_key_repair_rootcause_smart_remap_result_v027811.json"
"JSON_RECORD","READY_WITH_REVIEW","MEDIUM","2026-06-10 22:15:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\registry\VDF_AkShare_SmartRemapReadinessGate_v027811.json"
"JSON_RECORD","","","2026-06-10 22:15:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\registry\VDF_AkShare_SmartRemapRules_v027811.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json"
"JSON_RECORD","","","2026-06-10 22:15:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\registry\VDF_AkShare_KeyInvalidRootCause_v027811.json"
"JSON_RECORD","VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_READY_WITH_REVIEW","MEDIUM","2026-06-10 22:10:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairGate_Matrix_v02781.json"
"JSON_RECORD","VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_READY_WITH_REVIEW","MEDIUM","2026-06-10 22:10:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\plan\VDF_AkShare_CanonicalKeyRepairGatePlan_v02781.json"
"JSON_RECORD","","","2026-06-10 22:10:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_Top10_LocalFreeLibs_AkShareKeyRepairGate_v02781.json"
"JSON_RECORD","VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_READY_WITH_REVIEW","MEDIUM","2026-06-10 22:10:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\runtime\vdf_akshare_canonical_key_repair_gate_result_v02781.json"
"JSON_RECORD","READY_WITH_KEY_REVIEW","MEDIUM","2026-06-10 22:10:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_KeyRepairReadinessGate_v02781.json"
"AUDIT","","","2026-06-10 22:10:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json"
"JSON_RECORD","VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_READY_WITH_REVIEW","MEDIUM","2026-06-10 22:07:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\plan\VDF_AkShare_CandidateToCanonicalDryRunPlan_v0278.json"
"JSON_RECORD","","","2026-06-10 22:07:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\registry\VDF_Top10_LocalFreeLibs_AkShareDryRunGate_v0278.json"
"JSON_RECORD","VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_READY_WITH_REVIEW","MEDIUM","2026-06-10 22:07:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\registry\VDF_AkShare_CandidateToCanonicalDryRun_Matrix_v0278.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\preview\VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.json"
"AUDIT","","","2026-06-10 22:07:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\registry\VDF_AkShare_CandidateToCanonicalDryRunAudit_v0278.json"
"JSON_RECORD","VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_READY_WITH_KEY_REVIEW","MEDIUM","2026-06-10 22:07:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\runtime\vdf_akshare_candidate_to_canonical_dryrun_result_v0278.json"
"JSON_RECORD","READY_WITH_KEY_REVIEW","MEDIUM","2026-06-10 22:07:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\registry\VDF_AkShare_MergeExecutionGate_v0278.json"
"JSON_RECORD","VDF_AKSHARE_CANONICAL_MAPPING_GATE_READY","LOW","2026-06-10 22:03:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\registry\VDF_AkShare_CanonicalMappingGate_Matrix_v0277.json"
"JSON_RECORD","VDF_AKSHARE_CANONICAL_MAPPING_GATE_READY","LOW","2026-06-10 22:03:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\plan\VDF_AkShare_CanonicalMappingGatePlan_v0277.json"
"JSON_RECORD","","","2026-06-10 22:03:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\registry\VDF_Top10_LocalFreeLibs_AkShareCanonicalMappingGate_v0277.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json"
"JSON_RECORD","","","2026-06-10 22:03:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\registry\VDF_AkShare_CanonicalMappingRules_v0277.json"
"JSON_RECORD","READY_FOR_V0278_DRYRUN","LOW","2026-06-10 22:03:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\registry\VDF_AkShare_MergeReadinessGate_v0277.json"
"JSON_RECORD","VDF_AKSHARE_CANONICAL_MAPPING_GATE_READY","LOW","2026-06-10 22:03:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\runtime\vdf_akshare_canonical_mapping_gate_result_v0277.json"
"JSON_RECORD","VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_READY_WITH_MAPPING_REQUIRED","MEDIUM","2026-06-10 21:56:43","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\registry\VDF_AkShare_CandidateToCanonicalMergeGateReview_Matrix_v0276.json"
"JSON_RECORD","","","2026-06-10 21:56:43","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\registry\VDF_Top10_LocalFreeLibs_AkShareMergeGateReview_v0276.json"
"JSON_RECORD","VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_READY_WITH_MAPPING_REQUIRED","MEDIUM","2026-06-10 21:56:43","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\plan\VDF_AkShare_CandidateToCanonicalMergeGateReviewPlan_v0276.json"
"JSON_RECORD","MERGE_BLOCKED_UNTIL_CANONICAL_MAPPING_GATE","MEDIUM","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\registry\VDF_AkShare_CandidateMergePreview_v0276.json"
"JSON_RECORD","OK_DEDUP_GATE_REVIEW","MEDIUM","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\registry\VDF_AkShare_KeyDedupGateReview_v0276.json"
"JSON_RECORD","OK_SCHEMA_GATE_REVIEW_WITH_MAPPING_REQUIRED","MEDIUM","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\registry\VDF_AkShare_SchemaGateReview_v0276.json"
"JSON_RECORD","VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_READY_WITH_MAPPING_REQUIRED","MEDIUM","2026-06-10 21:56:42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\runtime\vdf_akshare_candidate_to_canonical_merge_gate_review_result_v0276.json"
"POINTER","VDF_AKSHARE_CANDIDATE_STAGING_FINAL_SEAL_READY_WITH_QUARANTINE_NOTES","MEDIUM","2026-06-10 15:08:54","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\backup\VDF_LATEST_AKSHARE_CANDIDATE_STAGING_SEAL_POINTER.json"
"POINTER","VDF_AKSHARE_CANDIDATE_STAGING_FINAL_SEAL_READY_WITH_QUARANTINE_NOTES","MEDIUM","2026-06-10 15:08:54","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_v0280_20260611_000806\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\backup\VDF_LATEST_AKSHARE_CANDIDATE_STAGING_SEAL_POINTER.json"
"JSON_RECORD","VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_READY_WITH_NOTES","MEDIUM","2026-06-10 14:59:49","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_SmallScopeCandidateSeedStaging_Matrix_v0274.json"
"JSON_RECORD","VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_READY_WITH_NOTES","MEDIUM","2026-06-10 14:59:49","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\plan\VDF_AkShare_CandidateSeedStagingPlan_v0274.json"
"JSON_RECORD","","","2026-06-10 14:59:49","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_Top10_LocalFreeLibs_AkShareCandidateSeedStaging_v0274.json"
"JSON_RECORD","VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_READY_WITH_NOTES","MEDIUM","2026-06-10 14:56:43","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\runtime\vdf_akshare_candidate_seed_staging_result_v0274.json"
"JSON_RECORD","","","2026-06-10 14:56:43","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_CandidateSeedManifest_v0274.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_CandidateSeedRun_Result_v0274.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\staging\VDF_Global_Commodity_AkShare_Candidate_v0274.json"
"JSON_RECORD","VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_READY_WITH_NOTES","MEDIUM","2026-06-10 14:55:55","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\registry\VDF_AkShare_SmallScopeCandidateSeedStaging_Matrix_v0274.json"
"JSON_RECORD","VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_READY_WITH_NOTES","MEDIUM","2026-06-10 14:55:55","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\plan\VDF_AkShare_CandidateSeedStagingPlan_v0274.json"
"JSON_RECORD","","","2026-06-10 14:55:55","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\registry\VDF_Top10_LocalFreeLibs_AkShareCandidateSeedStaging_v0274.json"
"JSON_RECORD","","","2026-06-10 14:52:49","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\registry\VDF_AkShare_CandidateSeedManifest_v0274.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\registry\VDF_AkShare_CandidateSeedRun_Result_v0274.json"
"JSON_RECORD","VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_READY_WITH_NOTES","MEDIUM","2026-06-10 14:52:49","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\runtime\vdf_akshare_candidate_seed_staging_result_v0274.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\staging\VDF_Global_Commodity_AkShare_Candidate_v0274.json"
"JSON_RECORD","VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_HOTFIX_READY","LOW","2026-06-10 14:47:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_HOTFIX_v02731_20260610_144716\registry\VDF_AkShare_SmallScopeSeedPlanGate_Hotfix_Matrix_v02731.json"
"JSON_RECORD","VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_HOTFIX_READY","LOW","2026-06-10 14:47:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_HOTFIX_v02731_20260610_144716\plan\VDF_AkShare_SmallScopeSeedPlanGate_Hotfix_v02731.json"
"JSON_RECORD","","","2026-06-10 14:47:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_HOTFIX_v02731_20260610_144716\registry\VDF_Top10_LocalFreeLibs_AkShareSmallScopeSeedPlanHotfix_v02731.json"
"JSON_RECORD","","","2026-06-10 14:47:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_HOTFIX_v02731_20260610_144716\registry\VDF_AkShare_FailedTimeout_Quarantine_v02731.json"
"JSON_RECORD","VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_HOTFIX_READY","LOW","2026-06-10 14:47:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_HOTFIX_v02731_20260610_144716\runtime\vdf_akshare_small_scope_seed_plan_gate_hotfix_result_v02731.json"
